bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,island,sex,species
34.2,18.2,211.9,5987.0,0.0,1.0,0
46.6,17.3,215.0,4788.0,0.0,1.0,1
34.9,19.3,173.6,3190.0,1.0,1.0,0
53.9,16.4,204.6,5229.0,2.0,1.0,1
32.9,13.6,197.4,4130.0,2.0,0.0,0
,17.9,183.8,4566.0,0.0,0.0,0
49.2,19.2,171.7,4802.0,1.0,0.0,0
42.8,21.4,170.3,5462.0,2.0,0.0,0
32.1,17.5,191.0,4858.0,2.0,1.0,1
57.4,16.3,193.8,5923.0,2.0,0.0,1
38.6,21.5,233.1,4503.0,0.0,1.0,0
54.9,15.8,192.1,4280.0,1.0,0.0,1
42.2,17.2,217.5,5104.0,2.0,0.0,0
32.3,18.3,,3864.0,0.0,0.0,0
41.1,16.6,212.1,5329.0,0.0,1.0,1
36.1,,226.2,2778.0,1.0,0.0,0
50.1,19.8,200.4,3973.0,1.0,0.0,0
41.7,17.1,179.5,6079.0,1.0,0.0,0
39.4,17.3,207.1,4279.0,1.0,0.0,0
43.1,21.4,192.0,5788.0,2.0,1.0,0
44.7,16.2,179.6,3945.0,2.0,0.0,0
50.0,14.6,214.0,4191.0,2.0,0.0,1
59.2,19.8,186.5,3375.0,1.0,0.0,0
51.1,16.8,215.6,6080.0,1.0,1.0,1
32.9,15.9,198.1,2974.0,2.0,1.0,0
40.0_err,13.0,213.4,5993.0,0.0,0.0,1
33.9,17.0,189.5,5026.0,0.0,1.0,0
50.7,20.2,210.1,4930.0,0.0,0.0,0
35.6,17.7,171.3,5574.0,1.0,1.0,0
39.7,15.0,184.8,5016.0,0.0,1.0,1
56.2,20.8,181.3,2739.0,0.0,0.0,0
34.5,14.6,185.3,2774.0,1.0,0.0,0
59.2,15.4,229.0,4341.0,2.0,1.0,1
54.3,19.7,200.2,5447.0,2.0,1.0,1
38.8,17.9,185.6,5188.0,0.0,1.0,1
32.4,20.5,192.8,3864.0,0.0,0.0,0
58.4,14.6,216.5,5633.0,1.0,1.0,1
43.5,21.7,224.7,4246.0,0.0,0.0,0
54.2,19.5,200.0,6076.0,2.0,0.0,1
57.2,17.5,193.0,,2.0,0.0,1
34.3,18.0,190.7,3188.0,1.0,0.0,0
51.6,,201.1,3058.0,1.0,0.0,0
54.9,13.3,204.6,5248.0,2.0,1.0,1
57.7,20.2,222.5,4974.0,0.0,0.0,1
32.5,17.4,223.8,,0.0,1.0,0
51.9,19.2,176.1,3559.0,1.0,1.0,0
33.8,18.6,220.3,2745.0,2.0,,0
,19.4,216.8,4551.0,2.0,1.0,0
49.0,20.0,194.8,3115.0,1.0,0.0,0
45.5,18.6,,3132.0,2.0,0.0,0
46.2,13.6,181.3,4311.0,0.0,1.0,0
39.3,17.0,197.3,6164.0,2.0,0.0,1
57.8,18.5,225.8,3730.0,2.0,1.0,1
47.0,21.1,223.6,3341.0,1.0,1.0,0
35.6,17.1,213.0,5153.0,0.0,1.0,0
57.3,20.2,228.9,3261.0,2.0,,1
47.2,,215.1,4106.0,,1.0,1
47.1,18.4,171.9,6003.0,0.0,1.0,0
46.3,17.2,188.6,5913.0,0.0,1.0,0
45.2,15.7,214.5,3785.0,,0.0,0
44.5,13.9,184.5,3033.0,2.0,1.0,0
38.6,21.7,226.6,4006.0,2.0,0.0,0
44.4,21.2,,2846.0,2.0,0.0,0
54.2,21.4,218.0,5457.0,0.0,0.0,0
54.5,18.9,210.6,4076.0,2.0,1.0,1
32.7,19.7,233.1,3812.0,2.0,1.0,0
57.7,21.2,226.3,4981.0,2.0,1.0,1
32.5,20.5,234.3,5088.0,2.0,0.0,0
48.1,17.5,177.1,4718.0,2.0,1.0,0
54.0,13.9,231.9,4871.0,2.0,0.0,1
42.4,15.9,207.7,2832.0,2.0,1.0,0
37.4_err,13.7,223.6,4987.0,1.0,1.0,1
51.2,20.7,197.6,4598.0,2.0,0.0,1
33.5,14.7,217.7,3909.0,2.0,1.0,0
53.9,20.5,171.0,4341.0,1.0,0.0,1
46.5,17.1,217.1,3757.0,2.0,0.0,1
45.6,16.3,186.1,3585.0,1.0,0.0,0
54.4,13.1,216.5,5460.0,1.0,1.0,1
36.9,,191.4,4183.0,1.0,0.0,0
43.2,16.7,210.1,6250.0,0.0,1.0,1
32.2,14.2,227.1,3056.0,1.0,0.0,0
41.4,17.4,193.3,3134.0,2.0,1.0,0
50.6,,211.3,5541.0,0.0,0.0,0
54.1,21.3,179.6,3128.0,2.0,0.0,0
39.6,20.8,202.4,4343.0,2.0,1.0,1
50.5,13.7,234.2,5076.0,1.0,1.0,1
55.1,13.1,199.8,2955.0,0.0,0.0,1
47.8,15.9,233.3,5363.0,0.0,0.0,1
51.8,13.6,172.7,4356.0,2.0,0.0,1
34.1,19.6,233.5,5919.0,2.0,1.0,1
34.4,17.6,201.9,3723.0,0.0,0.0,0
34.7,17.3,195.7,5921.0,0.0,0.0,0
56.4,18.1,220.7,4942.0,1.0,0.0,0
45.3,16.8,234.6,6088.0,1.0,1.0,1
44.4,17.6,220.6,3383.0,2.0,1.0,1
55.7,19.5,232.2,2816.0,0.0,1.0,1
47.0,20.5,183.5,4215.0,0.0,1.0,1
34.7,19.0,220.0,5241.0,1.0,1.0,0
36.8,13.2,213.9,3559.0,2.0,1.0,1
41.6,21.9,230.4,5549.0,0.0,1.0,1
53.2,19.3,217.1,4120.0,1.0,0.0,0
58.8,14.6,214.1,5372.0,0.0,1.0,1
38.8,14.3,187.1,2722.0,,1.0,0
55.3,21.9,192.8,3581.0,0.0,1.0,0
44.1,20.0,224.1,3200.0,0.0,1.0,1
46.8,14.3,,4056.0,2.0,,1
35.4,20.3,182.1,5534.0,2.0,1.0,0
48.9,19.0,186.5,4476.0,1.0,1.0,0
33.4,18.2,217.1,5698.0,1.0,1.0,0
53.6,19.8,183.6,5377.0,2.0,0.0,0
57.5,15.7,211.2,3052.0,2.0,0.0,1
52.2,18.3,179.4,4744.0,1.0,0.0,1
45.3,20.5,218.6,2821.0,2.0,0.0,0
40.2,17.4,193.0,3764.0,1.0,1.0,0
54.5,18.5,226.9,3833.0,1.0,0.0,0
32.9,14.7,191.5,2777.0,2.0,0.0,0
55.6,15.4,187.8,4051.0,2.0,1.0,1
48.0,16.9,172.6,4316.0,1.0,1.0,0
,17.8,188.1,3852.0,,0.0,0
35.0,16.9,173.1,5011.0,0.0,0.0,0
59.4,18.7,227.2,2901.0,1.0,0.0,1
58.5,20.8,189.9,4978.0,1.0,1.0,1
44.3,14.8,186.9,4967.0,2.0,1.0,1
57.3,15.1,220.8,5070.0,1.0,0.0,1
57.3,14.4,219.8,6286.0,1.0,1.0,1
52.2,19.5,181.8,3464.0,1.0,1.0,0
50.2,16.2,182.7,4762.0,0.0,1.0,0
40.0,13.4,216.6,5587.0,0.0,1.0,1
40.4,22.0,193.8,5767.0,0.0,1.0,1
37.3,19.4,209.2,6098.0,0.0,0.0,0
34.9,,233.7,3324.0,0.0,1.0,0
39.3,20.5,220.5,4184.0,1.0,1.0,0
43.3,14.3,173.4,3229.0,1.0,0.0,0
55.6,19.9,189.6,4530.0,0.0,0.0,0
37.3,15.7,215.6,4475.0,2.0,1.0,1
39.5,15.6,225.5,4619.0,1.0,0.0,0
,14.3,211.3,5032.0,2.0,1.0,1
41.9,16.0,204.7,3238.0,1.0,0.0,0
34.4,13.2,197.5,5036.0,0.0,1.0,0
39.3,14.9,224.6,4655.0,1.0,0.0,0
54.4,19.7,227.9,4364.0,2.0,0.0,1
39.8,19.1,225.1,5347.0,0.0,1.0,1
49.4,15.7,219.3,6110.0,0.0,1.0,1
33.4,19.7,,4284.0,0.0,1.0,0
58.4,16.8,199.2,3210.0,2.0,1.0,1
33.8,13.9,233.3,4968.0,2.0,0.0,1
35.0,13.8,176.2,4071.0,0.0,1.0,0
47.1,14.8,228.0,,2.0,1.0,1
34.7,16.1,175.2,6075.0,2.0,0.0,0
41.1,19.1,208.6,4094.0,2.0,1.0,1
55.3,20.0,221.1,4221.0,0.0,1.0,1
57.5,15.7,217.3,4539.0,1.0,0.0,1
32.6,21.4,219.9,6188.0,0.0,1.0,1
46.5,17.2,213.8,5496.0,0.0,1.0,1
56.5,13.3,177.2,6131.0,0.0,0.0,1
59.5,21.1,181.6,4041.0,1.0,0.0,0
44.7,14.0,220.5,3705.0,2.0,1.0,1
58.8,20.8,204.8,6254.0,0.0,0.0,1
41.6,20.5,171.9,4729.0,0.0,1.0,0
42.0,15.6,185.6,4836.0,2.0,0.0,1
47.4,19.9,192.8,6160.0,2.0,0.0,1
53.8,19.1,171.8,4111.0,0.0,1.0,0
52.7,15.7,179.1,4555.0,0.0,0.0,0
56.5,16.7,170.7,2977.0,2.0,0.0,1
57.9,17.9,175.1,4308.0,1.0,0.0,0
36.9,13.3,170.4,5198.0,1.0,1.0,0
50.7,19.0,202.7,3725.0,2.0,1.0,1
47.2,19.9,180.8,2850.0,2.0,1.0,0
39.6,21.5,229.4,5502.0,0.0,1.0,1
42.7,18.7,177.8,3325.0,0.0,1.0,0
40.6,20.7,181.0,3192.0,2.0,1.0,0
44.3,16.7,,3343.0,0.0,0.0,0
41.8,14.7,204.3,5578.0,2.0,0.0,1
33.9,17.1,180.4,3534.0,0.0,0.0,0
50.8,21.6,199.9,2908.0,,1.0,0
54.1,14.9,225.5,2932.0,1.0,1.0,1
42.1,16.9,174.7,5911.0,0.0,1.0,0
40.7,17.4,219.4,4652.0,2.0,1.0,0
48.6,17.2,201.5,2899.0,1.0,0.0,0
48.1,15.6,223.4,4624.0,2.0,0.0,1
58.6,17.7,197.1,4463.0,0.0,1.0,1
52.0,14.0,208.8,6294.0,2.0,1.0,1
34.1,17.3,207.7,,1.0,1.0,0
51.9,15.8,197.2,4940.0,1.0,1.0,1
51.3,18.2,,4323.0,1.0,0.0,0
54.1,17.2,204.9,5664.0,1.0,1.0,1
35.6,13.6,191.1,4224.0,2.0,1.0,0
44.2,13.2,226.7,3795.0,2.0,0.0,1
44.7,19.6,184.9,5202.0,0.0,1.0,1
33.8,20.1,179.8,4067.0,1.0,0.0,0
51.8,21.1,189.7,5628.0,0.0,1.0,1
33.2,19.4,191.6,5329.0,2.0,1.0,0
54.0,14.2,180.6,3591.0,2.0,0.0,0
42.5,15.0,190.7,5629.0,1.0,1.0,1
36.1,16.4,177.5,4468.0,1.0,0.0,1
42.8,19.0,233.9,3732.0,1.0,0.0,0
46.9,20.4,233.2,4491.0,0.0,0.0,1
32.5,14.9,218.3,3379.0,0.0,1.0,0
35.6,19.0,207.4,3918.0,1.0,0.0,0
45.5,19.0,202.0,3596.0,0.0,1.0,0
56.6,13.1,187.7,3823.0,0.0,1.0,1
56.4,16.4,231.7,3201.0,2.0,1.0,1
,20.7,200.3,3588.0,0.0,0.0,0
39.4,19.8,226.7,2825.0,0.0,1.0,1
49.1,19.5,202.5,3038.0,1.0,1.0,0
45.0,21.1,207.7,3576.0,1.0,1.0,1
55.9,18.9,199.1,6014.0,2.0,1.0,1
32.3,17.5,218.9,3016.0,2.0,1.0,0
36.0,16.7,184.8,6034.0,1.0,0.0,0
51.8,17.2,194.2,6211.0,1.0,0.0,0
52.8,20.9,196.6,3580.0,1.0,0.0,0
40.2,14.5,230.4,2981.0,0.0,0.0,1
35.8,18.5,185.7,4023.0,2.0,0.0,0
38.9,21.8,196.1,3578.0,1.0,1.0,0
50.9,16.3,211.6,2927.0,2.0,0.0,1
58.7,21.9,207.1,5128.0,2.0,0.0,1
,17.1,180.8,5142.0,2.0,1.0,1
46.0,18.7,226.1,4005.0,2.0,0.0,1
40.9,14.0,229.7,3496.0,0.0,1.0,1
53.8,19.7,181.6,3733.0,1.0,1.0,0
33.9,17.4,188.4,,2.0,1.0,0
53.0,20.4,192.8,4432.0,1.0,0.0,1
55.6,21.8,219.8,2865.0,2.0,0.0,0
47.9,,203.7,4232.0,1.0,1.0,1
50.0,21.7,185.8,3639.0,2.0,0.0,0
57.1,17.6,,5796.0,2.0,0.0,1
44.9,17.9,180.0,3141.0,2.0,0.0,0
47.4,18.7,216.1,4832.0,1.0,0.0,1
39.3,14.3,206.3,5494.0,0.0,0.0,0
46.4,21.2,202.6,3936.0,1.0,1.0,1
55.4,15.0,185.3,5462.0,1.0,1.0,1
47.2,21.7,174.9,6058.0,2.0,1.0,1
46.9,17.3,179.7,5774.0,0.0,0.0,1
43.1,20.4,206.1,3155.0,2.0,0.0,0
49.4,21.7,223.0,2706.0,2.0,0.0,1
56.6,18.5,226.3,5100.0,2.0,1.0,1
41.1,21.5,232.4,2708.0,2.0,0.0,1
54.1,14.0,218.4,6276.0,1.0,1.0,1
40.1,16.6,207.1,5648.0,0.0,1.0,0
58.8,20.5,231.5,4952.0,2.0,1.0,1
46.2,19.0,214.3,5335.0,2.0,0.0,1
45.5,18.5,202.3,5561.0,0.0,1.0,1
,16.2,174.0,4387.0,0.0,1.0,1
33.5,15.9,205.7,4921.0,1.0,0.0,1
44.5,15.8,170.0,3331.0,1.0,0.0,0
33.5,20.2,195.6,5379.0,2.0,0.0,0
54.2,20.5,182.7,3785.0,2.0,0.0,0
44.0,21.8,226.5,5191.0,0.0,0.0,0
32.6,19.1,187.9,2887.0,0.0,1.0,0
53.7,15.0,184.4,4707.0,0.0,1.0,1
58.0,13.8,234.5,4674.0,0.0,0.0,1
46.7,19.7,186.0,4329.0,1.0,0.0,0
34.9,18.9,199.1,6115.0,1.0,0.0,0
58.7,18.9,228.3,5793.0,1.0,0.0,1
43.5,17.8,175.1,3163.0,2.0,0.0,0
49.1,19.8,,3461.0,1.0,0.0,0
44.2,17.4,223.1,6147.0,1.0,0.0,1
42.8,20.7,215.6,5350.0,1.0,0.0,0
35.3,16.4,210.8,4872.0,2.0,1.0,1
53.7,19.0,173.5,3368.0,1.0,1.0,0
59.4,17.6,217.7,6184.0,0.0,1.0,1
42.4,19.6,193.6,2877.0,0.0,1.0,0
54.4,16.6,189.4,3257.0,1.0,1.0,0
43.8,14.1,,5997.0,0.0,1.0,1
41.8,18.4,178.0,2771.0,0.0,1.0,0
54.6,18.4,197.7,3860.0,2.0,1.0,1
,13.8,229.1,6048.0,1.0,1.0,1
56.9,14.5,203.6,3183.0,0.0,,1
54.6,19.0,184.9,4652.0,1.0,1.0,1
58.9,15.5,188.0,3769.0,0.0,0.0,1
44.6,17.7,231.8,3049.0,1.0,0.0,1
52.8,17.6,234.5,2895.0,0.0,1.0,1
56.0,16.9,223.6,3765.0,2.0,1.0,1
51.9,14.9,190.4,6285.0,1.0,1.0,1
52.6,20.6,211.2,3918.0,0.0,1.0,0
41.9,15.3,172.1,3943.0,0.0,1.0,0
38.1,16.4,177.8,3319.0,0.0,0.0,0
45.8_err,16.0,177.6,3882.0,0.0,0.0,0
38.0,14.1,228.0,6100.0,2.0,0.0,1
54.9,20.1,234.9,6096.0,1.0,1.0,1
48.9,14.5,181.6,5054.0,2.0,1.0,1
47.6,19.7,230.0,4650.0,0.0,1.0,1
55.4,19.2,182.3,4619.0,2.0,1.0,1
41.6,18.0,216.5,2963.0,1.0,1.0,0
50.5,17.1,218.6,3355.0,2.0,0.0,1
40.2,19.2,188.1,5190.0,2.0,1.0,0
37.1,16.4,210.7,3811.0,0.0,1.0,0
47.8,16.1,190.2,4926.0,2.0,0.0,1
33.8_err,19.5,230.4,4947.0,2.0,1.0,1
41.9_err,16.1,172.9,99999.0,1.0,0.0,0
56.4,19.2,213.7,2794.0,2.0,0.0,1
38.5,21.4,211.5,5187.0,0.0,0.0,0
53.8,21.0,230.2,5122.0,2.0,1.0,1
51.8,17.9,234.2,6044.0,1.0,0.0,1
49.6,21.7,189.5,3419.0,2.0,1.0,0
49.4,15.6,226.4,4477.0,2.0,1.0,1
41.8,14.0,211.7,3339.0,1.0,0.0,0
51.8,15.4,178.2,3425.0,2.0,1.0,1
47.2,17.7,191.1,3605.0,2.0,1.0,1
47.9,15.6,226.0,2990.0,1.0,1.0,1
33.0,19.1,221.9,5785.0,2.0,,0
51.7,22.0,206.2,5512.0,2.0,0.0,0
44.6,16.6,195.3,2710.0,0.0,0.0,0
35.5,19.7,222.3,3367.0,1.0,1.0,0
36.1,18.7,179.4,5053.0,2.0,0.0,0
54.8,16.7,193.3,2988.0,0.0,0.0,0
47.9,21.4,190.8,3445.0,1.0,0.0,0
49.6,13.3,229.1,5240.0,0.0,0.0,1
43.1,18.8,183.4,4557.0,1.0,0.0,0
41.8,19.6,192.5,4953.0,0.0,0.0,0
44.1,13.6,190.6,6222.0,1.0,1.0,1
59.7,15.7,216.5,4533.0,2.0,0.0,1
40.1,16.4,202.2,4928.0,1.0,1.0,1
49.6,20.8,206.2,4527.0,2.0,0.0,1
34.0,18.0,175.8,4921.0,1.0,0.0,0
43.3,13.3,206.7,6285.0,0.0,1.0,1
57.0,18.3,197.7,5412.0,1.0,0.0,1
38.4,19.6,207.2,4202.0,1.0,1.0,0
35.9,13.7,184.2,4854.0,1.0,1.0,0
44.0,20.8,182.1,5475.0,1.0,0.0,0
55.1,17.0,216.1,3581.0,2.0,1.0,1
,16.2,179.1,3661.0,1.0,0.0,0
34.7,20.8,221.7,5809.0,1.0,0.0,0
49.3,18.8,212.4,5747.0,0.0,1.0,1
53.1,13.6,170.4,5135.0,2.0,1.0,1
43.3,22.0,180.2,5267.0,1.0,0.0,1
,14.0,212.9,5977.0,2.0,1.0,1
55.6,14.0,219.4,4018.0,2.0,1.0,1
56.7,13.7,174.7,5756.0,2.0,0.0,1
40.8,,210.4,3690.0,0.0,0.0,0
33.9,16.7,182.6,5254.0,0.0,1.0,0
58.8,13.2,218.8,4039.0,1.0,1.0,1
45.2,16.4,203.7,3046.0,2.0,0.0,0
53.7,18.5,233.4,6257.0,1.0,0.0,1
50.1,14.6,188.7,4628.0,1.0,,1
36.3,,187.5,3649.0,1.0,1.0,0
33.6,18.5,194.6,4243.0,0.0,1.0,0
44.2,19.4,172.1,2758.0,2.0,0.0,0
42.3,16.0,182.3,5195.0,1.0,0.0,0
44.6,17.1,205.6,4732.0,2.0,0.0,1
52.0,,220.4,3834.0,0.0,0.0,1
48.0,18.2,173.6,6066.0,2.0,1.0,1
49.1,14.3,177.6,4468.0,0.0,0.0,0
39.4,21.4,213.4,3416.0,1.0,0.0,0
41.6,21.1,210.4,4340.0,2.0,0.0,0
34.3,21.5,176.0,,1.0,0.0,0
42.1,19.4,211.4,5939.0,0.0,1.0,0
33.1,21.6,175.9,6150.0,2.0,0.0,0
53.4,14.8,185.2,3988.0,2.0,0.0,1
37.8,18.2,186.8,5705.0,2.0,0.0,0
43.4,16.7,194.8,4302.0,2.0,0.0,1
47.9,17.0,189.5,4494.0,0.0,0.0,1
47.0,16.5,176.6,3880.0,1.0,0.0,0
42.2,18.1,185.4,6221.0,0.0,0.0,0
32.7,21.8,,5911.0,0.0,0.0,0
57.4,,222.0,5628.0,1.0,1.0,1
44.0,21.5,203.7,3549.0,2.0,1.0,0
48.9,22.0,226.5,6028.0,1.0,1.0,1
47.3,16.3,183.8,4470.0,1.0,1.0,0
45.4,13.6,233.2,4687.0,0.0,1.0,1
51.7,19.7,209.3,3109.0,0.0,0.0,0
50.9,21.1,199.4,5704.0,0.0,0.0,0
41.1,18.8,201.8,,0.0,0.0,0
57.8,15.0,174.0,4157.0,2.0,1.0,1
34.5,16.8,177.7,5275.0,0.0,0.0,0
59.9,18.0,,2739.0,1.0,0.0,0
38.5,15.5,232.1,6063.0,2.0,1.0,1
54.5,20.5,215.7,2712.0,1.0,1.0,0
41.1,13.9,175.1,3734.0,1.0,0.0,0
47.5,18.3,177.4,3219.0,1.0,0.0,0
44.4,16.9,177.5,5421.0,1.0,1.0,0
33.4,20.6,227.2,3032.0,1.0,1.0,0
39.1,15.2,206.4,5310.0,1.0,1.0,0
58.4,16.1,183.3,5518.0,1.0,0.0,1
32.2,14.6,199.1,5593.0,1.0,1.0,1
38.7,17.2,207.6,5214.0,0.0,0.0,0
57.0,16.2,210.1,4513.0,1.0,1.0,1
43.5,14.4,194.1,2912.0,0.0,0.0,0
58.9,17.9,175.1,5560.0,1.0,0.0,1
59.5,17.7,216.8,4217.0,2.0,1.0,1
43.8,20.2,232.7,4828.0,0.0,1.0,1
39.2,18.3,193.6,4231.0,2.0,0.0,0
,18.6,196.7,6116.0,1.0,0.0,0
57.0,19.0,225.0,5139.0,1.0,0.0,1
46.0,15.6,184.9,4044.0,0.0,0.0,1
37.2,15.4,234.6,6025.0,0.0,1.0,1
59.3,21.9,229.3,3936.0,2.0,1.0,1
57.4,16.0,188.2,6131.0,2.0,0.0,1
49.8,19.8,192.3,5247.0,2.0,0.0,0
53.5,20.4,219.0,3939.0,1.0,0.0,1
41.9,21.0,212.0,4936.0,2.0,0.0,0
32.4,17.5,186.7,6282.0,,0.0,0
38.6,15.3,207.7,5469.0,1.0,1.0,1
53.1,19.0,202.4,3917.0,2.0,1.0,0
51.2,19.0,188.4,5820.0,0.0,1.0,1
38.9,,225.3,2971.0,1.0,0.0,1
34.4,13.0,182.8,3274.0,0.0,1.0,0
53.9,16.5,220.3,3865.0,0.0,1.0,1
55.5,17.7,182.9,2805.0,0.0,1.0,1
49.5,15.1,224.8,3935.0,0.0,0.0,0
59.7,13.9,191.2,4195.0,1.0,0.0,1
35.0,17.4,188.4,3798.0,1.0,0.0,0
51.4,13.3,202.8,5399.0,2.0,0.0,1
32.9,21.6,221.5,4439.0,0.0,1.0,0
45.5,14.4,180.0,5256.0,2.0,1.0,1
45.1,14.5,208.1,5700.0,1.0,1.0,1
35.7,,176.8,5513.0,2.0,0.0,0
54.3,21.0,198.8,6270.0,2.0,1.0,1
58.8,17.3,228.9,4685.0,0.0,1.0,1
53.1,,176.7,4558.0,0.0,0.0,0
32.6,20.4,196.2,4456.0,2.0,1.0,0
54.7,19.3,200.9,4883.0,2.0,0.0,1
41.8,17.2,187.6,5392.0,1.0,1.0,0
46.4,19.0,192.5,3455.0,1.0,0.0,0
57.3,17.6,196.4,3616.0,0.0,,0
36.8,18.0,192.1,5578.0,0.0,0.0,0
47.3,20.0,177.1,2892.0,0.0,0.0,0
32.0,17.3,229.4,3606.0,2.0,1.0,0
33.0,21.8,189.3,4801.0,0.0,0.0,0
47.1,13.4,204.8,4861.0,2.0,1.0,1
47.6,16.0,228.4,4616.0,,1.0,1
43.6,19.5,174.8,3314.0,0.0,0.0,0
52.2,21.3,208.3,5018.0,2.0,1.0,1
40.4,19.5,207.4,5173.0,0.0,1.0,1
35.4,14.5,205.1,4565.0,0.0,1.0,0
41.3,14.0,220.0,3764.0,1.0,1.0,1
39.1,18.7,177.0,4803.0,0.0,1.0,0
36.7,17.2,228.6,5477.0,0.0,1.0,1
59.7,19.1,200.1,3124.0,1.0,0.0,1
47.7,20.7,187.9,6248.0,2.0,1.0,1
58.4,15.8,201.1,3168.0,2.0,0.0,1
41.1,15.0,201.2,4582.0,2.0,0.0,0
58.3,21.2,231.7,3226.0,0.0,1.0,0
50.3,14.6,178.9,2939.0,1.0,,0
43.3,18.8,227.7,3445.0,1.0,0.0,0
54.0,13.3,224.8,3934.0,1.0,1.0,0
40.1,17.9,186.7,3471.0,1.0,,0
52.4,17.4,172.7,5846.0,0.0,0.0,0
40.1,13.3,208.0,5274.0,0.0,1.0,1
32.1,17.8,186.9,3152.0,1.0,1.0,0
34.6,20.2,198.7,5934.0,2.0,1.0,0
54.0,21.0,225.1,4064.0,1.0,0.0,1
50.5,18.3,229.2,5637.0,0.0,0.0,1
58.0,,201.0,3708.0,2.0,0.0,1
54.3,21.7,225.9,4434.0,0.0,0.0,0
38.3,16.9,212.2,3902.0,1.0,0.0,0
44.8,20.5,211.8,3137.0,1.0,0.0,0
54.6,21.0,174.5,5121.0,1.0,1.0,1
51.4,19.4,190.8,5992.0,2.0,0.0,0
43.3,15.8,203.0,4921.0,2.0,1.0,1
33.5,18.6,190.4,3288.0,1.0,0.0,0
34.1,21.0,220.2,5979.0,0.0,0.0,0
49.7,16.1,205.7,6134.0,1.0,0.0,1
35.5,14.4,188.4,6205.0,2.0,0.0,1
51.8,18.1,201.2,5535.0,2.0,0.0,1
34.8,18.2,196.3,4279.0,1.0,0.0,0
49.9,13.2,183.8,2892.0,0.0,0.0,0
53.1,15.4,203.4,4765.0,0.0,0.0,1
56.4,19.8,205.9,4306.0,1.0,1.0,1
46.7,18.6,206.5,5128.0,0.0,0.0,0
39.1,19.2,205.8,5192.0,1.0,0.0,1
36.2,15.6,181.3,5324.0,1.0,0.0,1
32.7,13.8,222.1,5931.0,0.0,1.0,1
48.6,17.9,186.2,6292.0,2.0,0.0,0
36.8,21.1,191.2,6073.0,2.0,1.0,0
54.0,21.6,186.9,4428.0,2.0,1.0,1
58.2,19.5,197.6,4401.0,1.0,1.0,1
59.8,14.0,210.8,3059.0,0.0,1.0,0
40.0,13.0,185.8,4112.0,1.0,1.0,0
56.5,18.5,188.2,2754.0,1.0,1.0,1
37.1,17.1,179.2,4147.0,1.0,0.0,0
51.1,13.3,193.3,5850.0,2.0,0.0,1
54.9,16.7,172.1,4916.0,0.0,1.0,1
,16.8,177.0,3401.0,2.0,1.0,0
59.4,17.2,184.9,4418.0,0.0,0.0,1
57.4,14.3,181.3,3110.0,2.0,0.0,1
43.3,19.0,220.8,3458.0,0.0,1.0,0
55.8,18.2,186.8,4732.0,0.0,0.0,0
49.8,20.8,199.1,5525.0,0.0,1.0,0
52.4,13.3,182.1,5414.0,2.0,1.0,1
44.5,15.1,177.7,4900.0,1.0,1.0,0
46.4,18.7,220.5,3291.0,2.0,1.0,1
58.7,17.3,183.8,3553.0,2.0,1.0,1
34.8,21.2,222.8,3573.0,2.0,0.0,0
59.8,13.7,230.2,5844.0,0.0,0.0,1
32.6,13.2,195.3,5960.0,2.0,0.0,0
37.2,14.6,218.2,5776.0,0.0,1.0,1
41.2,17.8,224.5,3998.0,2.0,0.0,1
52.3,19.1,186.5,4275.0,1.0,0.0,1
43.0,20.3,223.9,3306.0,2.0,0.0,0
58.4,17.1,174.6,6223.0,2.0,1.0,0
53.9,14.5,173.5,4189.0,2.0,1.0,1
47.4,20.1,204.2,3534.0,1.0,0.0,0
36.0,16.1,219.8,3246.0,2.0,0.0,1
47.8,14.3,207.8,4901.0,2.0,1.0,1
45.2,16.6,181.2,5516.0,2.0,0.0,0
45.6,14.7,231.0,5694.0,1.0,1.0,1
54.2,15.1,219.2,5913.0,2.0,0.0,1
56.5,17.2,176.7,3433.0,2.0,0.0,0
55.0,19.9,185.6,4683.0,1.0,1.0,1
56.2,15.1,179.5,4518.0,0.0,1.0,0
42.0,16.6,197.4,3644.0,0.0,1.0,0
32.3,18.7,224.9,5850.0,0.0,1.0,0
52.3,21.4,201.3,3995.0,0.0,1.0,1
,20.7,182.8,4905.0,1.0,1.0,0
42.6,13.6,190.4,4522.0,2.0,1.0,0
44.7,15.0,190.2,5869.0,2.0,1.0,1
47.4,18.9,191.5,4854.0,0.0,0.0,0
51.7,13.4,228.8,6111.0,1.0,1.0,1
57.1,20.6,235.0,5152.0,2.0,0.0,1
55.4,17.7,186.9,4337.0,2.0,0.0,0
56.3,15.7,192.4,5367.0,0.0,0.0,1
35.6,16.7,217.4,5975.0,0.0,0.0,0
54.1,20.2,200.9,3354.0,1.0,0.0,1
43.1,14.2,220.0,3786.0,2.0,1.0,1
55.4,14.3,180.1,5075.0,1.0,1.0,1
46.4,21.8,174.8,6271.0,0.0,0.0,0
38.7,15.4,222.5,5904.0,1.0,1.0,1
36.1,13.0,226.2,6278.0,0.0,0.0,0
54.8,,211.3,6227.0,2.0,1.0,1
37.7,18.1,205.4,5810.0,0.0,0.0,1
42.1,16.5,222.1,6098.0,1.0,0.0,1
46.5,17.2,209.3,4517.0,1.0,0.0,0
45.0,16.1,228.8,4215.0,2.0,1.0,1
