word_freq_free,word_freq_money,word_freq_click,char_freq_exclaim,char_freq_dollar,capital_run_avg,capital_run_long,num_links,sender_reputation,is_spam
0.67,2.87,2.28,0.526,0.096,33.49,37.0,0.0,7.4,0
3.53,2.68,1.19,0.295,0.024,58.92,47.0,2.0,6.6,0
1.43,1.88,0.51,0.548,0.246,35.52,50.0,0.0,7.9,0
2.97,1.72,0.19,0.546,0.498,,51.0,13.0,3.5,1
3.24,1.02,2.86,0.148,0.186,38.02,22.0,7.0,7.8,0
3.77,1.54,1.3,0.662,0.44,23.05,53.0,9.0,6.0,0
2.54,2.65,2.16,0.781,0.357,43.42,55.0,6.0,7.4,1
1.87,1.59,2.72,0.549,0.129,22.5,41.0,1.0,4.6,0
4.73,2.29,2.21,0.397,0.022,20.64,56.0,1.0,1.9,1
1.68,3.78,1.41,0.639,0.441,40.21,23.0,10.0,9.9,0
1.47,0.19,1.11,0.537,,6.85,36.0,4.0,8.1,0
1.57,3.02,2.62,0.083,0.353,11.65,22.0,7.0,7.6,0
4.12,2.91,0.96,0.374,0.489,25.15,33.0,5.0,9.2,1
3.17,2.02,0.98,0.926,0.47,1.71,57.0,7.0,9.7,1
0.92,0.59,2.27,0.062,0.097,12.37,25.0,10.0,3.7,0
0.98,1.43,1.76,0.284,0.263,33.96,5.0,9.0,0.9,1
0.56,1.24,1.28,0.857,0.104,43.97,54.0,5.0,7.0,0
2.1,2.85,1.35,0.001,0.445,22.45,40.0,13.0,8.6,0
2.38,2.01,1.75,0.941,0.021,27.17,39.0,11.0,6.9,1
1.75,1.4,1.31,0.688,0.35,21.51,29.0,1.0,,1
1.97,2.57,0.95,0.379,0.338,5.94,19.0,0.0,5.5,0
3.05,1.03,2.72,0.028,0.11,56.51,54.0,0.0,1.4,1
2.74,2.57,1.52,0.046,0.461,29.85,,5.0,2.1,1
2.19,3.9,0.6,0.296,0.297,8.21,44.0,8.0,1.7,1
2.48,0.83,0.49,0.659,0.455,53.19,19.0,,4.1,1
3.96,0.39,0.86,0.067,0.233,28.31,8.0,12.0,5.3,0
2.58,3.72,2.96,0.882,0.405,31.2,55.0,13.0,5.0,1
4.79,1.44,2.77,0.858,0.407,46.03,31.0,0.0,2.8,1
2.76,2.66,0.28,0.285,0.332,29.04,34.0,5.0,1.9,1
1.64,1.39,,0.194,0.213,30.83,42.0,6.0,6.0,0
4.72,3.32,1.15,0.429,0.452,5.02,4.0,3.0,3.3,1
0.49,1.96,1.54,0.282,0.416,29.75,53.0,6.0,0.9,0
4.37,1.25,0.91,0.95,0.115,15.42,22.0,5.0,6.0,1
0.61,3.27,1.97,0.583,0.215,23.64,53.0,13.0,7.9,1
3.21,1.04,1.29,0.736,0.07,35.36,31.0,9.0,0.6,1
4.44,2.9,1.61,0.531,0.013,4.63,42.0,5.0,3.3,1
0.53,1.31,0.84,0.837,0.039,6.24,4.0,10.0,1.9,0
5.0,1.79,0.21,0.098,0.049,24.56,51.0,2.0,,0
2.41,2.51,2.08,0.723,0.174,39.57,30.0,10.0,8.8,1
2.45,2.62,2.18,0.768,0.463,42.53,18.0,14.0,1.8,1
1.71,1.87,1.42,,0.294,56.9,26.0,2.0,9.3,0
1.98,0.58,2.59,0.085,0.44,2.94,49.0,1.0,2.8,0
2.28,3.01,0.92,0.653,0.024,15.91,32.0,8.0,1.9,1
0.9,3.54,2.17,0.304,0.316,51.94,31.0,1.0,9.8,1
,3.67,1.74,0.584,0.26,15.63,40.0,3.0,7.8,0
2.98,0.39,1.29,0.881,0.08,27.33,20.0,7.0,3.6,0
0.13,2.87,0.64,0.832,0.109,38.82,9.0,3.0,5.7,0
3.72,0.83,1.98,0.576,0.076,56.71,30.0,10.0,5.5,1
2.81,0.41,0.48,0.109,0.12,54.22,17.0,9.0,1.4,0
0.55,0.28,2.18,0.448,0.001,37.0,5.0,5.0,9.4,0
4.21,0.02,0.64,0.726,0.157,40.98,30.0,6.0,5.7,1
2.48,3.69,0.05,,0.49,53.28,2.0,10.0,7.3,1
2.13,2.42,0.91,0.329,0.314,36.83,34.0,3.0,8.0,0
1.92,2.41,2.59,0.308,0.27,14.54,31.0,,5.7,0
3.92,3.25,0.09,0.678,0.274,4.32,30.0,1.0,3.4,0
0.4,3.45,0.19,,0.3,35.71,26.0,6.0,5.4,1
3.53,,1.6,0.592,0.37,46.34,54.0,5.0,9.8,0
3.19,3.02,0.01,0.952,0.398,42.42,9.0,5.0,8.0,1
2.12,1.56,1.92,0.895,0.015,35.63,14.0,10.0,10.0,0
4.76,1.31,1.87,0.314,0.093,29.75,21.0,2.0,1.4,1
2.75,2.98,0.66,0.249,0.083,41.41,31.0,,1.0,1
2.98,1.72,1.31,0.923,0.19,5.5,8.0,8.0,7.1,1
3.82,3.94,,0.208,0.133,32.17,56.0,13.0,6.6,1
3.13,3.37,0.6,0.977,0.409,13.0,28.0,1.0,3.2,1
4.21,0.77,1.81,0.215,0.205,37.72,21.0,7.0,4.4,0
1.14,2.05,1.32,0.108,0.42,2.21,33.0,12.0,1.8,0
3.93,2.82,1.18,0.391,0.357,51.25,23.0,4.0,3.8,1
0.32,1.33,0.99,0.901,0.22,31.49,15.0,4.0,9.3,0
3.42,0.67,1.63,0.731,0.479,28.99,30.0,2.0,3.6,1
,1.76,0.75,0.599,0.395,55.15,23.0,14.0,2.1,1
3.44,0.5,1.91,0.702,0.351,15.78,50.0,2.0,2.6,1
1.65,0.94,0.34,0.52,0.392,14.29,39.0,6.0,5.0,0
2.53,2.88,2.58,0.318,0.21,1.81,41.0,1.0,4.8,0
4.96,1.62,2.29,0.497,0.055,5.15,53.0,1.0,1.0,1
2.39,1.76,1.25,0.38,0.206,10.69,22.0,1.0,1.1,0
3.94,2.52,0.53,0.768,0.258,27.92,20.0,12.0,2.4,1
0.91,1.53,1.19,0.167,0.053,47.54,34.0,11.0,7.3,0
4.2,1.78,2.02,0.45,0.185,10.19,23.0,8.0,4.5,0
0.88,3.02,1.1,0.107,0.464,12.84,59.0,6.0,1.2,1
4.97,2.1,,0.043,0.066,26.7,6.0,13.0,,0
0.54,3.34,0.33,0.232,0.313,57.71,59.0,0.0,0.1,1
1.91,2.64,2.09,0.161,0.422,59.06,53.0,6.0,6.0,0
3.51,1.85,2.57,0.782,0.366,51.82,4.0,7.0,3.5,1
3.73,3.65,2.49,0.16,0.097,1.37,44.0,4.0,0.5,0
1.53,1.67,2.23,0.672,0.204,35.71,47.0,6.0,1.2,1
2.99,3.83,2.28,0.503,0.281,11.11,10.0,11.0,7.5,1
,3.54,2.94,0.361,0.067,52.38,38.0,10.0,2.5,1
0.18,1.24,0.47,0.062,0.13,31.77,36.0,12.0,2.7,0
0.69,0.09,1.64,0.417,0.33,35.01,12.0,14.0,4.9,0
1.98,1.13,,0.569,0.417,24.19,59.0,6.0,1.6,1
2.44,1.85,0.69,0.118,0.471,13.09,24.0,13.0,9.7,0
0.5,3.59,1.23,0.91,0.105,44.39,5.0,8.0,3.8,1
2.2,0.8,1.01,0.111,0.272,31.84_err,40.0,3.0,4.5,0
4.55,3.83,1.96,0.831,0.318,54.01,,2.0,0.7,1
2.97,3.92,1.24,0.783,0.359,15.68,6.0,9.0,5.6,1
1.54,1.9,0.86,0.885,0.327,12.11,35.0,0.0,8.0,0
0.94,0.59,0.25,0.106,0.391,31.56,43.0,7.0,4.2,0
2.56,3.03,0.87,0.46,0.201,43.6,25.0,3.0,1.7,0
1.2,1.39,1.45,0.315,0.259,2.41,5.0,13.0,0.3,0
4.71,1.32,1.82,0.686,0.082,18.48,39.0,8.0,3.5,0
1.64,0.4,1.92,0.187,0.014,31.4,59.0,12.0,8.6,0
0.23,3.9,0.63,0.09,0.084,13.04,8.0,12.0,1.0,0
3.92,3.58,1.23,0.219,0.355,27.96,16.0,7.0,9.6,0
3.96,1.18,1.21,0.992,0.14,41.34,39.0,2.0,8.7,0
4.45,0.26,0.04,0.255,0.375,50.93,31.0,12.0,0.4,1
4.1,1.94,2.65,0.287,0.015,5.52,52.0,5.0,0.8,1
1.49,0.7,2.02,0.722,0.158,6.64,16.0,14.0,4.5,0
3.81,1.97,1.99,0.312,0.026,58.74,41.0,1.0,0.8,0
4.29,3.1,1.73,0.528,0.378,56.77,3.0,7.0,9.5,1
4.23,1.5,1.38,0.751,0.204,42.97,19.0,3.0,0.2,1
2.27,2.31,0.67,0.335,0.09,34.35,42.0,4.0,9.4,0
3.51,2.2,1.18,0.361,0.287,53.95,13.0,8.0,6.5,1
4.65,1.61,0.53,0.223,0.484,45.24,13.0,10.0,5.5,1
3.13,3.87,2.45,0.75,0.025,36.92,6.0,3.0,6.5,0
1.61,1.36,0.63,0.993,0.304,48.91,39.0,7.0,1.3,1
0.4,0.14,0.83,0.062,0.347,21.29,44.0,5.0,7.5,0
0.56,3.38,0.04,0.407,0.422,2.96,23.0,10.0,2.6,0
2.4,3.72,,,0.166,15.6,41.0,4.0,7.8,0
,1.94,2.13,0.355,0.327,54.08,6.0,6.0,8.3,0
0.9,0.33,0.53,0.524,0.042,51.17,58.0,1.0,4.3,0
0.94,0.36,1.53,0.659,0.053,20.07,49.0,0.0,4.6,0
0.58,2.27,2.82,0.491,0.359,41.62,50.0,9.0,2.2,1
1.59,0.48,1.32,0.761,0.228,58.73,4.0,4.0,5.8,1
2.9,0.78,2.38,0.063,0.252,53.3,39.0,4.0,0.8,1
3.43,3.12,2.4,0.801,0.436,38.94,57.0,3.0,2.9,1
4.55,0.89,1.96,0.883,0.073,27.42,57.0,8.0,1.7,1
2.98,1.54,1.1,0.597,0.094,37.28,35.0,12.0,8.9,0
1.16,1.49,2.28,0.32,0.196,59.02,48.0,4.0,7.0,0
3.64,1.76,2.82,0.474,0.188,19.37,35.0,1.0,7.5,0
4.47,1.68,0.82,0.595,0.28,5.94,17.0,14.0,7.9,1
1.05,2.09,1.5,0.796,0.218,58.77,38.0,1.0,1.4,1
3.87,2.12,1.8,0.784,,22.42,42.0,13.0,8.7,1
4.03,0.9,1.78,0.347,0.426,27.41,42.0,1.0,6.5,0
1.53,0.6,1.25,0.433,0.076,20.09,55.0,13.0,2.0,0
2.5,0.74,1.63,0.765,0.005,20.22,42.0,8.0,9.4,0
2.08,0.82,0.17,0.428,0.072,15.91,25.0,6.0,4.4,0
1.25,3.28,0.19,0.635,0.24,22.56,59.0,8.0,3.6,1
2.58,3.72,2.8,0.987,0.293,46.18,29.0,9.0,2.8,1
4.37,2.96,1.65,0.841,0.078,25.83,6.0,2.0,6.4,1
0.36,0.17,0.59,0.218,0.287,41.36,,14.0,4.5,0
4.56,2.4,0.79,0.412,0.018,39.75,27.0,13.0,1.7,1
0.28,3.12,2.11,0.545,0.31,39.66,44.0,14.0,,1
2.23,2.09,2.08,0.598,0.264,46.91,48.0,1.0,1.6,1
0.13,0.32,1.97,0.298,0.209,44.37,35.0,8.0,3.9,0
3.61,2.05,0.75,0.92,0.461,26.29,58.0,0.0,5.7,1
0.56,2.55,2.5,0.91,0.218,17.05_err,6.0,2.0,0.5,0
4.18,2.28,0.19,0.164,0.185,32.7,56.0,7.0,7.0,0
4.49,2.89,1.27,0.93,0.111,21.35,8.0,5.0,0.7,1
2.02,1.07,2.29,0.445,0.156,18.27,30.0,0.0,0.3,1
4.93,2.79,0.71,0.438,0.11,27.0,28.0,10.0,4.4,1
1.99,1.33,0.72,0.183,0.088,30.18,27.0,12.0,4.7,0
2.29,2.85,0.0,0.084,0.208,14.2,45.0,10.0,3.2,0
2.1,1.95,1.48,0.248,0.029,47.46,33.0,1.0,4.0,0
2.72,3.13,2.76,0.88,0.316,9.46,26.0,8.0,0.8,1
4.6,2.01,1.54,0.407,0.236,48.55,57.0,11.0,6.2,1
0.54,1.15,2.8,0.92,0.099,11.61,16.0,12.0,7.5,0
1.97,3.96,0.65,0.6,0.003,33.49,14.0,6.0,2.1,0
1.78,0.97,1.18,0.008,0.287,9.48,52.0,1.0,1.8,0
0.5,1.61,,0.331,0.034,44.53,24.0,3.0,0.4,0
3.88,3.1,2.4,0.128,0.491,40.87,57.0,5.0,4.7,1
0.69,2.07,1.73,0.745,0.243,28.05,51.0,4.0,6.9,0
0.23,2.73,0.26,0.677,0.269,48.12,31.0,0.0,7.2,0
4.87,1.95,0.39,0.228,0.446,22.18,1.0,12.0,0.3,1
3.49,2.44,1.32,0.209,,18.22,20.0,6.0,9.7,0
3.65,2.05,2.44,0.902,0.466,18.23,46.0,0.0,9.8,1
2.88,3.97,2.22,0.117,0.221,26.68,32.0,6.0,8.3,0
0.86,0.83,2.56,0.033,0.11,25.93,22.0,2.0,6.9,0
2.67,3.57,1.22,0.366,0.446,16.91,24.0,3.0,3.7,1
3.88,1.86,1.73,0.564,0.129,51.05,51.0,5.0,3.9,1
3.54,0.1,0.92,0.919,0.16,52.69,35.0,11.0,9.1,0
3.21,3.91,1.61,0.912,0.057,44.6,50.0,7.0,2.8,1
0.41,3.48,1.85,0.14,0.428,21.46,2.0,11.0,8.8,0
3.24,0.29,1.55,0.787,0.456,36.38,6.0,7.0,1.5,1
0.34,1.53,0.59,0.934,0.407,11.62,1.0,1.0,3.3,0
4.59,3.45,1.02,0.834,0.152,,37.0,10.0,4.2,1
4.27,2.03,1.89,0.414,0.404,8.1,31.0,13.0,6.2,1
0.12,3.7,1.72,0.208,0.061,12.35,1.0,12.0,7.4,0
1.07,2.38,1.35,0.916,0.391,37.18,45.0,1.0,1.4,1
2.85,3.24,0.19,0.532,0.471,29.78,32.0,1.0,4.0,1
0.22,1.8,1.36,0.253,0.119,50.04,25.0,11.0,3.7,0
4.55,0.37,1.7,0.324,0.26,51.5,42.0,9.0,3.0,1
4.49,0.91,0.66,0.562,0.305,5.52,50.0,6.0,4.5,1
0.85,0.54,0.04,0.406,0.225,6.17,57.0,1.0,7.3,0
4.6,3.21,1.54,0.04,0.136,54.98,50.0,11.0,5.6,1
3.52,3.69,1.14,0.574,0.225,31.94,2.0,11.0,5.0,1
2.31,0.92,2.07,0.406,0.312,1.4,41.0,13.0,5.2,0
2.3,1.29,0.38,0.473,0.207,48.06,27.0,0.0,7.1,0
1.57,2.96,1.63,0.753,0.35,47.08,6.0,4.0,5.6,1
2.93,1.73,2.7,0.026,0.033,28.78,17.0,9.0,7.1,0
3.01,3.24,2.78,0.066,0.258,55.04,44.0,9.0,5.0,1
0.85,1.27,2.64,0.001,0.447,34.51,4.0,13.0,6.9,0
2.42,2.11,2.41,0.425,0.496,26.7,38.0,4.0,8.5,1
0.55,3.34,2.81,0.28,0.282,26.1,16.0,8.0,0.8,1
3.87,1.4,2.91,0.409,0.256,32.38,42.0,10.0,7.5,0
3.98,2.56,0.85,0.577,0.171,12.99_err,20.0,8.0,8.1,0
4.28,2.58,1.46,0.008,0.112,17.32,,8.0,7.5,0
0.23,1.41,2.13,0.158,0.122,22.83,36.0,2.0,2.3,0
3.33,2.97,1.52,0.128,0.014,9.56,56.0,3.0,1.2,0
4.38,2.11,2.72,0.621,0.49,9.88,31.0,7.0,9.2,1
1.68,2.38,2.92,0.591,0.097,5.95,55.0,12.0,3.4,1
3.96,,1.49,0.078,0.272,55.11,54.0,6.0,1.8,1
0.03,0.36,0.99,0.802,0.025,54.53,47.0,0.0,6.8,0
3.33,2.79,1.22,,0.054,54.94,29.0,13.0,8.7,0
1.2,1.37,2.04,0.173,0.398,55.96,1.0,14.0,,0
0.39,2.43,2.18,0.403,,15.93,58.0,13.0,5.4,1
2.5,3.63,1.13,0.332,0.062,46.0,43.0,3.0,8.8,0
1.83,3.34,2.54,0.965,0.244,29.55,20.0,2.0,4.8,1
2.98,2.52,0.38,0.907,0.164,1.0,42.0,4.0,5.4,1
4.28,0.91,0.07,0.051,0.243,49.91,27.0,9.0,5.7,0
1.96,2.07,2.94,0.392,0.054,41.87,47.0,2.0,8.7,0
4.63,1.5,2.76,0.784,0.446,42.61,3.0,14.0,2.4,1
1.34,2.36,0.92,0.629,0.282,45.42,32.0,3.0,7.5,0
3.89,2.93,2.87,0.772,0.269,18.13,17.0,5.0,3.4,1
3.2,2.91,0.94,0.407,0.088,31.65,7.0,13.0,1.0,1
2.58,0.23,1.42,0.389,0.273,24.09,,,9.8,0
2.25,1.49,1.59,0.767,0.492,40.05,18.0,6.0,9.3,0
4.57,1.56,1.92,0.292,0.06,34.26,41.0,14.0,5.1,1
3.24,0.75,1.58,0.058,0.352,8.09,59.0,8.0,1.5,0
1.81,1.95,2.73,0.89,0.193,20.31,52.0,13.0,8.6,1
2.76,1.12,1.68,0.946,0.388,26.96,5.0,6.0,4.0,1
2.76,1.39,0.09,0.612,0.259,24.23,50.0,1.0,5.1,0
4.38,2.29,0.53,0.737,0.452,33.01,46.0,0.0,9.9,1
0.21,3.39,2.87,0.69,0.042,2.9,53.0,13.0,4.7,0
2.2,1.71,0.13,0.537,0.211,28.45,51.0,8.0,1.5,0
2.55,2.16,2.27,0.6,0.162,10.3,48.0,1.0,6.6,0
0.76,3.18,2.93,0.54,0.443,7.68,,14.0,5.5,1
0.0,1.72,0.09,0.113,0.02,12.84,3.0,11.0,1.8,0
0.01,1.54,2.58,0.319,0.09,54.89,15.0,6.0,1.9,1
4.92,2.66,2.11,0.017,0.233,2.44,12.0,3.0,9.2,0
0.38,1.08,0.1,0.077,0.269,54.34,34.0,10.0,0.4,0
0.45,0.11,1.8,0.508,0.243,34.69,3.0,3.0,6.2,0
0.62,0.54,2.75,0.178,0.299,51.17,57.0,3.0,7.9,0
4.94,1.1,1.34,0.357,0.465,40.87,8.0,3.0,3.7,0
3.72,3.24,2.23,0.837,0.323,7.45,43.0,8.0,1.4,1
2.04,0.84,0.98,0.087,0.234,26.6,59.0,8.0,9.2,0
4.94,2.48,,0.832,0.303,55.56,2.0,9.0,2.6,1
2.8,1.24,2.07,0.895,0.106,53.66,19.0,4.0,1.8,0
4.04,0.24,0.09,0.319,0.028,53.13_err,37.0,5.0,0.6,0
0.38,3.33,2.2,0.455,0.345,40.43,32.0,5.0,,0
4.7,3.73,0.79,0.412,0.379,17.19,23.0,1.0,5.4,1
4.76,0.67,2.55,0.144,0.474,53.05,17.0,,3.9,1
4.32,2.04,1.68,0.094,0.48,58.29,36.0,4.0,7.7,1
0.81,1.15,0.87,0.45,0.438,9.84,15.0,1.0,5.3,0
0.02,2.2,2.05,0.567,0.457,24.43,45.0,3.0,3.0,0
4.49,2.81,2.74,0.488,0.38,10.11,26.0,7.0,3.9,1
1.54,3.94,1.55,0.68,0.448,58.0,5.0,7.0,7.6,1
1.82,1.39,2.59,0.476,0.001,10.73,28.0,14.0,2.7,0
2.35,1.02,2.81,0.864,0.015,33.45,42.0,1.0,5.4,0
1.59,2.67,1.13,0.605,0.384,49.21,25.0,10.0,8.7,0
2.97,3.37,2.49,0.226,0.417,13.43,59.0,2.0,8.8,1
2.02,0.11,2.33,0.876,0.144,23.76,43.0,10.0,8.9,0
3.66,0.17,1.67,0.861,0.025,12.76,43.0,0.0,7.6,0
0.16,2.33,0.17,0.37,0.01,49.94,14.0,4.0,5.1,0
1.03,0.52,2.41,,0.038,14.03,59.0,9.0,5.0,0
4.57,2.52,0.16,0.778,0.235,28.72,15.0,4.0,9.6,0
0.23,2.26,2.9,0.06,0.479,43.26,51.0,3.0,7.7,0
2.39,3.21,1.37,0.428,0.02,56.74,16.0,8.0,2.1,1
0.91,3.19,0.08,0.46,0.209,21.03,22.0,2.0,3.3,0
3.89,3.33,0.69,0.629,0.27,3.87,41.0,7.0,3.3,1
2.6,3.74,0.69,0.271,0.315,45.15,19.0,9.0,7.7,0
3.59,2.36,2.59,0.355,0.203,49.74,58.0,3.0,4.7,0
4.15,0.58,0.22,0.953,0.406,44.39,14.0,14.0,7.3,1
3.76,3.66,,0.873,0.082,29.62,48.0,9.0,0.4,1
2.05,3.99,1.1,0.382,0.008,15.11,35.0,6.0,6.7,0
2.28,0.15,0.53,0.967,0.371,25.51,27.0,2.0,3.2,0
3.28,2.41,0.58,0.062,0.472,10.01,55.0,5.0,2.2,0
3.74,1.5,0.64,0.304,0.423,37.49,56.0,0.0,6.6,0
1.86,1.22,0.43,0.711,0.375,3.72,52.0,6.0,1.0,0
3.89,3.08,1.86,0.6,0.052,10.0,14.0,2.0,6.6,0
0.02,1.21,0.21,0.525,0.397,36.46,30.0,3.0,9.9,0
4.56,0.6,1.07,0.77,0.255,39.09,2.0,3.0,9.2,0
2.98,0.97,2.02,0.977,0.148,28.21,48.0,5.0,7.6,1
2.83,2.15,0.93,0.697,0.489,11.49,55.0,8.0,3.4,1
2.81,1.02,1.03,0.433,0.432,17.5,54.0,4.0,3.0,0
0.2,1.4,2.3,0.683,0.205,16.71,49.0,8.0,9.7,0
4.75,2.3,2.36,0.528,0.102,18.29,18.0,14.0,1.0,1
3.82,2.77,2.22,0.633,0.449,4.53,14.0,5.0,2.1,0
3.58,0.28,1.0,0.673,0.207,1.43,39.0,0.0,8.3,0
3.51,1.65,1.59,0.994,0.464,1.43,9.0,5.0,5.0,1
2.72,2.86,2.62,0.496,0.155,13.07,22.0,6.0,9.0,0
3.11,1.31,1.28,0.764,0.207,13.93,12.0,3.0,3.7,0
4.62,3.03,0.82,0.95,0.453,24.58,11.0,13.0,3.1,1
1.8,1.37,0.09,0.22,0.03,32.33,8.0,10.0,5.9,0
2.99,3.04,1.71,0.383,0.489,57.34,32.0,9.0,6.9,1
1.95,3.82,0.65,0.556,0.022,12.75,37.0,0.0,6.7,0
0.59,2.02,2.19,0.395,,45.05,23.0,14.0,2.5,0
0.72,1.93,0.25,0.73,0.238,7.04,38.0,,8.5,0
0.32,1.94,1.24,0.166,0.29,44.23,50.0,13.0,4.6,1
1.95,3.81,1.0,0.946,0.185,26.33,42.0,6.0,0.8,1
1.75,0.64,0.84,0.377,0.372,39.25,22.0,13.0,5.5,0
0.62,2.96,2.97,0.915,0.386,54.33,26.0,14.0,2.9,1
2.25,2.76,0.3,0.958,0.356,43.3,7.0,6.0,5.9,1
1.07,2.53,0.01,0.196,0.017,40.33,48.0,6.0,1.9,1
0.51,2.96,0.04,0.564,0.003,50.72,29.0,11.0,8.3,0
1.61,1.28,0.31,0.762,,24.49,36.0,1.0,1.7,0
3.37,,2.55,0.034,0.059,25.76,32.0,,4.2,0
0.19,3.63,0.49,0.402,0.027,29.02,19.0,9.0,0.4,0
3.43,0.92,1.72,0.414,0.026,47.52,58.0,3.0,6.5,0
0.71,2.06,1.91,0.665,0.008,53.02,12.0,9.0,0.9,1
4.54,1.25,2.3,0.522,0.348,28.08,41.0,12.0,7.2,1
0.49,3.16,0.39,0.732,0.49,39.26,38.0,5.0,6.7,1
0.96,3.6,0.39,0.36,0.28,45.76,26.0,8.0,4.2,1
1.14,2.14,0.93,0.407,0.327,29.13,,4.0,4.9,0
3.32,1.28,0.31,0.407,0.353,27.09,50.0,8.0,8.4,0
4.06,2.58,0.83,0.328,0.042,39.75,31.0,12.0,2.6,1
2.65,0.57,1.78,0.078,0.327,3.03,41.0,3.0,6.4,0
3.72,2.04,,0.458,0.427,46.6,13.0,7.0,5.7,0
4.44,3.03,0.89,0.864,0.415,11.19,3.0,12.0,7.3,1
3.05,1.05,1.01,0.425,0.148,19.92,46.0,13.0,4.0,0
1.55,1.57,0.7,0.143,0.007,13.37,,3.0,8.8,0
0.77,2.62,1.34,0.307,0.332,19.5,32.0,11.0,2.4,1
2.94,3.84,1.38,0.758,0.355,54.09,28.0,4.0,8.0,1
4.18,0.32,2.69,0.254,0.469,59.06,12.0,9.0,6.0,1
0.95,0.62,2.0,0.059,0.043,,58.0,6.0,8.0,0
5.0,0.51,1.89,0.054,0.48,8.68,20.0,5.0,9.6,0
0.64,0.88,0.79,0.607,0.01,24.98,5.0,3.0,0.0,0
0.2,0.24,1.02,0.898,0.221,3.0,30.0,6.0,0.3,0
3.43,1.45,2.62,0.26,0.203,28.34,49.0,6.0,0.0,1
1.83,1.12,1.7,0.988,0.006,19.54,52.0,13.0,3.1,1
3.35,0.79,0.54,0.22,0.376,31.4,40.0,2.0,3.9,0
0.91,1.03,2.18,0.346,0.008,9.47,37.0,9.0,3.7,0
0.93,2.57,0.19,0.468,0.406,26.25,51.0,13.0,0.5,1
2.51,2.76,2.68,0.108,0.159,45.57,,,9.0,0
4.73,3.71,1.64,0.293,0.095,23.43,7.0,12.0,1.3,1
1.88,0.84,2.94,0.601,0.248,52.26,49.0,9.0,5.4,1
0.36,0.4,0.83,0.012,0.013,11.43,3.0,7.0,9.1,0
3.69,0.23,0.33,0.483,0.082,23.42,37.0,7.0,5.4,0
4.61,1.97,1.47,0.659,0.466,4.44,25.0,10.0,3.7,1
1.82,,1.64,0.298,0.456,5.01,37.0,12.0,7.0,0
2.29,0.96,2.26,0.871,0.11,34.09,20.0,2.0,10.0,0
4.76,2.66,1.8,0.277,0.068,45.67,27.0,13.0,6.0,1
3.74,0.75,1.21,0.912,0.257,55.53,43.0,6.0,6.5,1
3.35,0.89,0.56,0.833,0.339,22.02,44.0,8.0,,1
0.64,2.66,2.66,0.233,0.133,44.77,8.0,8.0,2.6,1
2.91,3.82,0.94,0.063,0.111,3.38,20.0,3.0,7.9,0
4.3,3.61,0.64,0.032,0.495,13.15,48.0,5.0,7.5,1
3.63,,0.79,0.776,0.244,27.7,21.0,9.0,2.4,1
0.58,3.93,1.64,0.562,0.443,47.95,37.0,10.0,5.1,1
3.36,1.46,0.04,0.178,0.19,20.56,35.0,4.0,8.8,0
4.02,2.22,2.33,0.164,0.031,55.54,9.0,8.0,1.8,1
1.91,1.38,2.38,0.378,0.137,42.01,49.0,4.0,,0
3.77,3.3,2.63,0.087,0.325,30.37,23.0,10.0,3.5,1
3.56,2.69,2.45,0.691,0.272,34.81,31.0,14.0,0.7,1
1.66,3.51,0.26,0.949,0.179,34.73,59.0,9.0,2.8,1
3.71,0.85,1.59,0.414,0.257,37.61,44.0,8.0,4.2,1
3.2,2.56,0.5,0.869,0.499,46.82,56.0,11.0,7.4,1
1.56,2.13,0.31,0.327,,46.23_err,30.0,10.0,1.3,1
2.68,2.36,0.01,0.247,0.327,28.19,25.0,6.0,8.6,0
2.28,1.46,0.09,0.334,0.278,28.34,,4.0,3.2,0
0.25,0.03,1.06,0.209,0.092,33.06,5.0,1.0,1.5,0
3.41,2.82,0.05,0.237,0.309,12.0,26.0,8.0,3.7,0
0.68,2.86,1.29,0.689,0.289,36.84,5.0,6.0,9.3,0
1.21,3.48,0.4,0.865,0.394,49.36,17.0,2.0,5.6,1
4.79,3.85,2.47,0.381,0.164,22.64,14.0,7.0,3.5,1
1.15,0.8,1.15,0.591,0.2,24.14,24.0,8.0,4.3,0
1.96,0.27,1.92,0.16,0.496,36.54,22.0,2.0,7.4,0
4.8,3.14,1.42,0.757,0.173,26.1,1.0,,0.4,1
3.75,3.51,1.37,0.089,0.275,11.72,40.0,0.0,9.5,0
,0.68,1.42,0.179,0.16,7.45,29.0,9.0,8.3,0
4.1,0.44,0.84,0.418,0.323,36.46,53.0,12.0,8.9,0
0.3,3.4,0.37,0.118,0.386,24.82,15.0,9.0,6.7,0
4.44,3.91,2.65,0.896,0.343,47.47,31.0,10.0,5.9,1
1.26,1.63,2.26,0.492,0.28,43.86,37.0,11.0,3.4,1
0.77,3.62,0.75,0.285,0.156,54.62,54.0,4.0,3.0,1
4.15,3.09,0.05,0.139,0.292,33.05,37.0,7.0,0.9,1
1.4,1.16,1.59,0.17,0.387,10.18,47.0,6.0,0.3,0
1.19,0.63,0.27,0.73,0.077,17.19,41.0,3.0,0.5,0
3.95,0.78,2.13,0.881,0.221,55.61,23.0,0.0,1.8,1
0.28,2.1,0.92,0.644,0.438,18.86,30.0,0.0,1.6,1
0.38,1.59,1.76,0.357,0.251,29.34,25.0,11.0,7.9,0
4.06,3.83,1.32,0.261,0.45,25.67,44.0,6.0,1.1,1
