age,account_balance,call_duration_sec,campaign_contacts,prev_contacts,has_loan,has_housing,credit_score,subscribed
19.0,37446.22,271.0,,0.0,0.0,1.0,849.0,1
61.0,23031.96,512.0,5.0,4.0,0.0,0.0,662.0,1
37.0,49981.08,407.0,13.0,2.0,0.0,1.0,605.0,0
35.0,7284.59,279.0,7.0,0.0,0.0,0.0,491.0,0
39.0,8026.81,42.0,11.0,1.0,0.0,0.0,634.0,0
33.0,34780.54,319.0,3.0,0.0,1.0,1.0,529.0,1
26.0,2139.02,65.0,5.0,0.0,1.0,0.0,465.0,0
60.0,37732.75,558.0,14.0,0.0,0.0,0.0,734.0,1
59.0,13217.86,393.0,6.0,0.0,0.0,0.0,543.0,1
46.0,4641.56,335.0,4.0,2.0,1.0,,561.0,0
21.0,4948.15,541.0,4.0,0.0,1.0,1.0,840.0,1
45.0,32343.65,349.0,13.0,4.0,0.0,0.0,731.0,1
41.0,39310.1,467.0,1.0,0.0,0.0,1.0,456.0,1
36.0,29301.56,464.0,6.0,1.0,1.0,1.0,569.0,1
63.0,44819.77,,6.0,1.0,0.0,1.0,352.0,0
43.0,49018.35,417.0,14.0,4.0,1.0,1.0,848.0,1
32.0,6300.77,352.0,2.0,1.0,1.0,0.0,637.0,1
29.0,32002.54,372.0,1.0,2.0,0.0,1.0,431.0,1
45.0,22089.36,300.0,14.0,3.0,0.0,0.0,488.0,0
35.0,41850.21,107.0,12.0,3.0,0.0,1.0,489.0,0
50.0,17944.34,514.0,4.0,3.0,1.0,1.0,777.0,1
61.0,29991.73,133.0,4.0,2.0,0.0,1.0,,0
51.0,10532.48,382.0,3.0,1.0,0.0,1.0,555.0,1
59.0,39882.55,235.0,14.0,4.0,0.0,1.0,609.0,0
33.0,4205.83,123.0,13.0,2.0,0.0,1.0,452.0,0
49.0,12011.65,301.0,2.0,2.0,0.0,1.0,620.0,1
21.0,18714.66,562.0,3.0,2.0,1.0,1.0,670.0,1
23.0,43870.86,508.0,7.0,2.0,0.0,0.0,509.0,1
21.0,8156.4,60.0,10.0,1.0,,1.0,607.0,0
34.0,9623.29,281.0,12.0,4.0,1.0,0.0,412.0,0
30.0,28325.06,280.0,12.0,2.0,0.0,0.0,667.0,1
47.0,2874.69,400.0,6.0,1.0,1.0,0.0,561.0,0
41.0,61.52,23.0,1.0,0.0,0.0,1.0,845.0,0
68.0,44778.5,459.0,7.0,2.0,0.0,1.0,303.0,1
54.0,41871.07,32.0,3.0,2.0,0.0,0.0,602.0,0
28.0,20529.08,584.0,5.0,1.0,0.0,0.0,738.0,1
66.0,27492.77,127.0,8.0,3.0,0.0,1.0,797.0,1
22.0,45145.21,168.0,13.0,0.0,0.0,0.0,624.0,0
24.0,7104.26,583.0,6.0,0.0,0.0,0.0,,0
28.0,13390.34,514.0,6.0,1.0,1.0,0.0,336.0,1
62.0,33340.92,309.0,3.0,0.0,0.0,1.0,833.0,1
26.0,42891.98,417.0,3.0,2.0,1.0,0.0,510.0,1
62.0,35132.47,150.0,4.0,1.0,0.0,0.0,,0
48.0,32950.78,108.0,3.0,0.0,0.0,0.0,607.0,1
28.0,38691.45,106.0,13.0,0.0,0.0,0.0,538.0,0
26.0,6921.4,178.0,6.0,4.0,1.0,1.0,725.0,0
46.0,36910.3,203.0,14.0,3.0,0.0,0.0,491.0,0
46.0,36614.95,170.0,6.0,0.0,0.0,0.0,702.0,0
20.0,22498.54,568.0,7.0,3.0,0.0,1.0,406.0,1
47.0,47050.93,79.0,6.0,2.0,0.0,0.0,790.0,1
27.0,17511.08,298.0,13.0,0.0,1.0,0.0,757.0,0
50.0,48075.8,440.0,4.0,3.0,0.0,1.0,579.0,1
27.0,9668.81,494.0,3.0,4.0,1.0,0.0,411.0,1
35.0,2083.52,18.0,6.0,3.0,0.0,1.0,775.0,0
32.0,45046.69,585.0,2.0,3.0,1.0,0.0,734.0,1
20.0,27879.11,380.0,12.0,1.0,0.0,0.0,747.0,1
64.0,17317.27,93.0,14.0,0.0,0.0,1.0,832.0,0
29.0,19794.47,196.0,2.0,1.0,1.0,1.0,600.0,0
30.0,36983.55,326.0,3.0,2.0,0.0,0.0,577.0,1
52.0,43914.13,583.0,12.0,1.0,1.0,0.0,403.0,1
24.0,3324.79,145.0,6.0,3.0,0.0,0.0,432.0,0
19.0,6619.09,242.0,13.0,1.0,0.0,1.0,584.0,0
18.0,5528.38,34.0,5.0,4.0,0.0,0.0,377.0,0
63.0,3029.48,485.0,6.0,4.0,0.0,1.0,472.0,1
25.0,10895.77,381.0,11.0,3.0,0.0,1.0,351.0,0
18.0,45057.9,44.0,3.0,0.0,0.0,0.0,522.0,0
23.0,38452.33,182.0,10.0,2.0,0.0,1.0,756.0,0
57.0,45793.35,574.0,3.0,1.0,0.0,0.0,311.0,1
23.0,27808.08,129.0,1.0,4.0,0.0,1.0,818.0,1
33.0,23500.98,102.0,10.0,1.0,0.0,1.0,747.0,0
25.0,46657.81,94.0,7.0,2.0,1.0,0.0,,0
62.0,15733.97,561.0,11.0,3.0,0.0,0.0,463.0,1
37.0,31404.59,9.0,5.0,4.0,0.0,0.0,778.0,0
25.0,25892.59,396.0,2.0,3.0,,1.0,801.0,1
21.0,10717.24,111.0,7.0,4.0,0.0,1.0,306.0,0
22.0,49188.23,492.0,2.0,1.0,1.0,1.0,592.0,1
21.0,39113.45,565.0,2.0,,0.0,0.0,627.0,1
21.0,27782.77,520.0,5.0,1.0,0.0,1.0,783.0,1
18.0,10840.13,475.0,5.0,2.0,1.0,0.0,511.0,0
25.0,7104.15,305.0,4.0,4.0,0.0,0.0,350.0,0
43.0,41320.3,142.0,6.0,3.0,0.0,0.0,828.0,1
30.0,47133.9,316.0,13.0,,0.0,0.0,398.0,0
51.0,21210.45,140.0,11.0,3.0,,1.0,646.0_err,0
31.0,26262.12,295.0,1.0,0.0,0.0,1.0,772.0,1
61.0,23625.22,144.0,5.0,2.0,,0.0,696.0,0
50.0,9376.67,504.0,8.0,4.0,1.0,1.0,301.0,0
56.0,5541.54,150.0,3.0,3.0,1.0,1.0,,1
20.0,19178.19,4.0,1.0,1.0,1.0,1.0,374.0,0
29.0,25132.18,361.0,9.0,3.0,1.0,1.0,342.0,0
64.0,9321.43,384.0,12.0,4.0,0.0,0.0,652.0,1
,41234.69,414.0,11.0,3.0,1.0,1.0,730.0,1
20.0,48792.11,541.0,13.0,0.0,1.0,0.0,387.0,1
68.0,34240.97,463.0,6.0,3.0,0.0,0.0,658.0,1
27.0,17560.11,121.0,12.0,1.0,1.0,1.0,699.0,0
21.0,48142.06,348.0,13.0,3.0,0.0,0.0,518.0,1
51.0,19775.14,329.0,3.0,1.0,1.0,0.0,427.0,1
20.0,295.95,136.0,7.0,0.0,0.0,1.0,664.0,0
53.0,47360.75,434.0,3.0,1.0,0.0,0.0,727.0,1
39.0,45782.16,401.0,2.0,1.0,0.0,1.0,,0
48.0,2868.69,153.0,12.0,4.0,0.0,,614.0,0
40.0,14735.63,178.0,14.0,2.0,1.0,1.0,586.0,0
23.0,49863.94,90.0,13.0,3.0,0.0,1.0,449.0,0
69.0,10984.33,172.0,13.0,4.0,0.0,0.0,730.0,0
21.0,14202.62,192.0,8.0,1.0,0.0,0.0,716.0,0
25.0,37801.52,,1.0,1.0,1.0,1.0,649.0,1
69.0,10561.23,572.0,5.0,1.0,0.0,0.0,620.0,1
52.0,6093.69,346.0,12.0,1.0,0.0,0.0,561.0,0
67.0,35254.88,408.0,14.0,0.0,1.0,1.0,334.0,1
41.0,48965.14,145.0,9.0,3.0,0.0,1.0,369.0,1
62.0,34122.13,142.0,1.0,3.0,1.0,0.0,345.0,1
29.0,39916.88,304.0,8.0,0.0,0.0,1.0,596.0,0
67.0,39170.03,454.0,,4.0,0.0,1.0,721.0,1
64.0,2104.8,7.0,14.0,3.0,0.0,1.0,332.0,0
38.0,48974.72,153.0,12.0,3.0,0.0,1.0,624.0,0
60.0,43956.36,523.0,14.0,4.0,0.0,1.0,412.0,1
46.0,48037.59,190.0,12.0,1.0,1.0,1.0,657.0,1
28.0,28864.77,278.0,11.0,0.0,0.0,1.0,440.0,0
36.0,25513.71,153.0,2.0,1.0,0.0,0.0,556.0,1
30.0,34530.37,500.0,8.0,0.0,1.0,0.0,551.0,1
54.0,1732.9,415.0,13.0,1.0,0.0,0.0,492.0,0
53.0,23248.55,340.0,1.0,3.0,0.0,0.0,509.0,1
60.0,47789.25,416.0,3.0,2.0,0.0,1.0,374.0,0
43.0,41348.09,359.0,9.0,4.0,1.0,0.0,603.0,1
32.0,29429.72,491.0,2.0,1.0,0.0,0.0,614.0,1
67.0,42822.45,476.0,1.0,3.0,0.0,0.0,576.0,1
47.0,44300.74,38.0,10.0,4.0,0.0,0.0,778.0,1
52.0,47113.43,363.0,6.0,3.0,1.0,0.0,580.0,1
41.0,48920.56,536.0,2.0,0.0,1.0,1.0,335.0,1
56.0,2638.42,533.0,11.0,3.0,0.0,1.0,688.0,1
24.0,1336.74,39.0,7.0,0.0,0.0,1.0,455.0,0
53.0,42020.14,24.0,6.0,2.0,0.0,1.0,709.0,0
24.0,8730.36,34.0,1.0,4.0,0.0,1.0,826.0,0
46.0,48395.84,289.0,3.0,2.0,0.0,0.0,531.0,1
66.0,36661.19,429.0,1.0,1.0,1.0,1.0,689.0,1
48.0,2731.16,191.0,3.0,3.0,0.0,0.0,333.0,1
,37945.31,400.0,14.0,0.0,0.0,0.0,331.0,1
28.0,34409.09,131.0,7.0,3.0,0.0,1.0,733.0,1
43.0,36226.33,435.0,11.0,3.0,0.0,0.0,391.0,1
23.0,16203.13,55.0,11.0,3.0,0.0,1.0,789.0,0
67.0,29328.83,519.0,6.0,2.0,1.0,,465.0,1
40.0,20044.16,68.0,5.0,0.0,1.0,0.0,629.0,0
33.0,31705.34,9.0,3.0,1.0,0.0,1.0,653.0,0
50.0,7221.11,35.0,2.0,1.0,0.0,1.0,706.0,0
53.0,30154.24,535.0,8.0,3.0,0.0,1.0,523.0,1
54.0,40613.6,246.0,7.0,3.0,0.0,0.0,493.0,0
29.0,23774.82,121.0,11.0,0.0,0.0,1.0,764.0,0
20.0,25826.07,381.0,9.0,2.0,0.0,1.0,385.0,0
42.0,38034.62,143.0,9.0,2.0,1.0,1.0,536.0,0
58.0,41335.72,6.0,4.0,2.0,0.0,1.0,367.0,0
61.0,46988.08,165.0,14.0,1.0,0.0,0.0,420.0,0
68.0,41544.32,570.0,4.0,1.0,0.0,0.0,770.0,1
68.0,8774.99,149.0,9.0,4.0,0.0,0.0,434.0,0
62.0,,120.0,9.0,1.0,1.0,1.0,840.0,0
59.0,34662.97,416.0,10.0,4.0,1.0,1.0,538.0,1
60.0,1242.17,,1.0,4.0,1.0,1.0,764.0,1
50.0,8516.73,597.0,9.0,0.0,1.0,0.0,353.0,1
27.0,17704.9,374.0,2.0,3.0,0.0,0.0,331.0,1
67.0,47922.83,228.0,1.0,3.0,1.0,1.0,674.0,1
57.0,46473.1,46.0,13.0,3.0,0.0,1.0,474.0,0
27.0,39688.74,311.0,12.0,0.0,0.0,1.0,749.0,0
,44703.86,393.0,7.0,1.0,0.0,1.0,786.0,1
55.0,14878.59,482.0,5.0,1.0,1.0,1.0,636.0,1
52.0,14889.82,18.0,12.0,3.0,0.0,1.0,345.0,0
47.0,45914.96,563.0,2.0,,0.0,0.0,797.0,1
55.0,18298.79,332.0,5.0,3.0,0.0,1.0,661.0,1
46.0,13250.68,252.0,1.0,4.0,1.0,1.0,493.0,1
56.0,49080.81,111.0,7.0,2.0,1.0,0.0,630.0,0
49.0,37409.34,31.0,2.0,2.0,0.0,0.0,640.0,0
19.0,9303.93,457.0,1.0,2.0,,1.0,745.0,1
66.0,28072.8,566.0,1.0,4.0,0.0,,634.0,1
45.0,16156.1,389.0,5.0,1.0,0.0,1.0,577.0,1
62.0,31971.06,246.0,9.0,0.0,0.0,1.0,539.0,1
19.0,49877.2,295.0,5.0,4.0,0.0,0.0,759.0,1
69.0,9447.71,538.0,4.0,0.0,0.0,0.0,797.0,1
61.0,40757.91,446.0,6.0,4.0,0.0,0.0,,1
21.0,16948.53,140.0,3.0,3.0,0.0,1.0,461.0,0
28.0,20914.84,455.0,10.0,0.0,0.0,0.0,627.0,1
36.0,15162.23,82.0,13.0,2.0,0.0,1.0,395.0,0
55.0,41456.9,496.0,6.0,4.0,0.0,1.0,658.0,1
47.0,47100.93,161.0,6.0,4.0,0.0,1.0,730.0,0
30.0,19194.52,471.0,14.0,1.0,0.0,0.0,774.0,1
30.0,21391.02,436.0,2.0,0.0,1.0,0.0,655.0,0
59.0,18708.13,122.0,8.0,0.0,1.0,1.0,765.0,0
47.0,31823.4,251.0,8.0,0.0,1.0,0.0,354.0,0
48.0,40693.79,100.0,10.0,2.0,0.0,1.0,406.0,0
40.0,37707.59,292.0,13.0,4.0,0.0,0.0,648.0,0
,36316.33,,3.0,0.0,1.0,0.0,655.0,0
44.0,40631.68,101.0,2.0,3.0,0.0,0.0,433.0,0
26.0,9334.71,45.0,13.0,1.0,1.0,1.0,807.0,0
21.0,,101.0,4.0,4.0,0.0,1.0,628.0,0
45.0,3733.6,532.0,13.0,0.0,0.0,1.0,805.0,0
65.0,9983.13,258.0,5.0,1.0,1.0,1.0,444.0,0
33.0,14497.32,59.0,9.0,3.0,1.0,0.0,442.0,0
40.0,31778.35,82.0,11.0,4.0,0.0,1.0,540.0,0
57.0,39342.13,155.0,2.0,0.0,0.0,1.0,391.0,0
54.0,16597.85,353.0,4.0,0.0,0.0,1.0,818.0,1
27.0,31267.6,548.0,13.0,0.0,1.0,0.0,467.0,1
52.0,44020.92,512.0,3.0,1.0,0.0,0.0,304.0,1
25.0,44605.5,50.0,9.0,4.0,0.0,1.0,324.0,0
69.0,24764.73,473.0,14.0,2.0,0.0,0.0,314.0,1
53.0,28868.57,18.0,7.0,3.0,1.0,1.0,375.0,0
30.0,2209.83,12.0,6.0,4.0,0.0,0.0,389.0,0
39.0,23403.57,593.0,3.0,0.0,0.0,0.0,448.0,1
22.0,48090.2,560.0,6.0,1.0,0.0,1.0,612.0,1
34.0,49881.07,396.0,9.0,0.0,0.0,1.0,420.0,0
35.0,32805.71,228.0,3.0,4.0,0.0,0.0,574.0,1
44.0,16721.81,340.0,7.0,0.0,0.0,1.0,751.0,1
31.0,9748.05,239.0,14.0,0.0,1.0,1.0,652.0,0
26.0,31687.78,274.0,12.0,0.0,0.0,1.0,577.0,0
40.0,32355.98,60.0,3.0,2.0,1.0,0.0,754.0,0
23.0,11070.32,260.0,12.0,1.0,,0.0,642.0,0
22.0,11309.33,495.0,1.0,1.0,0.0,1.0,571.0,1
45.0,26102.43,545.0,10.0,4.0,0.0,1.0,621.0,1
43.0,44548.83,208.0,13.0,2.0,0.0,0.0,449.0,0
27.0,13460.75,368.0,12.0,0.0,0.0,1.0,535.0,0
32.0,443.83,252.0,14.0,3.0,1.0,1.0,814.0,0
19.0,27754.91,571.0,2.0,4.0,0.0,0.0,614.0,1
44.0,40345.85,408.0,12.0,4.0,1.0,1.0,734.0,1
57.0,17186.45,368.0,4.0,4.0,0.0,1.0,806.0,1
54.0,7288.37,250.0,12.0,3.0,0.0,0.0,523.0,0
32.0,48005.09,300.0,,0.0,0.0,0.0,630.0,0
44.0,32844.81,467.0,12.0,0.0,1.0,0.0,589.0,1
23.0,28858.82,,10.0,0.0,1.0,0.0,388.0,1
50.0,23247.93,72.0,7.0,1.0,0.0,0.0,420.0,0
50.0,49304.62,283.0,8.0,3.0,0.0,1.0,525.0,1
19.0,1554.66,500.0,14.0,3.0,0.0,1.0,632.0,0
52.0,2750.95,172.0,9.0,3.0,0.0,0.0,340.0,0
40.0,39093.67,578.0,4.0,4.0,0.0,0.0,698.0,1
53.0,31596.66,93.0,14.0,4.0,0.0,1.0,614.0,0
22.0,,256.0,7.0,4.0,0.0,1.0,521.0,0
60.0,36662.76,57.0,7.0,1.0,,0.0,613.0,0
31.0,31272.53,475.0,5.0,3.0,1.0,0.0,417.0,1
27.0,11418.27,543.0,,1.0,0.0,0.0,746.0,1
41.0,16638.42,190.0,13.0,0.0,0.0,,,0
61.0,672.95,465.0,12.0,2.0,1.0,1.0,708.0,0
36.0,93.33,127.0,12.0,4.0,1.0,0.0,736.0,0
40.0,16727.62,467.0,3.0,1.0,0.0,,719.0,1
28.0,27153.13,58.0,7.0,0.0,0.0,1.0,390.0,0
47.0,25088.99,44.0,2.0,2.0,0.0,0.0,655.0,1
64.0,9826.52,576.0,11.0,1.0,1.0,1.0,802.0,1
28.0,20638.41,367.0,13.0,2.0,0.0,0.0,,0
41.0,47300.29,422.0,6.0,1.0,0.0,0.0,316.0,0
63.0,39238.77,401.0,3.0,0.0,0.0,1.0,497.0,1
65.0,16129.36,421.0,6.0,3.0,0.0,1.0,807.0,1
52.0,,569.0,4.0,1.0,1.0,0.0,758.0,1
43.0,49189.33,65.0,9.0,0.0,0.0,0.0,697.0,0
36.0,14332.29,197.0,7.0,1.0,0.0,0.0,703.0,0
69.0,39687.56,393.0,3.0,2.0,0.0,1.0,830.0,1
29.0,24122.3,519.0,13.0,4.0,0.0,0.0,320.0,1
27.0,32025.32,332.0,8.0,4.0,0.0,0.0,798.0,0
68.0,41976.06,252.0,10.0,2.0,0.0,0.0,627.0,1
38.0,14869.47,408.0,2.0,3.0,0.0,1.0,337.0,1
69.0,45655.25,511.0,7.0,2.0,0.0,1.0,737.0,1
19.0,42317.53,175.0,7.0,4.0,0.0,0.0,483.0,0
38.0,30245.26,587.0,14.0,0.0,1.0,1.0,762.0,1
23.0,46734.08,446.0,12.0,1.0,0.0,1.0,463.0,1
36.0,15683.57,338.0,6.0,1.0,1.0,1.0,674.0,0
30.0,41374.59,92.0,7.0,3.0,1.0,1.0,759.0,0
44.0,4206.62,72.0,10.0,3.0,0.0,0.0,599.0,0
64.0,48896.14,63.0,8.0,4.0,1.0,0.0,367.0,0
43.0,35470.97,581.0,5.0,0.0,0.0,1.0,378.0,1
25.0,13649.96,228.0,1.0,0.0,1.0,,783.0,1
67.0,38289.64,528.0,6.0,3.0,1.0,0.0,422.0,1
32.0,1678.03,520.0,4.0,4.0,0.0,1.0,680.0,1
44.0,1965.84,480.0,9.0,0.0,1.0,1.0,574.0,0
38.0,30719.64,29.0,4.0,2.0,0.0,1.0,533.0,0
26.0,,230.0,7.0,2.0,0.0,1.0,502.0,0
34.0,10095.18,82.0,14.0,1.0,1.0,0.0,416.0,0
66.0,9205.62,354.0,3.0,4.0,1.0,1.0,738.0,1
21.0,48577.06,268.0,5.0,4.0,0.0,1.0,,1
21.0,33661.92,464.0,1.0,,0.0,0.0,371.0,0
69.0,31598.31,281.0,4.0,3.0,0.0,1.0,365.0,1
52.0,10150.69,460.0,5.0,0.0,1.0,1.0,549.0,1
69.0,12733.34,404.0,1.0,1.0,1.0,1.0,643.0,1
59.0,21370.04,318.0,5.0,4.0,0.0,1.0,720.0,1
45.0,27354.45,525.0,2.0,4.0,0.0,0.0,631.0,1
39.0,1544.32,298.0,6.0,2.0,0.0,0.0,351.0,1
56.0,24451.85,304.0,13.0,1.0,0.0,1.0,736.0,0
56.0,45200.7,42.0,,1.0,0.0,1.0,503.0,0
58.0,19737.35,50.0,9.0,0.0,0.0,1.0,417.0,0
31.0,30241.1,331.0,7.0,3.0,0.0,0.0,656.0,0
63.0,14436.26,356.0,8.0,4.0,0.0,0.0,641.0,1
66.0,49811.32,,2.0,2.0,0.0,0.0,379.0,0
42.0,8046.77,11.0,5.0,1.0,1.0,1.0,568.0,0
59.0,23827.75,213.0,9.0,3.0,0.0,0.0,645.0,1
60.0,31624.49,169.0,5.0,4.0,1.0,1.0,352.0,1
27.0,46535.91,568.0,6.0,2.0,0.0,0.0,486.0,1
34.0,18796.12,489.0,3.0,3.0,0.0,1.0,763.0,1
24.0,6654.1,481.0,13.0,4.0,0.0,1.0,375.0,1
33.0,26757.03,533.0,11.0,1.0,1.0,1.0,481.0,1
59.0,20145.65,249.0,3.0,3.0,0.0,1.0,359.0,1
38.0,32046.32,223.0,9.0,4.0,0.0,0.0,581.0,0
46.0,19301.92,58.0,4.0,2.0,,0.0,694.0,0
46.0,48007.52,383.0,6.0,4.0,0.0,0.0,501.0,1
36.0,45570.79,209.0,5.0,0.0,0.0,0.0,584.0,1
25.0,32078.01,66.0,9.0,1.0,0.0,1.0,785.0,0
35.0,19150.74,188.0,7.0,2.0,0.0,1.0,564.0,0
54.0,48201.04,406.0,7.0,3.0,0.0,0.0,436.0,1
40.0,43790.13,275.0,4.0,2.0,0.0,1.0,463.0,1
69.0,22471.01,131.0,14.0,4.0,1.0,1.0,331.0,0
52.0,1273.96,442.0,4.0,0.0,0.0,1.0,501.0,1
61.0,35612.16,118.0,13.0,1.0,1.0,0.0,808.0_err,1
61.0,13076.04,216.0,5.0,0.0,0.0,0.0,446.0,0
28.0,46134.77,373.0,4.0,3.0,1.0,1.0,315.0,1
23.0,20599.16,525.0,5.0,3.0,1.0,0.0,507.0,1
23.0,40234.96,566.0,3.0,3.0,0.0,0.0,580.0,1
65.0,42067.18,574.0,11.0,1.0,0.0,0.0,673.0,1
45.0,15936.62,228.0,8.0,2.0,0.0,1.0,630.0,0
54.0,36229.72,34.0,14.0,2.0,0.0,1.0,633.0,0
65.0,37048.43,587.0,6.0,0.0,0.0,1.0,600.0,1
61.0,37580.38,57.0,4.0,1.0,1.0,0.0,512.0,0
44.0,21208.63,452.0,3.0,3.0,0.0,0.0,643.0,1
59.0,39372.96,271.0,6.0,3.0,0.0,0.0,456.0,1
65.0,23937.23,70.0,9.0,0.0,0.0,1.0,739.0,0
50.0,43428.55,52.0,5.0,2.0,0.0,1.0,807.0,0
28.0,19094.0,198.0,11.0,4.0,0.0,1.0,405.0,0
48.0,25738.56,185.0,6.0,0.0,0.0,1.0,656.0,0
57.0,29009.25,447.0,1.0,4.0,0.0,0.0,431.0,1
39.0,44311.81,63.0,10.0,4.0,0.0,0.0,300.0,0
53.0,8836.66,353.0,3.0,0.0,0.0,0.0,330.0,1
54.0,38313.37,479.0,4.0,2.0,0.0,0.0,498.0,1
38.0,14546.86,592.0,12.0,3.0,,1.0,328.0,0
36.0,22800.3,135.0,14.0,4.0,0.0,1.0,664.0,0
34.0,30309.28,566.0,4.0,1.0,1.0,0.0,556.0,1
64.0,39282.47,521.0,10.0,1.0,0.0,1.0,667.0,1
22.0,8448.16,166.0,6.0,4.0,1.0,0.0,778.0,1
49.0,39748.33,537.0,2.0,0.0,0.0,1.0,428.0,1
39.0,5641.37,222.0,3.0,1.0,0.0,0.0,452.0,1
44.0,7169.16,579.0,5.0,0.0,1.0,1.0,549.0,1
39.0,29645.88,516.0,1.0,2.0,1.0,1.0,610.0,1
26.0,35353.77,592.0,2.0,1.0,1.0,1.0,482.0,1
32.0,4268.53,581.0,4.0,3.0,1.0,1.0,479.0,1
49.0,38777.03,503.0,9.0,3.0,0.0,0.0,703.0,1
21.0,38893.52,260.0,7.0,2.0,0.0,0.0,451.0,0
34.0,40061.11,9.0,11.0,2.0,1.0,0.0,709.0,0
23.0,1763.74,8.0,12.0,4.0,0.0,1.0,471.0,0
33.0,40233.02,548.0,5.0,0.0,1.0,1.0,839.0,1
23.0,46933.14,443.0,5.0,0.0,0.0,0.0,427.0,1
50.0,15443.24,108.0,2.0,0.0,1.0,1.0,752.0,0
36.0,32919.41,335.0,3.0,3.0,0.0,0.0,542.0,1
48.0,16225.08,473.0,7.0,1.0,1.0,1.0,634.0,0
25.0,8243.26,289.0,6.0,3.0,0.0,1.0,724.0,0
19.0,45763.13,558.0,6.0,1.0,0.0,0.0,476.0,1
57.0,,115.0,1.0,4.0,0.0,0.0,615.0,1
51.0,45401.65,115.0,1.0,0.0,0.0,1.0,520.0,1
33.0,11459.61,258.0,6.0,3.0,0.0,1.0,403.0,1
69.0,10176.89,314.0,1.0,3.0,0.0,0.0,793.0,1
66.0,1934.03,375.0,14.0,4.0,,0.0,465.0,0
23.0,34135.94,288.0,9.0,1.0,0.0,0.0,635.0,0
41.0,3452.18,282.0,5.0,4.0,1.0,0.0,712.0_err,1
23.0,19182.01,535.0,11.0,3.0,0.0,0.0,658.0,0
21.0,,457.0,1.0,0.0,0.0,1.0,542.0,1
58.0,26872.19,152.0,13.0,2.0,0.0,1.0,686.0,0
23.0,22690.61,408.0,12.0,4.0,0.0,1.0,757.0,1
46.0,44717.85,372.0,9.0,4.0,0.0,1.0,503.0,1
48.0,6075.86,,13.0,3.0,1.0,1.0,345.0,0
69.0,8059.45,463.0,5.0,1.0,0.0,0.0,637.0,1
,11487.13,288.0,12.0,0.0,1.0,1.0,453.0,0
32.0,1041.27,71.0,11.0,2.0,1.0,1.0,514.0,0
56.0,6243.58,490.0,8.0,0.0,1.0,1.0,826.0,1
23.0,35420.59,380.0,12.0,4.0,0.0,1.0,761.0,0
53.0,28956.59,64.0,12.0,1.0,1.0,0.0,557.0,0
25.0,15795.26,473.0,11.0,2.0,0.0,0.0,418.0,0
58.0,34351.21,239.0,10.0,4.0,1.0,0.0,610.0,1
67.0,1073.18,110.0,6.0,2.0,1.0,0.0,649.0,0
42.0,20043.48,45.0,1.0,3.0,0.0,1.0,585.0,0
58.0,22903.84,276.0,6.0,3.0,1.0,1.0,479.0,0
40.0,32270.22,445.0,7.0,1.0,1.0,0.0,805.0,1
28.0,3770.72,357.0,8.0,0.0,0.0,0.0,685.0,1
41.0,16110.88,152.0,11.0,1.0,1.0,1.0,379.0,0
40.0,26399.05,383.0,4.0,3.0,0.0,1.0,305.0,0
39.0,43474.51,410.0,6.0,3.0,0.0,1.0,755.0,1
40.0,45757.85,185.0,13.0,,0.0,1.0,312.0,0
62.0,38183.0,392.0,5.0,0.0,0.0,1.0,541.0,1
51.0,38091.7,309.0,3.0,1.0,0.0,1.0,733.0,1
22.0,8652.88,331.0,7.0,4.0,1.0,1.0,544.0,0
67.0,9044.6,,1.0,4.0,0.0,1.0,653.0,1
32.0,20517.73,313.0,1.0,2.0,,0.0,352.0,0
26.0,7627.56,535.0,10.0,0.0,0.0,1.0,447.0,0
47.0,49918.0,577.0,13.0,2.0,1.0,,556.0,1
26.0,14835.59,434.0,13.0,3.0,0.0,0.0,619.0,0
44.0,7437.08,381.0,6.0,0.0,0.0,1.0,342.0,0
32.0,18549.34,,9.0,4.0,0.0,0.0,580.0,1
23.0,28530.26,206.0,2.0,3.0,0.0,1.0,,0
25.0,4103.74,466.0,7.0,4.0,1.0,0.0,,1
18.0,22771.65,472.0,,2.0,1.0,0.0,653.0,1
25.0,16213.8,581.0,1.0,0.0,0.0,1.0,617.0,1
55.0,21831.07,354.0,14.0,4.0,0.0,0.0,404.0,0
59.0,10155.86,35.0,4.0,3.0,0.0,1.0,562.0,1
21.0,11966.02,167.0,1.0,4.0,0.0,1.0,740.0,0
43.0,29741.12,427.0,4.0,4.0,0.0,0.0,428.0,1
19.0,27742.35,555.0,1.0,2.0,,0.0,344.0,1
,30588.38,155.0,7.0,0.0,0.0,1.0,442.0,0
66.0,2766.56,308.0,12.0,3.0,0.0,1.0,755.0,1
60.0,1237.73,73.0,2.0,1.0,0.0,1.0,651.0,0
60.0,4801.85,403.0,11.0,2.0,1.0,1.0,752.0,1
44.0,16417.92,467.0,5.0,3.0,0.0,0.0,311.0,1
46.0,3507.82,53.0,1.0,4.0,0.0,1.0,658.0,0
32.0,41310.36,285.0,4.0,2.0,1.0,0.0,665.0,1
21.0,5873.52,67.0,1.0,4.0,1.0,0.0,673.0,0
63.0,876.38,397.0,12.0,2.0,1.0,0.0,499.0,0
35.0,8090.15,60.0,,2.0,0.0,0.0,611.0,0
44.0,13166.23,414.0,7.0,2.0,1.0,0.0,756.0,1
35.0,16595.32,38.0,9.0,3.0,1.0,1.0,552.0,0
