claim_amount,policy_age_years,prev_claims,injury_severity,days_to_report,num_witnesses,vehicle_age_years,repair_cost,agent_flagged,is_fraud
35262.29,8.5,4.0,3.0,59.0,2.0,16.0,45785.67,,1
199306.3,2.0,7.0,2.0,42.0,0.0,11.0,21203.87,1.0,1
269912.35,14.2,2.0,2.0,78.0,0.0,4.0,19703.45,0.0,0
266037.65,10.6,3.0,1.0,17.0,1.0,0.0,44916.4,0.0,0
290628.29,0.5,5.0,4.0,65.0,3.0,12.0,31448.37,0.0,1
331247.4,3.2,7.0,3.0,64.0,4.0,12.0,33120.29,0.0,1
340403.55,12.6,9.0,3.0,79.0,3.0,3.0,34223.66,1.0,1
172208.18,9.4,1.0,4.0,82.0,3.0,19.0,49480.82,0.0,0
462381.57,0.9,7.0,1.0,71.0,4.0,15.0,,0.0,1
309965.78,6.1,2.0,4.0,36.0,0.0,12.0,6008.82,0.0,1
147582.12,9.6,8.0,2.0,31.0,4.0,6.0,34881.48,0.0,1
295763.11,9.4,5.0,3.0,53.0,1.0,12.0,39537.76,0.0,1
20625.72,15.6,4.0,2.0,73.0,2.0,4.0,24845.68,0.0,0
441884.09_err,19.8,7.0,2.0,39.0,4.0,5.0,,0.0,0
70041.77,4.5,1.0,4.0,45.0,4.0,19.0,35248.55,1.0,0
204022.19,4.3,2.0,2.0,35.0,1.0,17.0,16623.62,0.0,1
400290.89,7.4,2.0,3.0,27.0,2.0,19.0,49558.17,0.0,0
79754.74,11.5,4.0,3.0,8.0,3.0,17.0,38895.84,0.0,0
146825.23,19.1,,1.0,50.0,4.0,2.0,35352.2,0.0,0
70383.21,18.6,0.0,1.0,80.0,2.0,16.0,28049.82,0.0,0
136701.65,3.1,3.0,2.0,27.0,1.0,18.0,31839.93,1.0,0
19004.96,16.4,5.0,4.0,49.0,1.0,9.0,13160.71,0.0,0
371574.09,13.2,2.0,2.0,56.0,3.0,1.0,12316.23,1.0,1
410046.61,19.0,0.0,4.0,53.0,0.0,17.0,27002.38,0.0,0
170179.39,16.2,1.0,3.0,54.0,0.0,7.0,2384.51,1.0,1
357239.39,3.5,3.0,1.0,64.0,1.0,19.0,27367.78,,1
14422.8,5.1,0.0,3.0,74.0,3.0,7.0,31976.88,1.0,0
291056.88,11.4,9.0,3.0,75.0,4.0,11.0,27776.66,0.0,1
358500.82,16.9,7.0,4.0,5.0,3.0,0.0,25860.57,0.0,0
235519.75,8.4,2.0,1.0,58.0,4.0,1.0,12526.27,0.0,0
323572.26,12.3,0.0,2.0,78.0,0.0,8.0,42538.37,0.0,1
30012.6,10.8,7.0,4.0,38.0,1.0,1.0,18296.93,1.0,1
213676.4,4.5,0.0,2.0,29.0,3.0,19.0,,0.0,0
421883.2,17.2,9.0,1.0,77.0,3.0,16.0,5851.62,0.0,1
120428.24,4.4,0.0,3.0,2.0,2.0,13.0,9667.55,0.0,0
116641.23,11.2,5.0,4.0,28.0,1.0,10.0,16630.59,1.0,0
191839.46,,2.0,,88.0,1.0,4.0,3705.81,0.0,0
256899.44,17.0,0.0,4.0,,3.0,18.0,1607.78,0.0,0
391063.99,13.3,4.0,2.0,41.0,4.0,13.0,32107.39,1.0,0
151144.02,15.1,1.0,1.0,26.0,4.0,18.0,45635.04,0.0,0
6627.2,12.4,6.0,3.0,58.0,3.0,4.0,16717.24,0.0,0
157730.45,11.5,9.0,3.0,47.0,3.0,1.0,32881.12,0.0,1
268360.07,13.5,4.0,2.0,51.0,1.0,0.0,39317.27,1.0,1
213097.37,18.1,0.0,4.0,48.0,0.0,15.0,6903.31,1.0,1
261692.81,13.6,4.0,4.0,33.0,2.0,17.0,3872.89,1.0,1
292507.24,18.6,7.0,1.0,78.0,0.0,14.0,13861.84,0.0,1
474547.89,15.9,3.0,1.0,79.0,2.0,0.0,48282.45,0.0,0
366347.98,18.6,0.0,2.0,42.0,4.0,3.0,35228.45,0.0,0
59345.52,2.5,6.0,4.0,16.0,3.0,13.0,41888.46,0.0,0
81282.42,10.6,7.0,3.0,77.0,4.0,19.0,40623.38,0.0,1
42428.51,0.3,0.0,2.0,88.0,1.0,8.0,1544.14,1.0,1
435877.86,15.7,0.0,2.0,79.0,1.0,3.0,48072.19,0.0,0
398110.21,4.1,7.0,1.0,37.0,4.0,19.0,22244.22,0.0,1
245399.65,15.8,4.0,1.0,17.0,3.0,0.0,3656.82,0.0,0
431279.22,4.6,3.0,3.0,85.0,3.0,14.0,26063.59,0.0,1
141544.75,,3.0,3.0,65.0,4.0,3.0,35237.74,0.0,1
409444.47,11.8,8.0,2.0,10.0,1.0,4.0,23731.1,0.0,1
448423.38,14.0,7.0,1.0,4.0,0.0,5.0,7122.15,0.0,0
286942.51,8.6,3.0,1.0,28.0,1.0,5.0,11164.77,0.0,0
222048.35,3.5,1.0,4.0,13.0,3.0,14.0,22367.37,0.0,0
400812.47,12.1,8.0,3.0,64.0,2.0,5.0,25922.78,0.0,1
162201.03,10.5,6.0,2.0,43.0,1.0,0.0,6782.67,0.0,0
260179.77,11.5,6.0,1.0,71.0,3.0,1.0,23718.45,0.0,1
393934.86,1.4,2.0,1.0,30.0,3.0,14.0,19245.66,0.0,0
436360.98,8.1,9.0,2.0,1.0,0.0,17.0,12345.84,1.0,1
65169.25,1.6,3.0,4.0,41.0,2.0,12.0,22700.92,0.0,1
311726.59,17.1,0.0,1.0,80.0,2.0,16.0,,0.0,0
29134.28,10.2,4.0,2.0,35.0,3.0,2.0,3240.09,0.0,1
269366.11,17.2,2.0,1.0,20.0,4.0,7.0,1326.95,0.0,0
264439.09,13.8,9.0,1.0,26.0,3.0,13.0,2107.43,0.0,1
151379.75,13.1,3.0,4.0,39.0,3.0,16.0,27908.11,0.0,0
25595.97,4.1,6.0,3.0,66.0,3.0,17.0,31689.26,1.0,1
452846.52,12.6,9.0,1.0,79.0,1.0,1.0,21558.76,0.0,1
394829.19,19.2,2.0,1.0,36.0,3.0,14.0,42528.08,0.0,0
148765.7,1.2,3.0,2.0,5.0,0.0,0.0,17885.78,1.0,0
451365.52,3.9,8.0,2.0,24.0,2.0,12.0,4906.7,0.0,1
312124.25,6.1,7.0,,29.0,3.0,19.0,40628.41,0.0,1
25669.09,15.0,4.0,1.0,59.0,2.0,18.0,23979.15,0.0,0
459757.47,12.7,,4.0,27.0,0.0,9.0,30840.49,1.0,1
19692.22,17.9,0.0,3.0,38.0,2.0,3.0,47747.47,0.0,0
309294.31,4.0,6.0,1.0,74.0,2.0,3.0,11168.83,0.0,1
33633.12,12.1,4.0,3.0,52.0,1.0,13.0,25257.62,0.0,0
108778.27,19.8,7.0,1.0,1.0,0.0,13.0,8247.47,0.0,0
499785.91,5.1,7.0,3.0,65.0,2.0,1.0,42790.28,0.0,1
132031.89,2.6,1.0,1.0,6.0,2.0,12.0,7051.86,0.0,0
93912.47,11.6,9.0,1.0,71.0,4.0,15.0,49536.41,0.0,1
115433.17,18.1,6.0,1.0,29.0,3.0,6.0,11636.69,0.0,0
473767.27,11.9,7.0,3.0,54.0,1.0,19.0,43333.44,1.0,1
81519.88,18.1,9.0,2.0,42.0,4.0,17.0,44224.92,0.0,1
,15.8,4.0,4.0,22.0,3.0,12.0,9177.02,0.0,0
419294.48,6.0,2.0,4.0,61.0,3.0,4.0,12490.26,0.0,1
210749.48,9.6,2.0,2.0,48.0,0.0,11.0,22836.37,0.0,0
299948.92,16.0,3.0,1.0,0.0,0.0,7.0,25445.08,0.0,0
172570.06,5.0,3.0,1.0,9.0,2.0,10.0,9327.47,0.0,0
452031.03,1.8,8.0,4.0,46.0,3.0,14.0,27394.28,0.0,1
497028.46,,2.0,4.0,79.0,2.0,3.0,3675.29,1.0,1
375034.66,10.5,2.0,3.0,41.0,1.0,15.0,16687.85,0.0,1
144710.65,8.0,2.0,1.0,43.0,4.0,13.0,31850.98,0.0,0
422713.8,5.5,9.0,1.0,17.0,2.0,8.0,5348.7,0.0,0
473072.62,9.5,2.0,4.0,18.0,4.0,13.0,32765.56,1.0,0
118371.39,15.4,,3.0,10.0,,0.0,47734.62,1.0,1
269895.81,5.0,5.0,2.0,22.0,1.0,18.0,2471.72,0.0,1
119907.23,12.5,5.0,4.0,49.0,3.0,17.0,33730.82,0.0,0
449821.08,2.1,6.0,4.0,47.0,3.0,7.0,26393.34,0.0,1
292735.17,12.8,8.0,4.0,7.0,1.0,14.0,17389.47,0.0,1
220090.81,10.3,2.0,,76.0,4.0,16.0,2640.83,0.0,0
289218.23,3.1,4.0,1.0,61.0,1.0,,10154.47,,1
212265.56,16.1,8.0,3.0,64.0,4.0,0.0,640.76,0.0,1
425045.56,3.0,8.0,1.0,26.0,2.0,10.0,29464.38,0.0,1
336912.98,16.5,3.0,1.0,68.0,3.0,8.0,23849.19,0.0,0
128367.61,1.3,3.0,3.0,84.0,3.0,7.0,25061.16,,0
284651.21,7.1,5.0,3.0,69.0,0.0,16.0,38175.04,0.0,1
159613.73,8.1,9.0,2.0,18.0,1.0,18.0,33662.2,1.0,1
19344.26,,8.0,4.0,71.0,0.0,6.0,42628.41,0.0,1
38257.65,12.6,8.0,1.0,25.0,1.0,8.0,25851.24,0.0,0
371503.65,16.0,7.0,1.0,52.0,3.0,12.0,37314.49,0.0,1
324342.97,11.5,6.0,4.0,72.0,1.0,14.0,29456.63,1.0,0
417834.31,14.9,1.0,2.0,26.0,2.0,8.0,,0.0,0
158998.89,17.9,9.0,4.0,5.0,0.0,14.0,35692.18,0.0,1
394920.16,2.0,0.0,1.0,80.0,1.0,18.0,7015.93,0.0,1
338161.45,3.3,4.0,1.0,82.0,3.0,4.0,38416.28,0.0,0
234570.58,14.3,8.0,3.0,42.0,1.0,2.0,7256.47,0.0,1
224293.07,2.7,5.0,1.0,83.0,1.0,6.0,19514.21,1.0,1
332838.59,8.3,8.0,4.0,69.0,1.0,9.0,11212.14,0.0,1
4377.71,16.2,1.0,1.0,53.0,4.0,13.0,23162.34,0.0,0
348584.6,18.0,3.0,4.0,31.0,3.0,11.0,16329.98,1.0,0
470320.87,12.6,6.0,4.0,10.0,,6.0,2274.83,0.0,1
491432.31,2.9,5.0,,81.0,4.0,14.0,25099.96,1.0,1
202361.04,17.8,7.0,4.0,87.0,3.0,1.0,28214.62,0.0,0
460277.54,13.5,3.0,1.0,67.0,0.0,17.0,25395.85,1.0,1
77403.19,2.0,1.0,1.0,73.0,3.0,7.0,35609.52,0.0,0
69491.93,9.4,8.0,4.0,42.0,4.0,15.0,43129.3,0.0,1
10556.94,3.0,8.0,1.0,73.0,2.0,6.0,17605.32,0.0,0
402314.31,3.4,8.0,4.0,28.0,0.0,18.0,18273.83,1.0,1
159042.32,3.8,1.0,4.0,74.0,3.0,13.0,38041.28,0.0,0
76811.67,8.9,1.0,1.0,61.0,4.0,14.0,21516.56,0.0,0
408623.78,14.9,3.0,3.0,8.0,1.0,6.0,23453.86,1.0,0
,7.9,7.0,2.0,86.0,0.0,15.0,12646.95,1.0,1
418530.29,7.2,5.0,2.0,46.0,0.0,12.0,17945.92,0.0,1
85656.14,12.3,9.0,3.0,12.0,0.0,13.0,30478.0,0.0,1
357255.89,14.6,1.0,3.0,79.0,1.0,3.0,27509.74,1.0,1
387615.75,,8.0,3.0,19.0,4.0,9.0,13674.89,0.0,1
51794.75,19.0,3.0,3.0,29.0,2.0,17.0,734.47,0.0,0
467879.44,10.8,4.0,4.0,4.0,2.0,0.0,13999.96,0.0,0
130240.99,6.6,1.0,4.0,81.0,2.0,12.0,26801.17,0.0,1
357957.48,18.5,1.0,1.0,18.0,1.0,2.0,16408.93,0.0,0
438887.67,9.2,0.0,1.0,69.0,2.0,6.0,48149.1,0.0,0
311973.45,11.8,1.0,1.0,7.0,1.0,0.0,21475.4,1.0,0
404090.19,6.5,1.0,2.0,62.0,2.0,12.0,46726.97,0.0,1
200322.56,7.5,6.0,2.0,43.0,0.0,15.0,4294.56,,1
389166.37,18.4,4.0,1.0,55.0,4.0,3.0,4403.3,0.0,0
169983.44,7.0,1.0,2.0,84.0,3.0,15.0,35852.22,0.0,1
126282.64,14.6,0.0,3.0,30.0,3.0,19.0,25639.98,0.0,0
356838.94,19.6,2.0,2.0,58.0,1.0,8.0,27149.06,1.0,1
146865.79,13.5,9.0,4.0,83.0,3.0,4.0,46428.7,0.0,1
114425.43,10.4,3.0,1.0,3.0,2.0,5.0,45880.57,0.0,0
222067.49,14.0,4.0,4.0,40.0,1.0,15.0,32016.76,0.0,1
133190.01,12.3,6.0,1.0,64.0,3.0,5.0,39848.82,0.0,1
231195.86,11.6,3.0,4.0,28.0,2.0,4.0,8205.02,1.0,1
332256.02,15.9,0.0,2.0,89.0,2.0,0.0,25832.31,0.0,0
205743.43,1.4,8.0,2.0,10.0,3.0,4.0,36039.38,0.0,1
391735.04,19.3,0.0,3.0,20.0,3.0,12.0,36831.32,0.0,0
,2.6,5.0,1.0,79.0,3.0,19.0,49532.34,0.0,1
396974.67,13.9,8.0,4.0,54.0,3.0,1.0,9579.62,0.0,1
363028.88,10.9,2.0,2.0,41.0,0.0,2.0,15579.42,1.0,0
276116.33,12.7,9.0,3.0,26.0,0.0,,34298.74,0.0,1
20681.66,4.3,4.0,4.0,78.0,4.0,0.0,1448.98,0.0,0
473426.64,3.3,0.0,4.0,78.0,2.0,16.0,1656.63,0.0,0
345892.41,6.0,3.0,1.0,36.0,1.0,10.0,11996.82,0.0,0
290583.13,12.5,0.0,4.0,22.0,1.0,5.0,,0.0,0
,13.1,7.0,1.0,63.0,0.0,15.0,49097.51,0.0,1
483158.59,1.7,0.0,2.0,86.0,2.0,10.0,11807.82,0.0,1
229046.5,17.1,2.0,,48.0,3.0,15.0,1342.46,0.0,0
481452.4,16.4,9.0,3.0,83.0,3.0,18.0,45026.99,0.0,1
69602.1,1.6,2.0,2.0,41.0,,3.0,45714.21,0.0,1
340201.06,14.9,2.0,2.0,20.0,1.0,13.0,33860.05,0.0,0
16687.66,3.2,4.0,3.0,16.0,3.0,19.0,14107.96,0.0,0
107326.18,0.6,6.0,2.0,8.0,0.0,2.0,3692.16,0.0,1
447141.78,,0.0,2.0,26.0,4.0,3.0,15850.87,1.0,0
121385.13,13.3,0.0,2.0,42.0,0.0,3.0,28571.71,0.0,0
435218.4,18.8,2.0,2.0,41.0,2.0,7.0,16393.44,0.0,0
353201.36,15.2,6.0,1.0,15.0,1.0,10.0,33473.96,1.0,1
390357.0,8.8,6.0,4.0,17.0,0.0,14.0,30255.21,0.0,1
270614.97,16.9,9.0,4.0,27.0,4.0,0.0,38003.09,1.0,1
331739.78,1.8,1.0,1.0,49.0,1.0,4.0,39872.21,1.0,0
257572.12,16.7,8.0,3.0,10.0,0.0,18.0,,0.0,1
71422.59,,1.0,1.0,82.0,1.0,0.0,7419.36,0.0,0
93067.29,0.0,1.0,2.0,60.0,2.0,5.0,18911.61,0.0,0
91274.57,18.6,3.0,2.0,3.0,4.0,1.0,24439.44,0.0,0
265638.24,4.1,4.0,3.0,50.0,0.0,9.0,2658.45,1.0,1
189921.52,11.3,8.0,2.0,,2.0,1.0,747.08,0.0,1
325695.07,0.3,5.0,2.0,28.0,2.0,0.0,29245.11,0.0,1
147821.03,17.0,1.0,4.0,23.0,4.0,,45403.32,1.0,0
302270.1,11.1,9.0,3.0,67.0,3.0,17.0,21725.15,0.0,1
452926.91,4.8,0.0,1.0,35.0,1.0,19.0,49172.7,0.0,0
188263.89,17.2,6.0,4.0,79.0,0.0,3.0,19135.12,0.0,1
182925.03,3.8,6.0,3.0,50.0,4.0,6.0,21125.38,1.0,1
316849.11,6.4,1.0,4.0,38.0,2.0,6.0,19531.47,0.0,1
446938.29,1.0,3.0,1.0,78.0,4.0,1.0,12366.79,0.0,0
474321.32,1.2,6.0,3.0,86.0,4.0,6.0,12863.73,0.0,1
364536.83,13.7,8.0,4.0,69.0,4.0,2.0,49509.11,1.0,1
351325.29,7.2,2.0,3.0,42.0,4.0,19.0,27121.46,0.0,0
420664.93,11.1,5.0,2.0,50.0,4.0,16.0,44702.68,0.0,0
243921.23,18.2,7.0,4.0,29.0,3.0,6.0,35457.82,1.0,1
105695.41,1.7,0.0,1.0,2.0,2.0,15.0,,,0
1319.47,4.9,9.0,4.0,6.0,1.0,19.0,2150.79,0.0,1
76121.55,7.3,2.0,4.0,55.0,4.0,3.0,9580.5,0.0,0
,15.9,3.0,1.0,84.0,1.0,13.0,26831.93,0.0,0
197543.85,2.7,3.0,2.0,54.0,2.0,6.0,47576.28,0.0,1
,19.6,6.0,4.0,67.0,4.0,,19925.93,0.0,0
461533.28,8.9,9.0,1.0,29.0,4.0,14.0,26667.42,0.0,1
250531.97,15.2,6.0,2.0,51.0,4.0,11.0,48040.4,1.0,1
352076.16,11.3,0.0,4.0,34.0,4.0,7.0,13150.76,1.0,1
307141.97,5.8,4.0,3.0,21.0,3.0,16.0,19143.87,1.0,1
195319.46,0.1,2.0,1.0,38.0,0.0,15.0,44710.91,0.0,0
270768.52,9.0,7.0,3.0,38.0,2.0,3.0,14892.83,0.0,0
305029.04_err,19.1,4.0,1.0,4.0,4.0,9.0,37045.62,0.0,0
396410.29,4.6,7.0,3.0,39.0,3.0,19.0,26076.98,0.0,1
338218.37,4.6,7.0,1.0,66.0,2.0,19.0,45241.96,1.0,1
358341.1,2.6,1.0,2.0,,3.0,12.0,22910.68,1.0,1
283569.19,6.8,7.0,1.0,38.0,3.0,10.0,28736.5,0.0,1
421790.1,3.0,8.0,3.0,77.0,2.0,9.0,47521.86,1.0,1
105631.74,18.9,7.0,3.0,46.0,4.0,0.0,29178.02,0.0,0
371795.68,19.9,3.0,,40.0,2.0,6.0,36885.06,0.0,0
334778.17,15.6,6.0,1.0,39.0,4.0,10.0,39285.11,0.0,1
110421.73,14.9,2.0,4.0,49.0,1.0,13.0,19445.43,0.0,0
200849.29,0.1,6.0,4.0,65.0,1.0,9.0,45241.65,0.0,1
344747.58,19.4,9.0,4.0,45.0,2.0,4.0,3135.02,0.0,1
417928.8,5.2,3.0,1.0,81.0,1.0,5.0,45208.44,1.0,1
431279.47,10.5,8.0,2.0,78.0,0.0,17.0,45967.95,0.0,1
106784.33,18.9,5.0,4.0,64.0,1.0,5.0,7639.5,0.0,1
114141.52,0.5,8.0,,28.0,0.0,1.0,32601.07,0.0,1
311783.86,3.1,2.0,3.0,66.0,3.0,0.0,42153.64,0.0,1
423961.95,3.1,2.0,2.0,16.0,4.0,6.0,13362.58,0.0,1
450614.46,4.1,5.0,4.0,27.0,2.0,,2613.3,0.0,0
280176.09,13.5,8.0,3.0,42.0,0.0,16.0,27155.42,0.0,1
317582.23,18.7,1.0,1.0,26.0,1.0,8.0,1934.6,0.0,0
209940.93,16.6,4.0,4.0,10.0,2.0,2.0,9065.16,1.0,1
263052.31,16.8,2.0,1.0,31.0,3.0,5.0,29437.54,0.0,0
3387.86,18.1,5.0,2.0,81.0,3.0,5.0,40304.58,0.0,1
327056.42,,4.0,4.0,3.0,4.0,6.0,44749.18,0.0,1
51269.59,5.1,3.0,3.0,9.0,4.0,7.0,22603.94,1.0,1
159524.04,0.5,0.0,4.0,20.0,1.0,0.0,5485.87,0.0,0
495193.07,19.1,,1.0,42.0,0.0,17.0,1588.05,0.0,1
440466.4,6.9,8.0,2.0,63.0,,4.0,31666.28,0.0,1
491158.01,2.0,4.0,3.0,89.0,4.0,13.0,4056.65,0.0,1
216474.51,16.2,9.0,1.0,71.0,4.0,12.0,30962.93,0.0,1
63983.95,4.9,3.0,4.0,47.0,2.0,5.0,,0.0,0
193211.16,18.6,6.0,,27.0,2.0,6.0,18009.96,0.0,0
235994.64,6.7,0.0,4.0,12.0,1.0,10.0,,0.0,0
463862.05,9.3,6.0,2.0,42.0,1.0,18.0,12319.62,0.0,1
277963.42,6.0,2.0,4.0,84.0,4.0,9.0,44724.32,1.0,1
,,4.0,2.0,16.0,0.0,10.0,31485.39,0.0,0
295106.31,17.9,3.0,4.0,31.0,4.0,1.0,5275.78,0.0,0
80497.84,19.9,2.0,4.0,59.0,3.0,3.0,33781.96,0.0,0
88042.0,3.9,5.0,2.0,,0.0,6.0,47615.48,0.0,1
230076.6,5.3,0.0,4.0,63.0,1.0,5.0,31583.7,,0
484744.4,9.5,6.0,3.0,82.0,2.0,8.0,16302.88,0.0,1
446151.93,6.0,6.0,4.0,88.0,0.0,0.0,49696.85,0.0,1
48690.83,2.4,8.0,2.0,55.0,1.0,19.0,27308.43,0.0,1
36107.45,,2.0,3.0,11.0,0.0,11.0,37861.18,0.0,0
445751.47,3.7,8.0,2.0,82.0,0.0,,13698.36,0.0,1
168992.26,3.4,0.0,4.0,84.0,1.0,16.0,44150.18,0.0,0
305397.44,,2.0,3.0,34.0,0.0,14.0,2470.64,0.0,1
307665.77,4.4,4.0,2.0,55.0,1.0,11.0,20120.83,0.0,0
34254.39,9.1,2.0,1.0,23.0,1.0,7.0,17598.13,0.0,1
37022.71,16.7,9.0,1.0,61.0,1.0,18.0,20441.4,1.0,1
438278.93,8.2,9.0,2.0,89.0,0.0,13.0,3878.32,0.0,1
182650.7,10.7,1.0,3.0,43.0,2.0,8.0,36986.27,0.0,0
131279.34,7.7,0.0,3.0,89.0,0.0,8.0,12534.28,0.0,0
238382.89,8.1,8.0,4.0,19.0,2.0,0.0,27382.93,0.0,0
37331.32,9.4,3.0,4.0,31.0,2.0,1.0,47833.62,1.0,0
39234.89,0.5,1.0,4.0,14.0,4.0,4.0,4620.65,0.0,0
160940.31,3.1,0.0,1.0,5.0,2.0,17.0,,0.0,0
267441.48,15.2,9.0,4.0,21.0,2.0,8.0,9534.32,1.0,1
381216.58,14.3,4.0,2.0,62.0,4.0,,41034.66,1.0,0
406254.71,8.7,8.0,1.0,50.0,4.0,18.0,48634.23,0.0,0
256960.97,1.1,2.0,1.0,73.0,4.0,8.0,40160.25,1.0,1
106599.14,3.6,7.0,3.0,45.0,0.0,0.0,47471.16,0.0,1
391678.12,7.6,9.0,4.0,40.0,0.0,19.0,15450.49,0.0,1
441340.6,16.9,8.0,1.0,48.0,3.0,11.0,46202.82,0.0,1
423199.37,8.8,4.0,3.0,22.0,2.0,8.0,17127.89,0.0,1
217941.59,14.3,1.0,3.0,2.0,1.0,6.0,3871.63,0.0,0
496932.98,7.1,8.0,4.0,69.0,0.0,0.0,2612.29,0.0,1
302958.71,18.4,5.0,3.0,73.0,3.0,11.0,23266.23,0.0,0
318942.75,16.0,5.0,1.0,16.0,0.0,6.0,15368.47,0.0,0
98287.52,16.3,1.0,4.0,83.0,4.0,13.0,38157.27,0.0,0
465151.23,19.5,7.0,1.0,62.0,3.0,17.0,37532.29,1.0,1
152407.13,18.6,8.0,4.0,27.0,1.0,6.0,43259.09,0.0,1
326973.35,13.3,6.0,3.0,72.0,2.0,5.0,33909.43,0.0,0
99721.93,11.6,3.0,1.0,47.0,1.0,11.0,2203.62,1.0,0
342080.68,1.8,6.0,1.0,63.0,0.0,9.0,45636.78,0.0,1
467026.02,11.7,3.0,3.0,79.0,2.0,6.0,11313.55,0.0,1
126431.42,16.9,9.0,3.0,10.0,1.0,16.0,1331.8,1.0,1
,12.3,3.0,4.0,0.0,0.0,8.0,42371.06,0.0,1
430369.65,16.0,5.0,3.0,71.0,3.0,8.0,18368.21,0.0,1
391882.64,3.1,4.0,4.0,58.0,2.0,13.0,5197.59,0.0,1
355804.52,1.4,1.0,1.0,55.0,4.0,15.0,21771.17,0.0,0
370526.15,14.1,8.0,1.0,64.0,2.0,16.0,34563.64,0.0,1
118452.44,17.0,0.0,,39.0,0.0,18.0,9263.3,0.0,0
104909.36,9.4,1.0,3.0,28.0,4.0,10.0,9485.21,0.0,0
474075.25,16.7,5.0,3.0,0.0,0.0,16.0,24599.64,0.0,0
146909.48,7.9,0.0,3.0,71.0,1.0,10.0,33433.89,1.0,0
433764.35,3.2,9.0,3.0,69.0,2.0,16.0,16430.24,0.0,1
279437.63,1.3,8.0,3.0,35.0,1.0,14.0,3533.85,1.0,1
402696.72,19.7,1.0,2.0,49.0,,14.0,5214.95,0.0,0
104697.21,14.6,8.0,2.0,32.0,3.0,18.0,2242.66,0.0,1
402518.08,9.7,6.0,2.0,10.0,2.0,4.0,4891.81,0.0,1
414794.54,11.0,4.0,1.0,20.0,3.0,12.0,12799.22,0.0,0
44068.04,7.7,4.0,1.0,30.0,2.0,1.0,19567.52,0.0,0
417937.82,4.8,0.0,3.0,17.0,3.0,6.0,31939.68,0.0,0
9487.13,14.7,3.0,3.0,27.0,4.0,0.0,41918.44,0.0,0
107920.89,11.6,5.0,2.0,10.0,2.0,8.0,31723.82,0.0,0
211402.49,11.6,8.0,4.0,77.0,4.0,0.0,3278.02,0.0,0
199087.41,9.4,9.0,1.0,22.0,3.0,3.0,45366.09,0.0,0
394912.53,0.6,6.0,2.0,53.0,4.0,15.0,37003.23,0.0,1
182021.57,5.5,9.0,4.0,27.0,0.0,11.0,24497.29,0.0,1
166889.43,3.6,2.0,3.0,86.0,1.0,15.0,43209.43,0.0,1
423621.35,6.1,8.0,4.0,52.0,,,31544.08,0.0,1
49272.35,17.0,3.0,4.0,43.0,3.0,6.0,44131.35,1.0,0
293121.71,19.6,6.0,1.0,63.0,0.0,18.0,33470.31,0.0,1
252878.34,7.0,7.0,2.0,44.0,4.0,3.0,3488.23,0.0,0
206970.44,17.5,4.0,1.0,41.0,1.0,5.0,6264.2,0.0,0
395466.57,4.8,1.0,4.0,84.0,,10.0,5418.68,0.0,1
371116.29,3.5,7.0,4.0,19.0,3.0,4.0,44637.26,0.0,1
284582.16,8.9,6.0,2.0,77.0,3.0,5.0,13262.49,1.0,1
25444.57,8.5,0.0,1.0,64.0,,19.0,3755.83,0.0,0
479669.01,1.4,4.0,1.0,42.0,2.0,8.0,42704.54,1.0,1
311997.94,8.2,1.0,4.0,58.0,1.0,,43343.37,0.0,0
121831.41,10.4,5.0,4.0,48.0,2.0,0.0,17017.97,1.0,0
206889.52,12.3,7.0,4.0,,1.0,18.0,43608.24,0.0,1
64177.73,3.9,9.0,2.0,54.0,0.0,0.0,32502.8,0.0,1
281876.0,6.4,0.0,2.0,67.0,3.0,2.0,39904.17,1.0,1
442959.89,9.3,2.0,3.0,71.0,1.0,2.0,26221.75,0.0,1
208418.99,5.5,7.0,3.0,85.0,0.0,3.0,24757.76,0.0,0
302540.92,8.1,6.0,1.0,30.0,0.0,18.0,26309.78,0.0,1
225422.0,,9.0,1.0,30.0,2.0,17.0,14832.1,0.0,1
376697.36,0.3,8.0,4.0,64.0,3.0,5.0,19844.91,0.0,1
62424.26,5.4,5.0,1.0,65.0,0.0,3.0,45028.25,1.0,1
456072.72,3.7,2.0,2.0,45.0,2.0,3.0,29879.38,0.0,1
307666.54,,7.0,4.0,69.0,2.0,11.0,11039.66,0.0,1
61173.02,2.9,6.0,2.0,68.0,3.0,11.0,30194.01,0.0,1
187141.24,18.4,7.0,3.0,39.0,3.0,18.0,24245.31,1.0,1
216742.32,0.1,3.0,1.0,0.0,0.0,9.0,45638.81,0.0,0
423793.22,2.9,0.0,4.0,0.0,1.0,10.0,43130.67,1.0,1
417686.87,10.3,5.0,3.0,21.0,2.0,0.0,20134.29,1.0,1
173192.96,19.4,0.0,3.0,16.0,2.0,14.0,10493.07,1.0,0
390105.82,2.3,2.0,2.0,27.0,3.0,4.0,12507.63,1.0,0
215332.63,11.1,9.0,4.0,85.0,1.0,13.0,39604.08,0.0,1
462498.72,2.7,6.0,4.0,37.0,3.0,19.0,18850.08,0.0,0
90799.11,19.6,9.0,3.0,64.0,2.0,1.0,5565.75,0.0,0
63175.39,7.9,8.0,3.0,62.0,0.0,4.0,44650.46,0.0,0
348969.91,0.8,3.0,2.0,0.0,2.0,4.0,9101.82,0.0,0
185718.74,6.4,8.0,3.0,83.0,4.0,0.0,38722.49,0.0,1
