age,years_at_company,performance_score,training_hours,awards_won,avg_review_score,num_reports,dept_kpi_score,prev_promoted,promoted
44.0,13.0,89.5,98.0,3.0,88.3,8.0,3.0,0.0,0
,20.0,88.3,78.0,1.0,85.7,6.0,3.7,0.0,0
51.0,5.0,56.5,4.0,2.0,54.0,1.0,2.8,0.0,0
45.0,4.0,73.5,82.0,2.0,91.2,8.0,9.0,1.0,1
30.0,13.0,75.4,23.0,1.0,59.1,3.0,5.6,0.0,1
56.0,9.0,86.4,55.0,2.0,79.2,4.0,6.7,0.0,1
35.0,20.0,52.9,12.0,4.0,86.3,8.0,6.8,0.0,1
40.0,14.0,92.7,63.0,3.0,72.1,3.0,20.0,0.0,1
28.0,4.0,98.8,77.0,4.0,83.0,4.0,4.6,0.0,1
41.0,14.0,78.7,36.0,3.0,75.0,3.0,1.5,0.0,1
,2.0,68.7,35.0,4.0,78.8,4.0,8.8,1.0,1
39.0,17.0,60.0,84.0,4.0,,8.0,5.4,0.0,1
57.0,9.0,74.5,64.0,1.0,86.8,9.0,3.4,0.0,1
40.0,10.0,91.5,54.0,1.0,49.1,1.0,9.2,1.0,1
58.0,8.0,93.0,98.0,1.0,50.1,3.0,5.3,1.0,1
54.0,15.0,86.4,93.0,2.0,92.5,5.0,7.6,0.0,1
32.0,4.0,60.7,40.0,4.0,41.0,3.0,5.9,0.0,1
44.0,20.0,71.7,26.0,0.0,41.8,1.0,8.5,1.0,0
24.0,2.0,59.6,48.0,0.0,44.1,9.0,4.3,0.0,0
58.0,9.0,76.9,67.0,0.0,80.5,8.0,,0.0,0
53.0,19.0,75.5,55.0,0.0,86.9,,2.3,1.0,0
50.0,20.0,76.7,73.0,0.0,87.4,6.0,7.3,0.0,1
53.0,15.0,61.2,75.0,1.0,48.7,6.0,4.1,1.0,0
23.0,5.0,,69.0,0.0,58.1,4.0,7.3,1.0,0
35.0,1.0,81.0,59.0,1.0,82.5,3.0,,0.0,0
54.0,9.0,68.1,83.0,0.0,44.3,,2.1,0.0,0
32.0,13.0,86.8,,4.0,58.3,9.0,1.4,0.0,1
44.0,14.0,62.3,76.0,1.0,58.4,6.0,7.7,0.0,0
26.0,8.0,51.0,44.0,2.0,66.6,2.0,7.9,1.0,0
22.0,17.0,54.0,71.0,2.0,83.4,2.0,10.0,0.0,1
33.0,23.0,75.3,52.0,1.0,80.4,4.0,5.6,0.0,1
26.0,4.0,63.6,71.0,2.0,61.3,2.0,7.3,0.0,0
24.0,24.0,61.0,46.0,4.0,96.8,0.0,9.0,0.0,1
57.0,21.0,72.6,17.0,0.0,93.2,6.0,1.8,1.0,0
47.0,8.0,66.2,80.0,3.0,68.2,3.0,6.9,0.0,1
35.0,20.0,69.5,32.0,0.0,49.4,7.0,1.1,0.0,0
49.0,4.0,57.8,66.0,4.0,98.1,1.0,4.2,0.0,0
49.0,23.0,95.6,19.0,1.0,55.4,9.0,4.1,0.0,1
23.0,3.0,80.1,20.0,0.0,96.3,2.0,9.9,1.0,0
55.0,,54.7,58.0,4.0,66.8,7.0,9.3,0.0,0
51.0,20.0,96.6,85.0,,53.9,2.0,6.6,1.0,1
39.0,22.0,68.8,44.0,0.0,80.3,,8.0,0.0,1
26.0,21.0,88.7,93.0,0.0,88.9,0.0,7.8,1.0,0
39.0,12.0,51.7,90.0,4.0,66.4,6.0,5.2,0.0,1
31.0,13.0,85.1,51.0,3.0,75.7,0.0,4.7,1.0,0
,21.0,64.6,18.0,1.0,55.1,3.0,5.3,0.0,0
23.0,6.0,55.4,68.0,1.0,84.4,9.0,8.6,0.0,1
51.0,5.0,59.7,35.0,2.0,54.1,0.0,4.7,1.0,0
50.0,22.0,82.7,96.0,2.0,52.8,7.0,7.0,1.0,1
48.0,13.0,71.3,93.0,4.0,93.1,1.0,7.6,1.0,1
43.0,9.0,85.4,20.0,0.0,94.0,2.0,4.8,0.0,0
28.0,10.0,94.7,73.0,2.0,51.2,5.0,9.8,0.0,1
58.0,24.0,74.4,36.0,0.0,,6.0,9.2,0.0,1
26.0,22.0,87.7,15.0,1.0,50.8,1.0,1.9,0.0,1
44.0,13.0,58.8,3.0,2.0,73.0,0.0,5.9,0.0,0
37.0,16.0,98.3,5.0,1.0,81.7,3.0,9.2,0.0,1
29.0,19.0,87.4,86.0,0.0,85.8,6.0,7.3,0.0,1
50.0,14.0,60.3,45.0,1.0,65.1,,7.4,0.0,0
27.0,19.0,94.6,37.0,0.0,80.3,3.0,2.7,1.0,0
34.0,9.0,93.2,74.0,3.0,73.5,4.0,5.6,0.0,1
47.0,8.0,74.8,14.0,0.0,65.3,,5.0,0.0,0
39.0,18.0,,50.0,4.0,90.9,7.0,8.5,0.0,1
47.0,4.0,50.6,95.0,2.0,83.1,1.0,5.4,1.0,0
41.0,1.0,61.6,14.0,1.0,88.8,1.0,4.9,0.0,0
32.0,24.0,83.6,,2.0,64.6,,7.3,0.0,1
48.0,10.0,92.9,65.0,3.0,44.0,2.0,7.3,1.0,0
36.0,5.0,86.8,85.0,4.0,74.1,2.0,8.3,0.0,0
56.0,10.0,99.7,74.0,1.0,51.5,9.0,8.0,0.0,0
27.0,6.0,61.0,31.0,2.0,52.6,6.0,9.0,0.0,0
59.0,7.0,62.6,60.0,2.0,96.0,8.0,9.2,1.0,1
57.0,12.0,96.1,6.0,4.0,63.6,0.0,3.2,0.0,1
53.0,12.0,82.9,66.0,1.0,92.0,7.0,6.2,0.0,0
23.0,14.0,91.4,84.0,1.0,88.1,7.0,6.2,1.0,1
59.0,8.0,59.8,27.0,3.0,68.7,2.0,6.1,1.0,0
34.0,5.0,57.2,7.0,2.0,87.8,2.0,1.3,0.0,0
56.0,8.0,93.7,3.0,3.0,62.1,3.0,4.2,0.0,0
42.0,20.0,62.5,75.0,3.0,47.4,1.0,3.8,1.0,0
27.0,18.0,79.9,97.0,4.0,84.1,7.0,9.2,,1
45.0,5.0,73.0,14.0,2.0,44.4,8.0,6.9,0.0,0
45.0,,55.2,,1.0,60.9,8.0,4.1,0.0,0
57.0,11.0,76.3,82.0,2.0,94.3,3.0,4.9,0.0,0
49.0,13.0,53.8,28.0,1.0,78.7,0.0,2.2,0.0,0
57.0,23.0,64.9,78.0,0.0,74.3,7.0,1.6,0.0,0
43.0,23.0,52.8,28.0,4.0,58.0,3.0,3.8,0.0,1
55.0,8.0,67.1,79.0,2.0,59.3,2.0,6.3,0.0,0
55.0,15.0,92.5,87.0,0.0,79.2,3.0,6.8,1.0,0
57.0,6.0,96.6,39.0,0.0,54.0,8.0,8.7,0.0,1
55.0,14.0,67.1,,1.0,78.1,6.0,9.5,0.0,0
28.0,,55.7,90.0,4.0,79.2,1.0,,0.0,1
33.0,17.0,80.4,64.0,1.0,51.0,8.0,9.8,0.0,1
44.0,18.0,69.1,32.0,1.0,92.5,8.0,3.0,0.0,1
41.0,13.0,72.4,62.0,4.0,55.7,4.0,1.8,0.0,1
28.0,5.0,68.8,99.0,2.0,68.8,5.0,4.1,0.0,0
28.0,2.0,86.0,67.0,1.0,52.9,9.0,2.7,1.0,1
30.0,13.0,57.2,20.0,1.0,63.4,1.0,8.7,0.0,0
29.0,17.0,81.6,66.0,2.0,40.4,0.0,7.0,1.0,1
51.0,14.0,91.9,77.0,2.0,70.7,6.0,9.3,0.0,1
41.0,14.0,85.3,85.0,0.0,53.6,0.0,3.3,0.0,0
59.0,14.0,66.6,63.0,2.0,86.3,0.0,3.7,0.0,1
,10.0,83.7,0.0,2.0,69.0,0.0,5.1,0.0,0
35.0,7.0,54.5,80.0,3.0,93.0,6.0,4.1,0.0,1
48.0,6.0,62.4,82.0,1.0,76.7,8.0,8.8,0.0,0
47.0,7.0,51.3,5.0,4.0,67.2,2.0,3.6,0.0,0
22.0,4.0,84.2,11.0,1.0,53.7,5.0,8.2,,0
47.0,20.0,95.6,14.0,0.0,66.8,2.0,,1.0,1
24.0,11.0,61.1,95.0,3.0,42.1,9.0,5.9,0.0,1
35.0,5.0,55.1,55.0,0.0,76.4,6.0,5.5,0.0,0
46.0,16.0,66.9,2.0,1.0,61.5,0.0,8.3,0.0,0
24.0,14.0,99.2,32.0,1.0,44.7,9.0,7.4,0.0,1
40.0,14.0,76.2,18.0,4.0,78.3,3.0,4.0,,1
53.0,3.0,96.6,80.0,3.0,43.7,1.0,3.6,1.0,0
25.0,17.0,70.0,4.0,4.0,74.7,5.0,7.3,0.0,0
51.0,11.0,99.1,55.0,4.0,72.3,4.0,1.4,1.0,1
22.0,22.0,84.2,62.0,2.0,80.9,9.0,3.5,0.0,1
40.0,19.0,69.5,85.0,1.0,43.9,5.0,5.3,1.0,0
53.0,1.0,52.9,14.0,0.0,44.9,0.0,2.3,1.0,0
42.0,15.0,88.7,0.0,2.0,96.2,6.0,6.5,1.0,1
30.0,11.0,95.3,22.0,0.0,55.3,8.0,8.4,0.0,0
52.0,21.0,95.7,80.0,0.0,55.0,5.0,3.1,0.0,0
41.0,24.0,62.7,60.0,2.0,98.2,0.0,3.9,0.0,1
44.0,5.0,59.9,62.0,1.0,50.4,8.0,1.3,1.0,0
26.0,11.0,53.2,55.0,3.0,70.5,4.0,4.4,0.0,0
23.0,3.0,77.3,79.0,0.0,40.8,9.0,9.0,0.0,0
55.0,7.0,92.3,4.0,3.0,72.4,9.0,6.7,1.0,1
48.0,13.0,81.2,7.0,4.0,78.7,4.0,2.1,0.0,0
32.0,4.0,52.1,83.0,2.0,81.5,2.0,7.9,0.0,0
35.0,16.0,56.2,58.0,2.0,70.9,0.0,6.8,1.0,1
40.0,11.0,79.1,64.0,1.0,66.6,7.0,5.4,0.0,1
26.0,10.0,76.8,26.0,4.0,53.1,0.0,8.6,0.0,1
40.0,4.0,96.0,98.0,0.0,92.5,2.0,7.8,0.0,0
58.0,22.0,69.7,21.0,1.0,99.4,1.0,5.8,1.0,1
38.0,15.0,62.8,27.0,4.0,90.0,7.0,4.0,0.0,1
22.0,10.0,56.7,45.0,4.0,55.9,1.0,4.6,0.0,0
47.0,22.0,59.5,47.0,1.0,60.5,8.0,9.8,0.0,1
39.0,12.0,66.8,3.0,3.0,48.8,4.0,4.2,0.0,0
23.0,9.0,74.1,49.0,0.0,51.0,3.0,8.9,1.0,0
50.0,2.0,79.5,89.0,2.0,69.5,5.0,9.2,0.0,0
30.0,5.0,54.4,38.0,4.0,74.2,1.0,4.4,0.0,0
51.0,15.0,56.3,77.0,3.0,83.4,0.0,7.9,0.0,0
58.0,18.0,86.2,65.0,3.0,73.5,9.0,7.3,0.0,1
38.0,19.0,86.1,21.0,0.0,87.1,1.0,2.1,1.0,1
42.0,6.0,52.3,76.0,4.0,82.7,0.0,1.4,0.0,0
35.0,5.0,87.0,41.0,3.0,65.7,6.0,5.3,0.0,1
56.0,21.0,59.6,86.0,1.0,42.0,6.0,7.3,0.0,0
54.0,10.0,83.0,44.0,1.0,87.2,8.0,8.7,1.0,0
26.0,12.0,90.4,40.0,3.0,86.5,4.0,8.1,1.0,1
28.0,23.0,96.1,70.0,0.0,98.2,3.0,9.6,0.0,1
49.0,5.0,76.6,14.0,1.0,64.0,2.0,8.0,0.0,0
43.0,8.0,79.9,31.0,4.0,57.9,4.0,3.6,0.0,1
28.0,16.0,69.9,53.0,3.0,62.9,1.0,9.3,0.0,1
29.0,2.0,61.2,,2.0,41.0,2.0,4.6,1.0,0
35.0,5.0,89.7,63.0,,57.3,4.0,9.3,0.0,0
58.0,17.0,57.2,54.0,3.0,54.1,1.0,5.9,0.0,0
50.0,9.0,97.6,41.0,2.0,59.3,4.0,1.0,1.0,1
23.0,12.0,55.3,11.0,,58.7,4.0,3.0,1.0,0
44.0,12.0,68.7,6.0,0.0,58.4,0.0,1.6,1.0,0
31.0,22.0,99.9,29.0,2.0,47.8,0.0,4.0,0.0,0
57.0,16.0,51.3,3.0,0.0,92.0,5.0,3.8,1.0,0
50.0,16.0,69.4,9.0,1.0,57.6,0.0,4.0,0.0,0
57.0,14.0,97.3,91.0,1.0,52.4,2.0,3.7,0.0,0
40.0,5.0,67.0,60.0,1.0,41.7,6.0,8.8,1.0,0
33.0,22.0,94.9,77.0,3.0,,5.0,5.4,0.0,1
31.0,1.0,80.4,60.0,1.0,83.5,8.0,3.4,1.0,1
30.0,8.0,99.2,36.0,0.0,68.3,8.0,8.4,0.0,1
47.0,14.0,93.1,11.0,3.0,43.5,7.0,5.9,0.0,1
32.0,9.0,56.4,78.0,3.0,85.4,2.0,5.1,0.0,1
47.0,23.0,64.3,5.0,2.0,47.8,7.0,8.7,0.0,0
32.0,24.0,71.0,6.0,2.0,41.4,5.0,9.4,0.0,0
31.0,3.0,58.8,97.0,1.0,83.5,2.0,1.7,1.0,1
22.0,20.0,81.6,12.0,3.0,64.4,5.0,6.5,0.0,0
41.0,14.0,92.7,96.0,0.0,50.4,9.0,6.8,0.0,1
43.0,18.0,89.3,1.0,4.0,79.1,2.0,1.9,1.0,1
28.0,5.0,99.2,23.0,0.0,68.7,8.0,1.1,,0
56.0,8.0,99.3,41.0,0.0,68.6,,3.7,1.0,1
26.0,22.0,57.3,13.0,3.0,88.8,3.0,2.2,0.0,0
33.0,19.0,98.1,73.0,0.0,79.1,9.0,4.8,0.0,1
56.0,7.0,87.6,23.0,1.0,73.8,4.0,8.1,0.0,0
42.0,13.0,63.9,41.0,2.0,50.3,9.0,10.0,0.0,0
49.0,2.0,67.6,93.0,3.0,74.3,8.0,1.7,0.0,0
38.0,23.0,93.0,41.0,3.0,50.9,2.0,4.0,0.0,1
45.0,17.0,81.1,58.0,1.0,64.6,0.0,1.8,0.0,1
55.0,9.0,77.1,64.0,4.0,64.3,6.0,2.4,0.0,1
,1.0,53.6,7.0,2.0,76.1,1.0,9.4,0.0,0
34.0,13.0,60.4,29.0,0.0,55.1,5.0,7.1,0.0,0
38.0,11.0,92.2,24.0,4.0,54.8,5.0,4.7,0.0,1
34.0,15.0,93.0,98.0,0.0,48.7,6.0,3.5,0.0,1
59.0,9.0,73.7,54.0,2.0,66.6,2.0,4.4,1.0,0
22.0,24.0,97.1,79.0,3.0,76.2,8.0,6.3,1.0,1
32.0,11.0,77.6,99.0,0.0,44.6,9.0,7.7,0.0,0
58.0,14.0,54.9,27.0,1.0,94.9,2.0,9.0,0.0,0
47.0,6.0,56.0,3.0,0.0,80.3,3.0,2.3,0.0,0
39.0,15.0,65.4,,1.0,43.3,4.0,,0.0,0
40.0,,74.2,48.0,3.0,47.9,1.0,2.5,0.0,1
34.0,1.0,83.0,26.0,4.0,56.5,9.0,2.7,0.0,0
56.0,,93.6,98.0,2.0,83.6,3.0,7.6,0.0,1
48.0,11.0,64.0,10.0,2.0,87.7,8.0,,1.0,1
40.0,17.0,83.4,96.0,0.0,59.1,9.0,3.0,1.0,1
41.0,1.0,57.0,77.0,3.0,95.8,0.0,2.8,0.0,0
59.0,20.0,57.5,79.0,2.0,73.1,0.0,4.7,1.0,0
34.0,10.0,73.7,70.0,2.0,98.8,0.0,4.4,0.0,1
31.0,20.0,86.9,62.0,4.0,77.8,1.0,2.9,0.0,1
35.0,15.0,82.7,70.0,0.0,84.6,1.0,2.7,0.0,1
37.0,7.0,56.1,84.0,0.0,53.4,2.0,6.2,0.0,0
36.0,13.0,86.3,98.0,0.0,97.4,2.0,2.5,0.0,1
50.0,3.0,67.3,32.0,1.0,47.5,4.0,2.0,0.0,0
49.0,24.0,82.5,1.0,4.0,61.6,0.0,6.0,0.0,1
34.0,2.0,,10.0,1.0,53.3,8.0,6.7,0.0,0
44.0,3.0,99.2,41.0,2.0,72.2,3.0,2.4,0.0,0
46.0,23.0,70.6,45.0,0.0,84.6,2.0,8.4,0.0,0
51.0,17.0,97.6,62.0,4.0,94.7,3.0,5.4,0.0,1
50.0,5.0,55.7,15.0,0.0,47.4,4.0,6.3,1.0,0
54.0,10.0,66.7,30.0,0.0,55.4,9.0,7.3,0.0,0
39.0,18.0,98.1,16.0,1.0,46.9,7.0,3.4,0.0,1
29.0,9.0,82.3,9.0,1.0,99.2,4.0,7.7,0.0,0
29.0,19.0,61.4,63.0,3.0,80.7,2.0,1.9,0.0,0
36.0,21.0,75.0,22.0,3.0,75.7,8.0,4.4,0.0,1
41.0,,68.9,2.0,0.0,68.1,5.0,7.9,0.0,1
24.0,19.0,62.2,15.0,4.0,71.4,8.0,3.7,0.0,1
32.0,24.0,89.1,95.0,0.0,87.4,7.0,7.0,0.0,1
43.0,17.0,94.0,15.0,4.0,99.0,7.0,9.0,0.0,1
26.0,15.0,61.7,4.0,1.0,49.7,5.0,3.7,0.0,0
23.0,3.0,63.5,51.0,1.0,99.9,4.0,7.5,0.0,0
25.0,15.0,61.2,99.0,1.0,97.1,,2.9,0.0,1
25.0,6.0,54.7,0.0,,68.4,1.0,3.4,0.0,0
36.0,5.0,98.9,54.0,1.0,44.1,1.0,3.2,0.0,0
51.0,3.0,52.7,17.0,1.0,64.0,8.0,5.4,1.0,0
33.0,17.0,76.1,66.0,1.0,40.6,6.0,5.1,0.0,0
45.0,5.0,87.7,,,97.9,1.0,3.3,0.0,0
35.0,9.0,97.5,55.0,0.0,58.9,0.0,,0.0,0
25.0,13.0,97.9,1.0,0.0,97.4,5.0,1.4,0.0,0
42.0,16.0,62.8,84.0,2.0,76.7,8.0,6.3,0.0,1
41.0,12.0,80.6,42.0,1.0,44.8,7.0,5.6,0.0,0
41.0,3.0,98.5,75.0,2.0,95.2,0.0,3.5,0.0,1
30.0,21.0,67.6,61.0,2.0,86.7,4.0,4.1,0.0,1
48.0,9.0,80.5,48.0,1.0,84.9,3.0,2.9,0.0,1
49.0,22.0,55.4,29.0,1.0,73.9,0.0,6.7,0.0,0
32.0,17.0,71.9,22.0,1.0,79.7,3.0,4.9,0.0,0
40.0,3.0,64.0,31.0,4.0,70.4,0.0,1.1,1.0,1
37.0,20.0,66.6,66.0,3.0,43.9,7.0,1.4,0.0,1
25.0,24.0,71.4,16.0,,77.8,7.0,4.7,,0
31.0,23.0,98.8,11.0,4.0,44.7,4.0,7.8,0.0,1
32.0,16.0,74.2,46.0,1.0,97.8,2.0,5.1,1.0,1
38.0,19.0,92.9,85.0,0.0,40.2,6.0,8.7,0.0,0
46.0,11.0,80.3,37.0,4.0,69.2,4.0,2.5,1.0,0
34.0,7.0,67.8,59.0,0.0,97.1,1.0,2.9,1.0,0
52.0,14.0,77.7,86.0,2.0,96.4,2.0,1.7,0.0,0
42.0,16.0,99.2,99.0,1.0,84.4,4.0,1.4,1.0,1
26.0,5.0,91.5,19.0,1.0,76.6,1.0,1.7,0.0,0
56.0,9.0,72.5,98.0,1.0,45.2,4.0,6.7,0.0,0
53.0,9.0,79.6,95.0,4.0,84.3,6.0,1.3,0.0,1
51.0,17.0,58.0,26.0,2.0,46.9,9.0,8.0,0.0,0
37.0,21.0,94.0,68.0,4.0,60.0,9.0,3.7,0.0,1
57.0,5.0,50.1,49.0,1.0,59.7,6.0,9.9,0.0,0
48.0,23.0,64.0,78.0,3.0,50.8,5.0,6.4,0.0,1
44.0,11.0,52.0,,1.0,48.6,9.0,4.7,1.0,1
53.0,17.0,73.0,19.0,4.0,54.1,4.0,6.1,1.0,1
50.0,18.0,75.0,86.0,4.0,50.3,4.0,1.8,0.0,1
36.0,23.0,82.7,44.0,2.0,73.5,0.0,7.7,0.0,1
57.0,3.0,72.3,64.0,3.0,54.5,2.0,8.0,0.0,0
42.0,6.0,82.0,28.0,4.0,46.0,7.0,8.8,0.0,0
34.0,13.0,93.8,21.0,4.0,87.4,5.0,3.6,0.0,1
50.0,18.0,80.5,37.0,2.0,73.7,9.0,6.9,0.0,0
49.0,22.0,82.0,88.0,1.0,79.8,5.0,6.7,0.0,1
41.0,22.0,62.9,72.0,2.0,56.1,9.0,8.8,0.0,0
56.0,11.0,67.8,,0.0,88.0,8.0,7.8,0.0,0
54.0,11.0,94.9,2.0,3.0,74.0,6.0,7.3,1.0,1
32.0,14.0,71.3,59.0,4.0,62.1,9.0,4.4,0.0,1
34.0,20.0,88.2,87.0,1.0,57.0,1.0,9.7,1.0,1
26.0,11.0,60.0,76.0,1.0,53.2,0.0,3.0,1.0,0
30.0,10.0,56.2,42.0,1.0,93.8,7.0,3.5,0.0,0
35.0,24.0,79.3,96.0,,85.1,1.0,10.0,1.0,1
33.0,7.0,94.5,37.0,0.0,63.7,8.0,6.6,0.0,0
52.0,12.0,98.9,35.0,1.0,86.5,0.0,3.8,0.0,1
59.0,22.0,94.6,86.0,1.0,61.0,7.0,9.2,0.0,1
57.0,5.0,80.2,20.0,0.0,83.1,9.0,3.0,0.0,0
53.0,21.0,79.8,20.0,1.0,61.5,3.0,6.5,1.0,0
39.0,21.0,59.8,76.0,3.0,,0.0,7.0,1.0,1
42.0,22.0,67.3,88.0,2.0,93.9,6.0,1.4,1.0,1
40.0,15.0,94.6,6.0,4.0,52.7,7.0,8.3,0.0,1
34.0,13.0,64.9,78.0,1.0,86.1,9.0,2.9,0.0,0
53.0,1.0,86.5,28.0,4.0,98.4,9.0,5.1,0.0,1
32.0,17.0,71.7,41.0,0.0,68.8,6.0,2.3,0.0,0
26.0,3.0,65.6,42.0,1.0,89.6,5.0,2.8,1.0,0
31.0,5.0,62.8,87.0,1.0,91.5,4.0,7.3,0.0,0
33.0,3.0,64.6,44.0,0.0,70.8,4.0,4.6,0.0,0
34.0,6.0,87.7,84.0,3.0,70.5,8.0,7.7,0.0,1
52.0,4.0,66.9,28.0,0.0,61.6,6.0,7.8,0.0,0
45.0,19.0,95.1,42.0,1.0,53.3,5.0,6.6,0.0,0
34.0,12.0,63.1,62.0,2.0,67.1,5.0,1.5,1.0,0
42.0,17.0,53.6,71.0,4.0,54.6,3.0,7.2,1.0,1
33.0,7.0,84.9,22.0,0.0,51.6,3.0,6.0,0.0,0
50.0,22.0,,20.0,1.0,73.5,5.0,3.9,0.0,0
35.0,9.0,57.5,62.0,1.0,72.1,0.0,5.9,0.0,0
34.0,1.0,94.4,,1.0,79.1,2.0,6.3,0.0,0
37.0,4.0,95.7,70.0,2.0,78.9,0.0,9.9,0.0,1
42.0,4.0,60.0,8.0,2.0,46.9,7.0,2.1,0.0,0
53.0,12.0,73.3,93.0,3.0,61.0,7.0,5.9,0.0,0
56.0,13.0,57.7,28.0,3.0,60.4,9.0,7.4,0.0,0
42.0,3.0,66.5,84.0,3.0,74.0,5.0,5.9,1.0,0
44.0,7.0,80.4,42.0,2.0,,1.0,7.3,1.0,1
23.0,22.0,68.8,48.0,2.0,65.5,3.0,3.7,0.0,1
52.0,4.0,69.9,65.0,3.0,76.6,3.0,6.5,0.0,0
42.0,14.0,82.2,33.0,3.0,97.0,7.0,6.3,0.0,1
26.0,3.0,78.9,28.0,2.0,71.1,1.0,1.2,0.0,0
45.0,11.0,69.9,95.0,2.0,72.6,7.0,7.6,0.0,1
55.0,4.0,65.3,24.0,1.0,63.2,1.0,8.9,0.0,0
41.0,4.0,80.2,53.0,2.0,84.9,5.0,7.7,0.0,1
37.0,7.0,52.6,47.0,1.0,72.3,1.0,2.4,0.0,0
40.0,20.0,68.3,77.0,2.0,41.4,4.0,9.2,1.0,1
29.0,15.0,91.1,71.0,2.0,47.9,9.0,5.4,1.0,1
43.0,10.0,53.1,84.0,4.0,46.0,3.0,1.6,0.0,0
33.0,14.0,53.1,90.0,2.0,54.5,0.0,4.4,1.0,0
26.0,10.0,70.5,38.0,0.0,49.9,8.0,9.5,1.0,0
37.0,1.0,91.0,25.0,0.0,92.9,4.0,9.5,0.0,0
56.0,8.0,90.5,10.0,2.0,70.5,2.0,1.1,0.0,0
24.0,15.0,69.8,0.0,2.0,97.0,9.0,8.9,0.0,0
35.0,5.0,54.5,87.0,0.0,90.2,9.0,3.6,0.0,1
33.0,17.0,59.4,98.0,4.0,84.1,8.0,5.0,0.0,1
56.0,7.0,55.8,51.0,1.0,82.6,6.0,2.3,0.0,0
27.0,7.0,54.6,76.0,0.0,69.0,9.0,8.4,0.0,0
51.0,7.0,79.3,0.0,0.0,75.2,8.0,1.9,1.0,0
48.0,24.0,74.8,9.0,0.0,48.1,6.0,6.4,1.0,0
23.0,3.0,81.7,9.0,0.0,54.7,1.0,7.8,0.0,0
,1.0,99.9,30.0,0.0,53.6,7.0,1.7,0.0,0
57.0,12.0,88.1,92.0,0.0,76.5,1.0,7.1,0.0,0
49.0,8.0,87.4,37.0,3.0,51.1,7.0,9.0,0.0,1
39.0,23.0,93.4,17.0,2.0,96.7,5.0,7.9,0.0,1
51.0,6.0,85.2,47.0,1.0,85.8,8.0,1.6,0.0,1
52.0,1.0,62.0,57.0,1.0,83.4,6.0,2.6,0.0,0
35.0,11.0,59.0,23.0,3.0,61.1,8.0,4.1,0.0,0
47.0,,,57.0,3.0,64.6,6.0,2.5,1.0,0
24.0,15.0,72.0,37.0,2.0,95.2,0.0,7.0,,1
26.0,17.0,65.6,72.0,4.0,89.9,6.0,2.1,0.0,0
36.0,1.0,79.1,77.0,1.0,98.2,5.0,7.3,1.0,0
59.0,10.0,,96.0,3.0,63.2,8.0,9.6,0.0,1
52.0,10.0,54.7,71.0,0.0,40.2,1.0,6.7,1.0,0
33.0,13.0,79.8,55.0,3.0,72.5,0.0,5.7,1.0,1
30.0,13.0,55.3,57.0,4.0,50.1,4.0,6.6,0.0,0
23.0,21.0,95.3,50.0,2.0,71.2,5.0,7.4,1.0,1
45.0,13.0,92.6,6.0,0.0,64.7,2.0,4.8,0.0,0
42.0,10.0,54.6,37.0,2.0,58.1,6.0,2.1,0.0,0
38.0,9.0,65.7,26.0,,61.7,2.0,7.7,0.0,0
58.0,18.0,50.9,13.0,0.0,70.6,1.0,6.0,0.0,0
24.0,9.0,62.0,,2.0,66.3,4.0,1.7,0.0,1
25.0,1.0,51.0,32.0,0.0,99.9,2.0,8.3,0.0,0
51.0,18.0,94.8,85.0,3.0,90.3,5.0,,0.0,1
48.0,2.0,59.3,3.0,4.0,77.2,6.0,4.7,,0
53.0,2.0,83.0,77.0,1.0,72.3,4.0,5.8,0.0,0
55.0,6.0,90.9,46.0,0.0,89.6,8.0,8.8,1.0,1
24.0,2.0,90.3,79.0,4.0,57.9,9.0,7.0,1.0,1
38.0,22.0,95.5,16.0,4.0,52.4,6.0,3.0,1.0,1
44.0,11.0,91.6,63.0,0.0,74.8,5.0,2.5,1.0,1
42.0,24.0,57.4,51.0,1.0,80.5,7.0,4.2,1.0,1
25.0,5.0,51.7,80.0,1.0,89.2,8.0,8.7,1.0,0
39.0,12.0,76.0,27.0,3.0,54.5,8.0,9.5,0.0,1
40.0,18.0,72.7,47.0,0.0,71.2,2.0,1.6,0.0,1
43.0,16.0,52.5,20.0,4.0,86.2,0.0,7.2,1.0,1
40.0,6.0,98.5,90.0,3.0,79.8,6.0,6.7,0.0,1
44.0,5.0,61.8,33.0,0.0,46.5,0.0,4.1,0.0,0
55.0,15.0,83.8,68.0,0.0,88.4,2.0,7.9,0.0,0
30.0,7.0,50.1,87.0,2.0,48.5,4.0,4.8,0.0,0
45.0,8.0,82.7,10.0,4.0,89.2,4.0,4.4,0.0,1
29.0,14.0,95.0,6.0,1.0,48.0,6.0,7.5,0.0,0
40.0,24.0,87.5,98.0,2.0,89.2,6.0,2.4,0.0,0
46.0,4.0,58.9,99.0,4.0,75.1,6.0,5.7,0.0,0
50.0,1.0,56.4,35.0,3.0,64.7,7.0,7.4,0.0,0
59.0,16.0,84.0,79.0,3.0,50.7,9.0,2.4,0.0,0
25.0,15.0,58.8,42.0,0.0,92.8,4.0,3.1,0.0,0
25.0,10.0,72.5,26.0,2.0,61.2,5.0,3.4,0.0,0
36.0,15.0,52.0,26.0,1.0,70.2,0.0,1.3,1.0,1
27.0,13.0,50.2,11.0,0.0,76.5,6.0,5.8,0.0,0
48.0,18.0,83.1,70.0,3.0,53.7,5.0,3.5,0.0,1
