study_hours_per_day,attendance_percent,previous_score,sleep_hours,assignments_done,has_tuition,parent_education,motivation_score,internet_hours,passed
8.5,77.1,48.5,8.4,13.0,,1.0,9.4,4.9,1
7.5,35.9,68.7,5.0,19.0,1.0,2.0,1.8,6.2,1
9.5,56.5,75.8,7.5,4.0,1.0,2.0,9.7,7.4,1
7.9,35.8,45.9,6.7,15.0,0.0,0.0,3.7,0.2,1
9.5,84.9,60.0,6.4,15.0,1.0,2.0,3.5,7.8,1
8.9,96.5,25.3,9.6,6.0,0.0,0.0,1.3,,0
9.1,33.0,91.9,4.7,11.0,1.0,2.0,8.4,6.3,1
1.8,38.6,48.8,5.1,3.0,0.0,2.0,9.6,1.1,0
0.6,54.3,71.8,4.7,15.0,0.0,0.0,5.6,2.6,0
0.3,38.4,34.0,9.2,13.0,0.0,0.0,5.9,3.2,0
7.7,34.8,72.5,,2.0,1.0,1.0,5.7,7.3,1
3.3,69.5,93.8,4.2,7.0,0.0,0.0,7.7,5.1,1
7.2,58.8,70.3,4.4,14.0,0.0,0.0,6.5,,1
6.0,65.7,81.2,4.3,10.0,1.0,1.0,5.7,6.4,1
0.4,93.5,47.1,5.8,15.0,0.0,0.0,2.6,0.6,0
0.3,99.2,62.8,4.2,16.0,0.0,0.0,7.0,2.5,0
7.5,93.4,81.0,9.2,6.0,1.0,0.0,8.4,2.6,1
7.9,45.8,44.2,7.2,18.0,0.0,2.0,5.6,5.5,1
6.9,99.9,77.2,7.1,5.0,0.0,0.0,1.2,6.7,1
0.8,95.8,72.9,4.2,10.0,0.0,0.0,3.4,2.5,0
2.1,98.0,46.8,5.8,2.0,0.0,2.0,6.7,6.2,0
9.4,78.1,83.0,5.1,11.0,1.0,1.0,5.3,2.9,1
2.6,90.4,47.9,7.7,5.0,0.0,1.0,8.6,2.4,0
2.1,51.6,79.3,9.0,5.0,0.0,2.0,8.7,3.3,1
3.4,59.5,78.9,,12.0,0.0,2.0,8.0,7.1,1
2.7,68.4,93.8,7.8,1.0,1.0,1.0,4.0,2.2,1
1.8,91.8,38.6,6.9,5.0,1.0,2.0,9.4,2.3,0
,84.7,62.3,5.4,2.0,0.0,0.0,6.5,2.6,1
0.3,59.0,86.1,4.2,0.0,1.0,2.0,8.7,6.1,0
3.1,36.5,59.6,4.8,16.0,1.0,0.0,3.6,4.5,0
5.2,48.3,56.2,5.1,6.0,0.0,0.0,7.1,2.9,0
3.7,99.4,71.4,9.3,6.0,0.0,2.0,9.2,5.0,1
1.9,70.9,23.4,6.1,8.0,0.0,2.0,4.9,0.6,0
2.0,30.5,71.1,5.4,,1.0,1.0,1.9,1.3,0
6.0,39.6,42.5,9.9,7.0,1.0,2.0,8.9,3.6,1
5.1,35.5,50.2,7.6,3.0,1.0,1.0,1.0,7.0,0
2.1,72.2,34.9,5.8,0.0,0.0,2.0,6.2,7.6,0
0.9,32.3,38.6,5.1,17.0,1.0,2.0,8.5,4.5,0
9.7,74.7,20.5,7.2,2.0,1.0,0.0,1.7,0.1,1
,44.1,81.7,6.9,17.0,1.0,0.0,4.9,1.6,1
8.9,71.7,63.7,4.8,1.0,0.0,0.0,1.0,7.5,0
10.0,41.4,66.1,4.9,7.0,1.0,0.0,6.5,4.3,1
10.0,42.0,21.6,7.8,14.0,0.0,2.0,8.2,3.4,1
3.6,32.9,81.4,5.0,18.0,0.0,2.0,5.3,2.9,0
7.3,,55.4,4.6,17.0,,1.0,4.2,4.4,1
6.8,63.5,48.4,6.4,13.0,1.0,2.0,1.7,5.1,1
6.7,66.0,65.4,8.1,15.0,1.0,1.0,9.2,7.9,1
5.5,81.0,64.2,5.5,17.0,0.0,2.0,2.1,4.2,1
0.0,75.3,93.9,4.4,17.0,0.0,2.0,6.1,7.2,1
1.2,43.7,53.3,4.8,17.0,0.0,1.0,7.7,5.8,0
5.9,49.2,90.2,7.1,14.0,1.0,2.0,5.9,2.6,1
8.3,91.2,90.8,7.4,1.0,0.0,0.0,4.5,5.0,1
2.6,60.9,22.9,5.7,14.0,0.0,2.0,9.0,3.8,0
1.8,,56.8,9.9,14.0,0.0,0.0,5.9,5.3,0
5.2,76.4,39.9,6.7,19.0,1.0,2.0,9.2,0.5,1
8.9,39.3,36.4,8.4,13.0,0.0,2.0,6.3,1.7,1
2.2,51.3,51.0,4.3,8.0,0.0,2.0,3.1,1.1,0
5.0,35.0,78.5,8.3,8.0,0.0,0.0,1.3,3.5,0
6.2,67.7,94.9,9.8,0.0,1.0,2.0,3.5,8.0,1
1.2,70.0,38.4,8.2,3.0,0.0,1.0,4.2,4.7,0
5.7,67.6,87.7,9.9,15.0,1.0,0.0,,4.2,1
7.5,33.7,88.9,9.2,12.0,0.0,0.0,6.3,3.0,1
6.8,33.1,86.0,7.0,6.0,1.0,1.0,3.0,0.4,1
6.5,53.9,37.7,7.1,,0.0,2.0,,4.5,0
9.2,94.6,76.3,8.6,6.0,0.0,1.0,5.2,0.0,1
7.1,71.1,86.0,5.9,2.0,1.0,0.0,4.5,3.4,1
8.6,76.8,43.5,7.8,17.0,0.0,0.0,9.3,0.2,1
2.4,,93.8,5.5,4.0,1.0,2.0,8.5,4.2,1
3.7,74.6,84.2,8.0,15.0,0.0,1.0,2.1,5.3,1
4.8,71.2,31.6,5.6,4.0,0.0,2.0,8.6,1.7,0
7.2,66.0,69.9,9.5,1.0,1.0,2.0,7.6,7.4,1
5.7,80.8,33.9,4.7,19.0,1.0,0.0,6.1,7.1,0
1.2,67.9,78.5,7.3,14.0,1.0,0.0,4.3,6.1,0
5.7,37.8,53.3,9.3,18.0,0.0,1.0,6.5,1.4,1
0.5,48.3,25.2,5.8,15.0,0.0,,,3.9,0
7.4,93.2,63.0,5.2,7.0,0.0,2.0,,1.4,1
6.8,38.4,35.5,7.5,18.0,1.0,0.0,2.8,6.6,0
7.3,47.2,56.4,8.9,8.0,0.0,1.0,8.0,0.8,1
1.1,60.3,84.3,4.1,3.0,0.0,,7.5,1.0,0
9.1,43.9,39.3,7.0,15.0,0.0,1.0,10.0,0.6,1
10.0,56.2,56.9,8.8,2.0,0.0,2.0,9.5,3.8,1
5.9,60.2,72.8,8.4,4.0,0.0,2.0,6.0,4.4,1
0.5,34.5,22.1,4.2,16.0,1.0,1.0,6.5,7.3,0
4.7,59.9,54.3,6.7,4.0,1.0,2.0,6.1,3.2,1
6.0,63.9,71.5,6.8,15.0,0.0,2.0,7.3,4.0,1
8.0,40.8,76.4,4.8,8.0,1.0,1.0,4.4,4.3,1
6.3,85.8,38.6,4.0,8.0,0.0,0.0,4.8,6.2,1
8.1,95.3,32.7,9.7,3.0,0.0,0.0,8.8,4.7,1
7.9,32.3,83.7,9.3,9.0,0.0,0.0,8.1,5.5,1
1.7,60.6,88.0,5.5,11.0,1.0,2.0,8.9,0.4,1
9.2,70.9,44.0,5.6,15.0,0.0,2.0,8.2,3.3,1
0.5,61.9,24.8,7.5,14.0,1.0,1.0,1.3,6.1,0
2.8,92.6,74.6,5.8,14.0,0.0,1.0,8.3,1.1,1
9.0,74.8,57.1,9.6,6.0,0.0,0.0,1.9,2.7,1
9.8,40.9,84.2,7.9,0.0,0.0,2.0,4.3,6.7,1
4.5,97.6,87.3,8.2,9.0,0.0,2.0,9.7,7.5,1
0.3,79.5,20.2,4.7,4.0,0.0,2.0,5.8,1.6,0
1.8,33.1,89.9,8.0,3.0,0.0,0.0,6.8,6.5,0
5.2,88.3,22.1,6.3,2.0,0.0,2.0,8.0,7.8,0
6.2,67.5,84.2,4.3,15.0,0.0,1.0,1.1,3.0,1
,82.7,73.0,7.9,13.0,0.0,1.0,7.1,3.7,1
3.1,86.7,25.9,4.9,0.0,0.0,2.0,7.5,7.7,0
2.3,47.8,78.4,8.4,12.0,0.0,2.0,6.8,7.2,0
1.9,96.0,84.2,8.1,0.0,1.0,1.0,9.5,2.5,0
2.5,68.6,64.7,7.8,12.0,0.0,2.0,5.0,5.0,1
2.2,86.6,68.4,7.1,18.0,0.0,0.0,9.2,2.0,1
1.3,97.2,53.7,4.5,0.0,0.0,1.0,8.4,2.5,0
2.0,95.8,21.7,7.4,13.0,1.0,2.0,6.4,1.3,0
5.7,45.8,22.4,8.4,13.0,1.0,2.0,5.5,2.9,1
8.7,45.8,22.1,6.2,5.0,0.0,1.0,5.9,4.2,0
2.6,44.0,84.7,9.2,5.0,0.0,0.0,1.2,2.3,0
7.5,37.8,43.6,9.2,13.0,0.0,2.0,,0.9,1
,31.9,22.4,5.4,0.0,1.0,0.0,3.6,0.7,0
6.0,93.1,66.8,8.1,,0.0,2.0,9.1,5.7,1
0.6,38.0,43.7,4.7,8.0,1.0,2.0,5.3,0.2,0
5.1,78.0,54.5,5.0,7.0,0.0,2.0,2.3,8.0,0
6.6,43.1,48.1,6.7,18.0,1.0,1.0,6.1,5.4,1
8.6,90.4,91.5,6.4,9.0,0.0,2.0,7.0,7.4,1
5.7,54.3,54.9,6.8,13.0,1.0,0.0,9.3,5.1,1
8.3,86.8,46.6,,16.0,0.0,1.0,5.3,,1
0.9,98.3,59.8,5.4,10.0,0.0,1.0,9.6,1.1,0
1.7,49.6,60.2,,12.0,0.0,0.0,9.8,3.3,0
8.9,37.1,35.9,9.2,5.0,1.0,1.0,5.2,5.1,1
4.9,91.8,41.2,7.7,7.0,0.0,0.0,8.6,2.4,0
5.9,70.3,60.7,8.7,,1.0,2.0,9.5,7.4,1
1.9,64.3,35.0,9.4,19.0,1.0,1.0,5.1,4.3,0
2.9,46.6,42.8,7.5,18.0,1.0,2.0,2.1,2.8,0
2.0,58.9,74.8,9.2,4.0,0.0,0.0,6.2,5.9,0
7.6,91.5,92.8,6.5,6.0,1.0,0.0,8.8,0.2,1
9.0,73.1,83.7,8.5,10.0,1.0,1.0,5.5,3.0,1
3.9,70.4,51.4,4.6,13.0,0.0,1.0,8.2,5.2,0
1.6,31.7,57.2,9.6,4.0,0.0,1.0,6.1,6.6,0
3.2,52.6,26.5,7.8,1.0,0.0,1.0,8.4,5.9,0
9.2,92.8,22.8,9.7,14.0,0.0,0.0,4.8,3.4,1
2.7,89.2,32.3,,11.0,0.0,,8.6,6.3,0
3.7,70.7,42.6,4.1,15.0,0.0,1.0,2.8,0.3,0
5.5,39.2,37.7,6.6,4.0,0.0,1.0,4.8,0.6,0
5.1,92.3,42.8,4.2,15.0,0.0,0.0,8.6,6.0,0
4.2,76.3,49.3,9.7,10.0,0.0,1.0,1.3,1.0,0
1.7,96.9,81.6,7.9,17.0,0.0,2.0,1.1,3.9,0
6.1,93.6,89.3,4.6,5.0,1.0,1.0,8.5,3.0,1
8.4,46.8,64.9,7.6,0.0,,1.0,3.5,4.9,1
0.6,65.9,45.3,5.0,16.0,0.0,2.0,4.6,3.9,0
5.8,65.0,22.8,6.4,10.0,0.0,0.0,4.6,6.2,0
0.5,46.4,48.4,6.6,,0.0,0.0,3.1,0.1,0
8.6,51.7,68.2,5.8,2.0,1.0,2.0,1.8,7.1,1
,,36.6,5.7,5.0,0.0,2.0,2.6,3.7,0
4.5,33.8,93.2,6.3,13.0,0.0,,9.7,3.5,1
,,44.7,6.2,17.0,1.0,0.0,8.0,4.3,1
5.7,,43.9,4.2,11.0,0.0,2.0,,5.4,1
1.6,35.0,32.3,9.8,1.0,0.0,2.0,9.7,1.9,0
0.1,62.9,80.3,4.4,19.0,1.0,2.0,3.6,3.1,0
8.5,55.3,22.7,4.3,15.0,0.0,2.0,7.3,2.4,1
7.9,61.9,32.0,5.9,18.0,1.0,0.0,3.8,1.4,1
6.6,60.9,39.0,9.9,15.0,1.0,1.0,7.0,7.4,1
1.9,56.1,71.8,4.2,9.0,1.0,0.0,4.5,2.5,0
1.4,45.7,82.7,5.0,11.0,1.0,0.0,2.0,7.9,0
9.3,82.7,25.3,4.2,11.0,1.0,2.0,5.9,4.0,1
2.9,35.6,63.9,6.6,18.0,0.0,0.0,7.3,4.9,0
2.2,97.9,87.4,4.5,3.0,1.0,0.0,5.7,3.0,1
4.7,90.9,45.6,9.4,14.0,0.0,2.0,6.4,3.3,0
4.5,37.0,45.7,4.7,13.0,0.0,2.0,2.2,6.7,0
2.3,59.1,56.0,7.3,19.0,1.0,1.0,2.0,3.3,0
5.1,85.9,47.0,7.7,0.0,0.0,2.0,6.6,5.9,0
3.1,81.5,61.1,8.1,5.0,1.0,0.0,5.6,0.4,0
4.2,73.5,60.6,4.8,11.0,1.0,2.0,9.2,0.3,1
0.3,54.1,68.0,8.2,,1.0,1.0,7.7,0.8,0
8.3,67.1,21.7,6.9,18.0,0.0,0.0,8.2,7.3,0
4.3,73.8,55.9,4.4,0.0,1.0,2.0,4.7,3.6,0
5.2,36.9,54.1,7.4,3.0,1.0,0.0,5.8,7.1,0
0.7,43.0,20.3,7.4,14.0,0.0,0.0,6.8,3.9,0
3.3,35.9,32.0,4.2,2.0,0.0,0.0,2.1,6.8,0
0.3,39.8,62.3,9.0,18.0,0.0,2.0,6.8,6.9,0
6.9,98.8,36.7,5.0,9.0,1.0,0.0,6.5,0.0,1
3.0,79.5,51.8,8.5,10.0,0.0,0.0,8.2,5.4,0
1.3,99.0,37.6,6.7,15.0,1.0,0.0,3.7,3.9,0
3.6,,86.1,4.1,16.0,1.0,2.0,4.0,7.7,1
3.5,44.2,52.8,9.3,14.0,1.0,0.0,8.5,3.2,1
1.7,81.8,25.5,6.0,7.0,0.0,1.0,2.1,3.4,0
2.7,85.4,88.5,10.0,,0.0,1.0,6.9,3.1,1
2.3,87.6,57.1,4.7,3.0,0.0,2.0,5.7,6.2,0
6.8,98.3,66.0,8.1,7.0,0.0,0.0,5.7,6.3,1
8.9,43.0,52.3,4.4,8.0,0.0,2.0,8.8,4.4,1
7.6,94.4,63.0,5.0,9.0,1.0,1.0,,1.3,1
5.7,62.0,63.2,7.3,17.0,0.0,1.0,5.9,5.3,1
0.9,70.1,67.4,4.6,19.0,0.0,1.0,3.6,1.9,0
2.8,94.0,38.9,7.8,3.0,0.0,1.0,4.1,8.0,0
7.4,54.7,51.1,7.2,4.0,0.0,0.0,3.2,4.9,0
7.7,91.8,36.3,4.2,4.0,1.0,0.0,1.3,0.3,1
5.7,64.1,89.6,8.8,19.0,1.0,1.0,6.3,0.1,1
9.6,53.8,91.5,7.0,5.0,1.0,2.0,6.6,7.7,1
5.1,44.0,65.7,8.5,11.0,0.0,1.0,4.2,2.6,1
3.3,95.0,21.6,9.4,7.0,0.0,2.0,5.8,4.1,0
1.8,38.2,49.7,7.5,13.0,1.0,0.0,6.1,0.1,0
4.5,33.7,29.9,5.7,19.0,1.0,1.0,3.8,7.7,0
8.9,85.6,76.2,8.3,10.0,0.0,0.0,9.7,7.1,1
0.4,38.1,52.8,9.3,5.0,0.0,1.0,5.0,1.4,0
9.8,39.9,71.5,8.0,,1.0,2.0,6.9,0.7,1
7.3,81.1,83.8,9.4,8.0,,0.0,2.1,4.1,1
6.8,65.4,60.3,9.7,19.0,1.0,0.0,2.0,5.0,1
4.3,46.8,59.4,8.4,8.0,1.0,0.0,2.5,3.6,0
8.3,84.4,62.3,6.9,,1.0,0.0,4.2,4.1,1
7.0,48.6,90.6,4.1,3.0,0.0,1.0,1.8,0.4,1
7.5,80.0,89.9,9.0,11.0,1.0,1.0,4.0,2.6,1
2.2,83.3,58.6,6.6,14.0,1.0,1.0,8.0,2.1,1
5.9,77.1,88.1,7.9,6.0,0.0,2.0,8.6,1.8,1
5.6,35.2,39.8,7.4,11.0,0.0,2.0,7.1,4.9,0
7.2,65.3,67.6,8.9,14.0,1.0,2.0,2.1,2.8,1
5.2,38.4,31.1,5.3,11.0,1.0,2.0,5.7,6.2,0
7.0,72.4,38.0,5.6,12.0,0.0,1.0,6.7,1.6,1
8.8,68.3,54.0,8.5,16.0,1.0,2.0,3.9,1.3,1
1.4,47.7,48.2,5.7,1.0,1.0,2.0,3.3,0.9,0
7.3,96.6,40.3,4.3,2.0,1.0,1.0,1.8,7.1,0
2.4,93.4,84.3,9.8,15.0,0.0,,8.2,4.6,1
1.1,89.1,49.6,5.9,18.0,1.0,1.0,4.7,4.3,0
4.5,71.0,46.3,9.1,,1.0,2.0,3.1,0.8,0
1.7,72.1,92.3,6.0,3.0,1.0,1.0,3.2,0.2,1
0.9,41.0,44.3,4.1,2.0,1.0,0.0,8.5,6.5,0
2.2,97.3,52.2,4.1,5.0,1.0,0.0,7.7,0.4,0
0.5,98.6,21.8,9.1,15.0,1.0,0.0,3.5,1.9,0
8.2,84.3,86.5,8.9,12.0,0.0,0.0,9.4,1.5,1
9.4,96.7,55.7,8.9,18.0,0.0,1.0,8.5,0.2,1
6.9,53.0,86.3,9.8,12.0,1.0,0.0,7.1,3.7,1
4.1,92.4,58.9,6.3,0.0,0.0,0.0,9.7,0.6,0
7.0,30.9,89.7,5.8,15.0,1.0,2.0,2.5,4.8,1
0.8,90.9,67.9,4.5,13.0,0.0,2.0,6.4,0.8,0
7.0,49.9,74.7,9.5,18.0,0.0,0.0,2.1,6.7,1
5.0,77.3,73.9,9.9,11.0,0.0,0.0,8.5,6.3,0
0.6,78.7,46.9,4.9,15.0,1.0,2.0,1.6,6.9,0
7.9,37.9,58.1,5.8,16.0,0.0,2.0,8.0,0.4,1
5.6,42.7,53.2,4.8,1.0,0.0,1.0,3.0,6.4,0
9.9,48.3,53.4,4.3,0.0,1.0,0.0,2.6,5.6,0
0.4,77.6,92.1,7.5,15.0,1.0,2.0,9.9,3.5,1
2.7,97.2,,7.1,14.0,0.0,1.0,9.6,6.3,1
0.0,70.0,25.3,9.3,11.0,1.0,1.0,3.3,2.4,0
8.3,50.2,49.2,9.5,13.0,0.0,0.0,2.6,4.3,0
3.6,34.8,50.7,7.3,6.0,1.0,2.0,3.7,0.6,0
3.7,56.0,38.1,8.1,4.0,0.0,1.0,7.1,5.1,0
1.8,44.8,66.8,9.1,19.0,1.0,0.0,9.6,7.8,0
1.1,62.3,37.1,5.3,18.0,0.0,2.0,5.9,1.9,0
2.9,77.6,60.1,7.4,17.0,0.0,0.0,5.1,4.4,0
1.1,57.4,31.6,6.8,6.0,1.0,2.0,6.1,7.7,0
1.1,54.2,78.5,5.6,4.0,1.0,2.0,3.4,4.5,0
1.2,83.9,35.3,5.1,4.0,0.0,2.0,6.1,3.1,0
,80.8,91.4,4.4,17.0,0.0,1.0,4.0,1.1,1
7.4,62.5,71.7,5.5,5.0,1.0,0.0,2.7,3.9,0
2.4,87.0,49.9,6.1,18.0,1.0,1.0,4.2,3.4,0
9.3,67.9,77.3,9.2,0.0,0.0,2.0,2.1,5.8,1
6.8,58.7,25.4,6.4,4.0,1.0,2.0,8.5,0.8,1
9.9,96.7,81.0,5.5,15.0,0.0,0.0,7.7,6.1,1
6.7,45.9,64.4,,0.0,1.0,2.0,8.3,3.0,0
3.0,49.4,61.2,5.9,9.0,0.0,0.0,2.7,6.5,0
4.6,34.1,39.7,6.7,2.0,1.0,0.0,3.3,7.4,0
1.6,79.3,20.7,8.1,8.0,0.0,0.0,,4.0,0
8.6,35.6,74.1,7.0,15.0,0.0,0.0,6.1,1.0,1
7.8,97.3,48.6,5.3,3.0,1.0,1.0,6.7,0.6,1
8.8,69.9,21.7,5.5,5.0,1.0,2.0,8.5,6.9,1
7.9,51.0,52.4,8.7,10.0,0.0,1.0,2.4,7.2,1
2.9,49.3,78.0,6.9,18.0,1.0,1.0,4.3,1.5,1
3.8,79.5,45.7,6.1,12.0,0.0,2.0,,7.3,0
9.6,94.9,60.5,5.3,1.0,0.0,1.0,6.6,,1
3.8,48.6,82.1,8.0,2.0,1.0,0.0,6.5,0.6,0
5.4,69.0,80.6,5.6,6.0,1.0,0.0,8.2,3.6,1
2.8,40.5,44.0,6.7,9.0,1.0,0.0,,,0
4.3,65.5,36.4,5.3,19.0,0.0,1.0,1.4,2.7,0
4.5,30.9,,8.2,8.0,1.0,0.0,9.7,4.0,0
2.9,61.2,64.7,7.1,14.0,0.0,0.0,9.8,1.4,1
4.5,83.4,58.1,6.5,0.0,1.0,1.0,5.6,2.3,0
5.0,89.5,46.4,8.2,11.0,1.0,2.0,3.8,0.3,1
2.7,71.7,,4.3,7.0,0.0,1.0,9.2,3.6,1
7.7,91.9,34.6,4.2,11.0,1.0,1.0,5.5,0.6,1
0.9,87.9,63.6,5.7,4.0,0.0,2.0,3.9,1.7,0
4.3,72.8,78.0,6.5,12.0,1.0,0.0,4.4,2.3,1
7.5,81.3,53.9,9.3,19.0,1.0,1.0,6.7,6.9,1
4.6,44.3_err,58.4,4.5,5.0,0.0,1.0,2.7,7.2,0
4.7,64.6,62.3,9.5,18.0,0.0,1.0,6.6,7.2,1
8.3,62.6,57.1,10.0,17.0,1.0,0.0,2.9,0.2,1
3.3,72.4,33.3,4.6,13.0,0.0,2.0,8.0,1.3,0
3.2,61.5,58.8,8.7,4.0,0.0,0.0,8.4,7.5,0
3.9,50.5,32.3,4.3,6.0,0.0,2.0,5.0,1.4,0
5.8,65.9,42.7,5.1,10.0,0.0,0.0,1.9,1.4,0
7.1,42.8,34.9,6.8,19.0,0.0,1.0,3.1,6.8,0
5.1,94.8,79.7,5.3,9.0,1.0,0.0,6.5,3.8,1
1.1,97.9,69.8,8.5,12.0,0.0,1.0,5.7,8.0,0
,99.2,69.1,7.6,16.0,1.0,2.0,8.9,3.7,1
4.8,58.4,30.6,5.0,2.0,0.0,2.0,9.5,7.8,0
2.6,66.6,55.4,8.3,17.0,0.0,0.0,6.7,1.7,1
6.9,52.7,44.5,8.0,14.0,1.0,1.0,5.9,3.1,0
8.5,46.2,81.7,5.6,17.0,1.0,0.0,3.8,6.0,1
,81.8,42.9,6.8,6.0,0.0,2.0,3.0,7.6,1
0.5,83.3,89.9,7.0,9.0,1.0,0.0,1.3,4.4,0
7.7,78.5,78.7,6.7,,0.0,1.0,9.2,4.6,1
4.2,71.4,49.3,7.6,17.0,0.0,1.0,6.6,7.7,0
2.2,30.8,89.9,6.7,15.0,1.0,1.0,5.6,3.9,1
3.4,94.3,63.0,5.5,12.0,1.0,2.0,4.0,0.8,1
5.9,95.1,23.3,4.2,18.0,1.0,0.0,2.2,5.4,0
0.1,76.5,42.9,6.8,0.0,0.0,1.0,9.2,7.8,0
3.0,88.6,46.6,6.0,12.0,1.0,0.0,5.0,3.7,0
9.2,36.7,86.5,5.3,4.0,,0.0,6.8,3.8,1
8.7,88.5,31.1,8.1,14.0,1.0,1.0,4.0,4.2,1
8.6,82.8,20.2,9.0,18.0,0.0,1.0,2.1,0.7,1
6.5,48.2,78.2,7.5,0.0,0.0,0.0,8.7,6.0,1
6.5,81.7,32.5,6.8,13.0,1.0,0.0,8.4,0.2,1
4.4,42.3,88.6,7.2,14.0,1.0,1.0,8.6,5.7,1
8.1,41.3,94.1,6.5,1.0,0.0,2.0,8.1,0.2,1
6.4,43.9,79.6,7.3,8.0,0.0,2.0,5.5,5.1,0
4.4,62.6,47.5,9.2,16.0,1.0,0.0,6.9,0.2,1
9.3,56.1,49.1,5.1,11.0,0.0,1.0,1.6,5.9,0
6.2,91.2,77.8,7.7,6.0,1.0,0.0,4.5,6.5,1
7.1,38.2,90.6,8.5,4.0,1.0,0.0,8.0,6.6,1
1.4,75.1,75.1,9.1,9.0,1.0,0.0,3.0,7.4,0
3.7,44.5,49.5,5.6,16.0,1.0,1.0,3.7,6.5,0
7.9,92.7,30.4,9.0,1.0,1.0,0.0,8.5,0.9,1
,54.1,25.2,8.6,9.0,1.0,0.0,2.9,0.1,0
9.8,90.0,66.1,5.5,11.0,1.0,,8.2,1.4,1
8.2,44.4,38.2,8.5,12.0,0.0,1.0,8.5,5.3,1
,47.4,82.1,8.0,,1.0,1.0,4.3,7.8,1
6.1,35.9,46.1,7.2,7.0,1.0,1.0,6.5,1.7,0
5.4,32.8,93.2,6.3,9.0,0.0,0.0,2.0,0.4,1
9.8,92.1,65.7,4.6,4.0,0.0,1.0,5.0,1.0,1
8.8,94.1,84.0,4.1,7.0,1.0,0.0,8.0,0.5,1
3.9,35.0,60.6,5.0,18.0,1.0,2.0,7.9,6.4,0
4.5,32.4,35.3,9.8,1.0,0.0,1.0,8.4,4.0,0
9.1,81.9,39.6,6.5,7.0,0.0,1.0,6.5,2.4,1
4.9,32.7,78.7,8.1,9.0,1.0,2.0,4.9,2.0,1
5.3,49.2,84.1,7.8,4.0,1.0,0.0,9.8,7.9,0
4.2,40.0,65.8,8.9,13.0,1.0,2.0,7.7,0.4,1
6.6,63.6,61.4,9.7,15.0,1.0,1.0,7.6,0.5,1
8.9,41.0,26.9,6.6,17.0,0.0,1.0,8.5,4.5,0
8.0,73.0,37.7,9.9,12.0,0.0,1.0,8.7,3.4,1
3.9,48.9,64.4,,18.0,0.0,1.0,5.4,2.8,0
4.3,80.8,28.3,6.7,5.0,1.0,0.0,7.3,3.7,0
1.1,51.1,47.5,9.1,19.0,1.0,0.0,4.9,7.3,0
4.3,33.3,35.0,4.3,1.0,1.0,2.0,6.7,1.8,0
4.7,91.7,62.6,4.3,10.0,0.0,2.0,6.4,5.0,1
8.9,48.1,61.1,8.6,7.0,1.0,0.0,6.7,,1
8.5,33.2,21.8,4.0,8.0,1.0,0.0,2.2,3.2,0
9.5,67.4,45.9,4.4,19.0,0.0,0.0,6.8,0.2,1
5.8,85.4,62.2,6.1,0.0,1.0,1.0,8.0,0.1,1
2.0,57.7,42.3,6.3,4.0,1.0,0.0,8.4,7.6,0
0.2,35.5,53.2,5.0,7.0,0.0,1.0,6.8,6.8,0
4.9,65.9,91.5,9.3,18.0,1.0,2.0,7.6,2.5,1
3.6,56.2,28.6,7.1,7.0,0.0,,7.3,,0
4.6,30.0,60.1,5.8,19.0,0.0,1.0,9.8,3.7,0
8.4,46.0,62.3,7.1,6.0,0.0,1.0,7.8,5.0,1
7.0,94.8,26.9,6.4,2.0,1.0,0.0,9.7,2.2,1
5.1,31.9,37.2,4.4,15.0,1.0,2.0,6.7,4.5,0
3.9,94.3,80.6,6.6,11.0,0.0,0.0,,1.8,1
7.8,78.1,45.9,9.7,6.0,1.0,1.0,4.6,5.4,1
0.8,56.7,29.3,6.4,4.0,0.0,1.0,2.9,1.4,0
5.8,53.5,72.2,4.6,0.0,1.0,2.0,9.6,4.9,1
4.3,88.6,37.6,7.6,0.0,1.0,2.0,4.4,5.2,0
7.8,99.5,86.2,5.5,14.0,1.0,2.0,1.6,3.7,1
5.3,69.8,53.3,7.6,17.0,0.0,1.0,9.0,3.2,1
3.1,51.4,82.2,5.0,9.0,0.0,0.0,1.2,4.0,0
2.5,76.6,26.7,6.9,,1.0,0.0,4.5,0.6,0
5.0,85.3,25.0,4.8,18.0,1.0,0.0,8.3,5.8,0
8.9,75.3,51.4,7.1,1.0,0.0,2.0,2.3,0.9,1
9.4,30.8,25.1,6.8,2.0,1.0,,4.5,0.1,1
6.8,52.0,24.3,7.6,0.0,0.0,2.0,4.4,1.0,0
3.0,39.8,47.7,5.0,19.0,0.0,1.0,5.1,3.9,0
10.0,91.7,36.3,10.0,16.0,1.0,1.0,5.0,1.7,1
4.0,48.8,26.4,5.7,4.0,1.0,0.0,4.9,0.2,0
3.2,50.0,53.4,9.6,8.0,0.0,0.0,6.7,0.5,1
4.4,89.7,38.9,5.1,12.0,0.0,0.0,2.2,0.7,0
7.9,96.7,56.8,4.0,6.0,0.0,1.0,6.7,3.1,1
6.6,73.1,21.6,9.6,8.0,0.0,1.0,1.9,1.9,0
0.6,45.8,54.2,6.6,11.0,,1.0,9.4,2.9,0
2.2,51.2,28.3,4.4,12.0,0.0,0.0,9.8,6.1,0
5.7,84.8,71.5,7.2,,0.0,2.0,3.7,3.3,1
9.6,72.0,80.4,4.4,0.0,1.0,2.0,5.8,3.9,1
0.5,52.7,83.8,7.1,11.0,0.0,2.0,4.0,3.3,0
