annual_income,monthly_spend,avg_basket_size,purchase_frequency,discount_usage_pct,loyalty_points,online_orders_pct,return_rate_pct,customer_age,months_active
193318.49,1803.88,379.65,5.67,64.15,,21.5,5.26,55.47,10.15
188431.73,2274.62,312.39,6.2,74.17,950.17,42.57,4.58,47.78,17.09
196778.81,2366.81,401.32,4.34,71.15,751.14,31.85,2.52,51.17,16.82
167654.94,,465.91,4.01,67.2,1084.02,35.27,7.62,39.17,18.24
168833.96,2339.88,310.43,3.65,66.49,775.72,24.09,7.16,54.48,8.14
157996.92,2618.13,290.91,4.82,76.25,557.16,32.7,5.14,48.74,13.09
188790.02,2075.6,358.78,6.19,82.22,811.66,22.26,7.28,46.2,18.24
195578.73,2179.73,393.78,5.79,78.69,914.69,39.41,4.82,53.23,11.02
189155.46,2311.1,345.43,5.14,61.18,1044.3,19.68,6.43,42.37,22.77
213489.85,1917.36,297.34,5.12,79.92,650.58,31.23,6.73,55.36,20.9
179888.08,2054.68,344.57,4.83,81.18,538.34,26.89,2.86,39.7,10.06
193374.83,1605.74,379.9,3.95,86.15,874.51,17.5,5.86,45.27,16.85
158165.98,2041.59,329.65,3.26,67.4,869.87,22.52,5.34,37.51,19.88
172258.01,2149.43,380.36,3.98,74.55,588.34,33.6,2.95,35.81,11.12
193910.76,2154.85,408.24,4.42,79.54,750.56,22.83,2.45,41.27,10.11
196982.04,2319.63,362.01,2.55,70.78,757.29,24.65,6.0,43.71,13.21
,1767.56,348.6,3.85,79.42,923.47,32.99,4.44,49.41,31.44
178568.01,1840.22,391.47,3.17,74.81,737.94,37.32,2.07,39.86,23.47
149642.53,2568.65,307.19,5.01,68.23,734.67,35.29,6.16,49.7,14.96
172859.42,1954.9,302.26,,68.91,817.19,29.63,6.87,42.44,11.34
197807.66,2060.01,336.67,4.33,84.99,593.28,31.74,2.66,41.05,13.87
191504.1,1979.9,325.41,3.3,67.03,1085.12,30.95,5.0,50.04,25.61
190013.31,1753.5,309.83,5.6,65.66,940.11,21.71,8.04,40.64,28.17
180995.47,2487.06,441.52,2.3,77.76,694.73,32.24,3.18,59.6,13.94
180141.26,1841.69,458.6,4.48,74.76,632.35,21.64,8.41,48.46,19.56
166793.58,1661.81,332.31,2.72,64.51,643.98,34.91,4.35,34.06,16.69
,1864.78,354.59,3.49,70.84,888.01,31.08,4.86,44.05,24.35
188419.46,1399.49,340.61,4.21,68.47,648.44,12.69,2.21,39.82,12.53
189840.38,1804.61,405.37,4.26,69.87,762.6,37.83,2.28,31.87,22.89
169479.3,1709.56,415.28,4.23,95.2,546.38,25.82,3.69,53.46,11.3
136933.14,2185.23,261.14,4.15,72.58,881.19,25.16,6.77,53.65,22.74
201943.05,1797.98,373.8,3.36,67.95,886.81,37.65,9.68,39.2,13.75
170423.25,2266.34,284.66,3.84,91.17,772.31,28.69,10.21,50.68,16.43
162744.48,2419.55,437.91,4.03,82.11,829.03,34.78,4.75,52.02,14.77
193869.58,2234.35,372.01,4.2,80.8,919.36,24.77,4.29,44.9,27.81
172159.75,1935.38,308.83,3.93,68.34,825.0,36.43,3.03,52.62,22.97
201198.73,2042.33,337.93,4.73,84.53,917.13,31.58,7.23,,15.94
192340.12,1542.5,335.55,4.09,81.53,624.8,33.24,3.55,54.16,13.88
193671.39,1959.87,376.26,4.2,76.18,856.8,28.57,4.53,35.62,24.57
,1741.87,402.1,3.62,61.27,829.02,43.04,5.99,46.18,1.01
204238.88,2208.3,292.59,2.95,74.84,980.3,44.96,5.9,46.61,20.4
185225.01,2771.83,441.94,4.15,88.84,804.56,12.37,3.78,35.75,13.2
172614.46,2149.95,430.28,5.21,76.76,785.4,37.41,4.81,36.51,29.27
182867.77,1402.66,306.23,4.44,71.99,716.43,21.36,3.83,32.33,31.65
144475.3,1891.63,353.64,3.18,73.17,1023.68,34.08,3.34,45.36,18.15
188173.06,2036.75,435.54,4.81,73.73,446.57,15.78,2.95,41.48,16.17
159412.57,2026.21,411.65,3.66,68.6,,33.23,2.06,34.67,18.34
152946.59,1780.76,333.16,4.71,74.67,796.94,23.31,5.72,54.74,14.89
149552.82,2073.59,390.72,3.63,86.54,772.46,26.33,4.52,48.2,14.03
202253.77,1627.25,499.86,4.35,85.64,750.6,26.54,2.73,39.2,19.17
167414.73,1716.53,355.26,3.48,68.97,791.62,24.12,,46.63,21.12
210674.55,2193.74,318.37,3.51,85.21,871.78,24.34,2.51,43.1,18.67
169283.97,1695.3,358.62,2.43,81.09,680.74,26.82,3.78,32.5,19.45
145852.84,2161.46,362.33,4.51,80.07,820.25,28.77,7.25,47.19,14.84
157669.51,1589.16,,4.37,78.46,852.61,32.59,3.64,58.12,13.33
204716.23,2529.45,372.08,4.43,67.56,656.94,44.89,6.12,56.3,13.28
176882.04,1767.72,,4.28,71.76,875.58,22.42,8.12,45.83,21.86
169034.25,1932.9,316.72,3.24,81.66,853.84,31.01,5.34,41.51,18.4
183200.36,2099.18,387.91,4.97,65.35,680.16,36.18,3.47,49.5,19.01
190035.65,1830.4,262.26,4.99,66.67,621.79,24.33,4.82,47.13,19.71
202347.98,2043.02,395.16,3.21,77.45,678.18,11.94,4.91,43.89,17.71
208969.98,2172.61,249.4,4.53,150.0,820.31,14.73,,59.88,18.54
172804.63,2288.18,263.43,4.87,81.59,788.61,12.24,1.54,41.83,24.48
153479.05,2237.45,325.05,3.53,68.97,1009.09,42.32,7.23,52.66,21.88
171730.7,1948.46,364.34,3.7,76.96,744.93,34.91,1.51,46.15,17.14
185205.61,1956.01,416.26,4.53,77.62,666.64,36.05,6.62,46.19,15.64
160724.82,2704.73,352.88,2.49,71.14,898.55,37.85,4.18,31.79,23.14
160856.98,2284.97,337.67,2.91,73.08,653.0,25.4,8.65,53.81,19.66
186875.76,1723.45,378.98,3.01,69.56,681.37,48.42,6.35,51.69,16.46
179026.95,2030.0,306.46,2.2,74.85,683.34,32.68,6.15,46.5,11.54
180655.94,1899.46,356.97,5.08,67.31,350.4,29.42,3.12,53.28,26.47
164830.09,1959.4,290.03,2.01,73.21,885.03,38.88,8.61,48.32,12.36
175391.99,1631.15,354.13,4.34,80.99,941.0,35.34,10.63,34.62,19.42
161515.34,1876.42,343.51,4.81,65.91,937.5,40.68,9.02,37.24,
,2543.47,309.79,3.71,71.1,1082.81,41.15,2.99,44.52,16.29
200704.99,2173.72,358.25,3.33,79.15,1026.05,27.17,4.62,31.47,17.77
143076.24,1252.65,357.93,4.23,58.38,749.9,31.5,2.62,53.98,22.27
161409.78,2365.02,408.77,4.0,89.84,966.39,22.73,3.78,43.28,12.03
150069.41,2326.89,269.72,5.0,83.36,785.35,16.97,5.57,46.1,9.65
166999.52,1892.21,346.2,1.37,62.69,736.1,36.69,6.46,37.15,16.21
178331.24,2215.18,311.99,3.08,58.17,686.66,37.66,6.07,50.17,
151007.1,1742.18,393.49,4.56,75.24,759.86,14.14,1.56,43.86,18.35
161562.8,1858.92,387.7,4.05,66.04,849.35,24.26,4.93,42.39,25.09
159920.85,2449.56,375.39,4.75,82.69,1037.17,30.45,6.04,56.29,13.27
184145.35,1918.48,314.81,4.26,78.15,909.3,31.21,6.9,55.48,17.28
181386.89,1439.08,394.27,3.87,75.99,684.3,46.36,5.86,51.0,25.54
165565.25,1981.01,273.49,3.7,70.44,643.38,24.98,5.98,46.67,16.61
183536.42,1976.42,263.23,6.33,87.8,885.28,28.63,4.52,40.87,27.93
169066.4,2359.51,286.21,5.53,81.03,935.36,35.2,5.54,42.69,16.83
174566.9,2004.3,348.33,4.5,79.83,984.12,27.2,10.17,42.32,14.53
213469.04,1873.53,383.76,4.08,84.6,759.69,25.96,7.41,48.14,17.8
206809.22,2313.52,201.2,4.54,66.85,870.43,25.3,5.73,44.75,19.3
154008.38,2036.24,416.14,4.83,85.28,928.37,31.86,6.46,44.95,15.94
196594.65,1774.99,356.56,4.42,72.88,597.34,28.59,5.15,57.33,19.99
196227.93,2346.5,271.61,3.25,77.68,841.67,,,54.15,17.25
157034.73,2058.1,355.05,5.78,73.75,935.65,32.86,6.9,38.75,24.35
196375.55,2000.88,404.63,4.25,59.98,876.56,6.68,3.8,47.38,20.54
210758.64,2053.37,379.97,6.01,82.66,787.9,15.99,4.74,38.79,18.05
157549.1,1678.8,404.95,,60.4,1191.49,,2.26,49.82,16.42
161649.94,1841.7,281.69,3.75,67.27,1089.58,37.84,6.55,60.43,22.01
200353.23,2001.07,329.3,5.38,,801.41,24.79,7.14,42.15,18.16
185429.91,1941.6,303.77,4.3,59.37,771.54,33.0,6.21,51.32,15.74
191029.53,2381.73,435.88,4.13,66.2,905.04,34.79,4.53,57.91,14.38
,2065.22,381.97,2.8,76.96,,34.32,4.91,43.91,21.5
187813.92,2256.47,492.35,4.66,72.23,990.73,25.62,5.29,48.95,
153470.56,2002.82,326.62,3.51,72.89,609.91,20.82,7.19,58.72,16.5
200946.35,2316.89,313.77,3.55,67.68,763.9,19.5,7.07,37.51,20.77
203391.8,2119.26,342.86,3.51,75.37,902.79,53.77,2.13,36.71,23.35
175412.19,2004.03,418.92,4.44,72.4,950.56,33.64,3.24,35.05,20.98
179130.46,1996.02,331.69,2.46,61.87,577.86,44.72,5.87,51.04,22.26
149377.85,1713.67,356.22,3.79,73.39,656.89,23.34,2.32,,21.55
190285.1,2152.07,354.83,4.98,65.06,548.56,39.99,6.84,49.48,18.04
191441.15,1987.94,351.97,2.75,82.18,669.02,26.19,4.45,55.88,19.97
178756.18,1849.4,317.38,4.17,71.87,608.42,29.77,6.41,39.7,27.13
202487.07,2331.94,343.14,3.37,95.17,880.87,27.71,5.07,38.9,17.02
173318.46,1624.94,340.99,,82.74,834.35,22.96,4.8,50.36,12.54
191292.12,1873.25,349.62,5.66,73.96,776.93,23.09,2.83,45.38,5.37
159606.71,2308.32,397.18,2.35,79.64,803.91,29.69,3.91,26.1,27.68
179528.96,2094.66,438.03,4.77,58.28,979.14,25.3,4.77,57.26,27.9
176512.91,-2000.0,307.98,,82.7,643.66,31.01,4.7,49.42,13.05
184506.16,2075.3,330.4,3.47,68.44,510.47,23.3,6.45,41.96,24.43
172609.46,2053.82,308.75,2.89,75.72,906.58,35.66,3.71,41.63,23.16
177370.55,1545.0,,4.75,69.18,741.36,26.32,4.94,50.6,21.21
196520.94,1895.22,323.08,3.81,70.03,647.23,43.1,8.01,44.64,20.52
171264.72,2484.96,361.99,3.68,73.55,883.1,29.6,6.64,45.46,14.28
147868.46,1802.2,405.18,4.11,75.61,504.85,29.18,5.21,46.21,18.65
214991.68,1904.51,223.71,3.83,74.78,671.36,42.83,2.08,38.45,19.74
207629.08,1837.51,374.59,2.0,74.98,441.7,26.04,2.25,42.11,18.35
154154.75,1973.9,326.99,3.51,61.99,838.86,26.74,6.27,43.49,17.73
193794.16,1825.06,373.02,4.9,93.66,,24.39,6.48,38.91,24.5
169940.5,2146.02,305.18,2.49,76.86,714.02,,1.11,47.2,23.08
185269.74,,409.81,2.91,78.5,681.27,24.12,6.4,48.87,22.37
185884.48,2232.06,395.66,3.57,72.28,1067.68,,3.88,58.49,22.66
175311.84,1684.72,378.42,3.27,68.01,894.12,29.63,4.19,38.91,19.15
164324.69,1897.9,389.66,3.97,76.21,1157.07,36.71,6.78,52.12,23.83
166189.18,1932.28,312.72,2.91,77.31,824.12,35.81,6.46,56.4,12.01
161676.16,2136.69,319.02,3.61,85.41,834.0,25.9,4.8,52.6,18.35
163363.56,1762.03,387.62,3.95,91.62,1016.72,24.1,6.38,41.02,21.54
178656.43,2274.7,311.61,4.65,86.82,777.71,27.37,4.27,42.53,20.72
165684.8,2355.92,422.28,5.24,60.87,837.08,30.07,3.42,57.14,19.87
193641.04,1703.34,333.82,3.74,71.32,436.81,32.67,7.52,43.51,22.64
209744.92,,,5.89,77.69,1060.66,33.56,7.65,44.76,25.21
168398.94,1840.42,454.96,3.82,71.8,858.63,29.74,3.71,41.11,12.68
184788.09,2789.72,314.69,4.83,74.65,783.89,24.55,3.93,51.19,19.5
189993.7,1871.03,353.44,5.93,57.84,936.1,25.31,6.78,25.31,14.39
189440.05,2503.29,402.71,4.14,82.31,622.78,34.15,3.61,38.52,23.35
181519.11,1620.01,397.56,2.63,60.0,717.29,24.8,6.6,37.16,21.62
194853.65,1703.1,333.61,4.09,,883.0,34.48,2.95,57.71,13.15
189644.98,1794.02,324.16,3.39,66.88,806.6,34.74,4.43,46.86,17.97
155246.75,1746.29,338.34,3.73,74.22,866.99,42.27,6.96,43.39,10.49
197383.12,1919.63,422.39,5.98,62.02,837.4,26.15,3.06,43.37,22.75
197745.82,1787.37,336.04,2.78,66.52,894.58,27.4,3.82,33.95,15.32
164734.28,1754.2,353.91,4.3,84.19,601.88,11.5,5.75,55.85,12.35
180758.76,2347.54,328.66,3.12,74.1,991.72,22.46,1.4,42.19,16.27
193666.58,2367.14,385.28,3.69,78.47,727.42,22.35,5.15,49.74,20.92
175813.72,,357.78,4.74,65.11,808.66,34.05,7.32,39.75,19.43
201459.56,2157.2,299.83,4.32,74.57,709.88,,6.73,44.52,15.55
227277.45,2027.82,301.56,3.77,73.91,756.89,34.65,4.9,37.65,17.48
164280.28,1850.89,250.07,3.35,68.64,834.36,37.93,5.04,43.02,16.54
152379.11,1714.05,308.43,4.32,74.59,910.28,24.31,7.98,53.33,13.33
186076.37,2108.9,389.7,5.71,59.86,935.18,20.42,7.74,45.85,8.67
194431.25,1647.91,416.19,3.1,78.51,,28.06,4.81,47.99,17.97
175382.67,1701.82,384.28,5.91,71.8,710.63,25.01,3.74,45.5,20.93
209065.21,2345.87,377.73,5.2,,855.42,23.11,6.71,58.05,17.92
153227.88,2570.19,343.67,5.37,81.81,836.04,31.75,7.26,38.47,28.25
193858.37,2117.99,388.75,4.31,78.46,808.86,20.51,7.76,43.9,15.02
167882.78,2331.94,364.31,5.17,72.45,880.13,36.61,6.17,46.5,17.79
214387.56,1926.25,440.22,2.99,66.07,608.64,26.8,4.29,37.03,20.43
219850.31,1598.7,345.08,3.33,85.63,495.96,29.64,1.66,46.01,20.2
164666.87,2183.65,417.15,4.77,64.28,978.5,30.8,8.88,45.24,16.72
169008.86,2170.79,393.71,4.3,80.03,780.29,26.27,8.21,45.91,17.73
197191.76,2021.5,386.77,3.85,62.22,862.39,40.12,3.47,45.95,17.58
172257.39,1927.29,249.43,1.5,82.34,669.87,17.15,5.38,39.63,21.42
179091.78,2288.66,396.46,3.56,83.08,989.33,40.27,4.56,32.0,14.53
180507.77,1704.28,343.62,2.83,59.7,852.51,27.22,5.13,46.46,5.83
141606.54,1767.87,327.8,4.49,78.59,773.07,37.37,4.2,37.85,16.28
179723.25,1697.57,275.85,3.81,77.93,842.87,31.61,6.38,44.26,26.44
166205.44,2025.49,349.72,3.37,80.62,538.74,36.8,2.73,39.01,22.01
170137.54,1673.63,351.68,6.64,77.92,855.97,29.05,4.21,33.15,10.16
208872.64,1794.73,284.85,5.04,67.3,1023.02,31.91,6.75,47.89,21.38
154869.86,1788.27,276.34,5.06,73.26,847.29,38.78,1.05,50.6,19.04
196264.1,1921.82,374.33,6.2,88.32,827.92,30.77,5.62,53.83,16.13
174420.74,1553.79,393.59,4.8,66.14,752.45,40.64,3.9,41.42,12.61
174404.8,2026.16,359.51,3.23,77.58,962.41,32.82,8.23,45.32,13.93
195807.44,2374.19,407.54,3.11,84.21,984.65,24.14,5.66,47.72,15.2
186801.03,2040.65,345.68,4.96,67.07,735.21,27.16,3.43,53.17,
191412.26,2462.4,347.28,1.94,63.67,853.8,37.1,7.9,31.0,21.2
199363.69,2400.2,304.15,3.92,64.87,834.83,20.08,5.04,33.25,14.45
173373.83,2233.32,271.99,1.83,78.16,860.27,36.34,5.26,56.11,15.29
167755.27,2022.41,442.73,,64.8,684.09,27.07,6.77,31.52,17.81
158296.99,2006.75,406.56,4.85,73.92,971.42,19.68,3.79,52.34,15.83
163491.79,2229.14,280.37,4.28,85.97,884.78,31.66,7.89,55.65,18.08
238981.89,1882.5,357.79,4.94,74.59,980.36,24.4,6.15,51.43,17.27
204893.59,1435.24,345.0,5.96,68.78,632.7,,3.72,36.97,18.49
152978.51,2147.6,336.3,3.86,76.0,641.51,24.99,4.14,37.87,8.01
153550.84_err,1660.68,329.55,6.81,74.45,1108.91,30.92,2.49,44.54,22.0
189637.32,1711.36,369.06,4.21,78.62,972.07,26.88,5.62,59.01,15.2
190945.3,2000.07,390.91,4.95,87.95,677.74,33.13,4.64,58.95,22.53
190977.68,1971.46,370.12,3.39,78.17,930.22,38.1,5.63,47.39,28.98
174900.88,1576.38,343.97,5.62,91.27,730.13,34.33,1.6,32.24,10.74
177490.91,2049.65,342.14,5.04,78.64,545.19,44.44,3.95,46.3,
186557.59,2289.84,396.84,5.47,68.86,484.96,46.41,3.04,43.34,15.9
181717.86,1661.5,373.17,,93.31,796.7,27.68,5.99,45.18,19.97
135613.99,2381.74,353.63,2.74,74.0,1034.12,20.78,3.8,31.75,7.46
175404.01,1531.95,348.2,4.46,66.56,1028.21,27.69,5.94,46.95,16.21
162971.87,2635.2,367.26,2.3,93.59,989.02,30.95,3.93,32.97,13.91
183504.23,1876.62,326.58,3.66,69.14,924.5,47.81,8.25,24.76,26.14
239705.18,2043.69,391.08,4.19,68.82,847.6,27.0,5.1,46.8,27.3
187349.63,1432.39,296.21,6.38,70.59,972.79,32.22,6.83,60.35,16.57
173729.41,1981.36,329.43,4.32,76.32,498.37,24.55,4.77,38.31,12.26
198436.03,2068.54,380.56,4.14,82.45,948.47,27.23,6.85,41.22,13.81
189653.76,1974.15,293.36,3.94,53.81,631.85,20.28,3.45,52.17,18.2
188401.89,1831.08,271.35,2.66,82.41,663.09,18.3,4.92,,10.99
192137.01,1716.03,353.15,4.09,70.56,904.38,40.89,4.07,45.84,20.6
221130.87,2339.16,265.18,4.1,71.7,939.31,38.53,8.74,39.33,17.02
157382.23,2009.24,285.06,3.03,88.72,708.54,27.04,2.62,55.61,19.78
189472.64,2462.23,387.83,2.81,76.71,896.93,38.51,9.14,35.16,19.97
161472.38,1842.06,339.76,3.52,78.58,884.44,19.54,2.25,40.83,24.9
191110.25,1869.56,414.27,4.06,74.61,753.4,28.61,6.47,49.71,21.18
161626.27,2244.68,289.76,3.54,81.11,823.08,31.39,3.76,32.45,19.46
171652.66,1513.11,345.3,2.95,87.94,1112.13,40.13,5.51,48.11,19.25
174098.2,1635.96,369.98,4.29,55.2,757.76,31.58,4.66,54.11,8.11
199516.33,2329.25,291.47,4.54,83.68,762.94,34.36,3.34,58.41,18.9
198369.09,1648.42,401.59,4.12,87.38,822.5,26.24,5.16,41.88,21.06
155085.65,1454.28,375.53,3.44,79.01,772.56,32.11,4.17,41.48,17.39
181098.68,2560.56,269.54,4.59,69.58,918.58,40.11,6.14,50.72,26.32
165808.4,1581.85,348.11,3.81,65.78,1020.39,17.07,2.99,40.06,10.57
154829.9,2055.24,369.3,2.81,93.89,763.0,39.09,5.94,42.53,14.3
175659.66,2020.73,320.5,5.04,,671.48,28.32,6.73,47.58,14.82
173830.34,1156.81,276.01,4.35,87.14,,18.75,4.78,47.98,18.05
228534.33,1919.8,363.92,3.88,78.12,817.97,27.86,2.35,29.74,14.77
188659.2,2134.52,460.56,2.43,91.37,544.32,40.32,8.46,35.67,11.8
152447.65,2106.29,330.65,3.26,72.45,1079.34,26.14,5.93,30.34,16.22
168704.52,2271.06,428.46,6.02,62.14,968.93,32.39,3.56,31.66,23.07
200427.67,1883.75,312.39,2.49,75.02,1040.2,17.09,5.99,36.05,21.77
221768.86,2213.75,360.78,3.75,63.11,1015.14,15.39,1.65,43.22,14.53
148280.33,1793.2,388.58,3.98,96.42,1196.75,21.39,7.35,44.0,16.13
142401.51,1576.86,349.58,4.32,80.04,644.46,38.1,9.25,27.79,14.11
217419.3,1610.68,335.11,2.5,81.23,,29.59,6.65,37.53,11.69
187792.28,1561.37,386.31,4.17,81.23,726.16,38.8,2.99,32.85,20.13
162634.15,2302.88,444.57,2.31,69.45,,39.26,1.02,43.4,11.59
190692.58,1545.63,365.03,4.1,73.94,818.44,23.93,7.73,39.75,21.31
127285.05,2082.21,,3.35,75.88,726.52,42.54,4.71,55.07,27.09
180067.51,1920.22,340.51,3.13,,621.57,25.64,4.22,43.88,19.88
186556.42,1969.21,475.99,4.83,65.74,668.83,38.0,7.33,40.14,21.11
198485.4,2409.08,356.75,3.76,69.17,755.94,37.68,3.82,42.9,20.97
,,320.28,4.47,72.1,971.65,30.52,6.52,39.85,15.56
181713.74,2183.48,292.75,4.51,69.61,713.7,30.53,5.05,55.73,19.85
161491.51,2011.27,258.7,5.27,63.33,921.5,32.56,5.49,42.32,19.56
185107.68,1954.39,368.18,2.79,53.36,601.81,30.92,8.26,48.65,14.87
162093.07,2689.99,382.73,4.92,60.39,320.17,26.88,4.02,51.32,5.42
171837.98,1567.6,330.17,4.02,83.79,780.02,26.19,3.84,39.71,12.76
160083.69,2386.74,,3.62,74.93,708.5,26.94,4.6,30.57,13.29
193022.72,2196.92,291.48,2.85,,667.74,39.75,2.59,41.15,20.51
197169.02,1856.14,356.65,4.61,70.34,650.17,17.29,6.87,50.1,10.61
175307.59,2488.8,374.07,3.08,74.21,693.87,26.03,6.61,31.44,27.35
180764.76,1445.57,323.24,4.52,,651.9,27.39,4.98,47.02,26.15
151028.17,1843.47,434.52,5.93,87.42,665.49,28.18,-10.0,51.72,23.26
174006.47,1637.46,308.14,4.98,82.54,596.17,32.37,0.0,56.13,15.45
178995.91,2123.63,364.17,5.39,76.62,480.59,19.21,3.33,50.42,7.61
232415.86,1666.08,392.42,3.28,79.14,468.59,38.2,4.54,47.34,22.16
157760.66,2129.92,346.14,4.76,77.97,1169.16,37.1,1.2,46.49,14.26
209283.54,1944.07,340.58,2.86,73.66,790.51,35.39,9.99,35.34,21.94
199937.18,1856.19,278.56,3.77,71.77,1028.68,28.34,5.83,37.43,21.01
185612.73,2116.59,417.87,5.74,83.98,773.36,24.09,6.09,31.14,15.8
215172.41,1919.41,341.51,3.39,64.63,778.36,27.4,4.7,45.58,11.9
187442.11,1673.41,376.87,5.11,86.9,846.0,30.49,6.48,48.53,18.94
187783.18,2840.41,383.64,5.02,72.8,896.01,35.33,4.4,45.94,10.15
178937.59,1853.85,318.59,5.07,64.49,613.0,29.35,4.68,47.27,19.41
204471.38,1334.72,340.12,2.73,70.64,743.03,32.88,,51.08,20.35
201929.38,1747.37,416.72,4.53,68.0,845.72,26.53,7.2,34.38,14.7
167486.45,1619.82,294.14,3.84,70.39,509.97,,4.98,45.5,10.48
153615.06,2247.84,456.4,5.09,70.25,994.6,28.01,9.04,46.97,26.14
175940.39,2096.5,312.76,2.34,69.93,959.41,32.14,4.84,41.25,15.33
163999.23,2119.61,291.02,4.37,72.54,484.73,15.86,3.99,27.99,16.96
178729.51,1888.99,356.62,4.23,74.48,668.15,33.9,5.25,36.81,23.46
204748.76,1916.19,460.42,2.01,81.11,815.73,34.32,5.6,40.93,15.16
170853.97,1888.72,254.45,3.11,73.04,926.28,34.23,2.62,46.2,14.19
179143.53,1975.64,342.95,2.17,77.61,1028.92,22.1,5.97,45.27,28.05
181160.45,2250.6,373.81,3.27,75.06,704.4,24.32,9.23,60.39,14.34
196968.62,2100.82,351.68,4.55,79.32,1150.73,23.05,6.9,52.55,24.08
135062.21,2150.03,369.1,4.2,75.37,792.69,32.64,6.33,44.82,18.77
167865.99,2149.87,314.1,4.17,69.83,766.38,35.27,5.96,45.97,18.66
184225.67,2265.33,320.01,2.96,67.65,884.26,24.43,3.0,55.17,15.47
204001.58,2086.45,342.58,5.12,76.68,846.62,40.52,3.01,55.47,17.0
170161.95,2107.65,293.51,3.98,85.19,838.23,40.42,5.33,47.67,26.94
142468.95,2356.64,347.77,4.03,73.17,1099.42,31.1,4.14,58.87,22.28
192394.23,1800.49,330.56,4.94,69.39,837.11,32.97,2.11,37.82,11.19
167292.75,1743.28,326.5,3.01,,652.36,16.56,4.3,44.77,13.04
156206.67,1644.22,366.03,4.23,70.51,674.04,25.77,5.9,70.33,19.91
167513.09,2054.87,258.97,,,1020.89,19.98,6.16,50.68,21.19
176309.49,1443.88,338.55,3.45,63.45,902.57,22.72,3.33,43.87,21.83
167905.11,2138.65,465.87,4.65,73.04,566.55,34.12,4.91,45.83,17.62
135888.68,1967.24,295.69,4.48,76.89,559.17,36.05,5.83,46.44,13.75
197941.32,2340.39,414.28,3.9,66.34,803.76,36.38,2.46,58.36,13.95
205497.5,1798.42,352.73,3.87,67.97,892.47,31.93,3.46,51.43,6.5
193030.44,1939.0,319.85,4.52,67.42,698.29,34.19,4.97,44.37,26.17
157246.29,2336.66,283.97,4.79,63.91,547.97,17.29,3.18,31.59,4.85
175970.17,2414.94,356.98,4.06,67.36,631.22,19.68,4.34,39.19,16.79
179869.57,1795.95,422.67,5.12,73.42,1046.86,28.33,9.99,45.48,9.14
191975.89,2054.53,330.54,4.66,64.26,874.55,34.78,1.99,43.96,15.08
193366.81,2088.33,345.95,2.21,73.9,950.01,26.42,7.85,53.77,20.88
165316.52,2112.1,400.52,2.6,69.37,974.75,19.11,5.68,43.15,6.57
,1921.23,367.04,5.18,67.57,706.1,24.47,2.55,51.71,19.76
189145.61,2384.42,271.39,3.75,78.02,744.04,22.53,6.36,33.22,22.36
209116.45,1433.09,354.94,4.16,69.88,774.8,16.2,5.09,40.8,15.91
194090.13,1873.66,425.61,5.14,71.24,862.5,47.8,7.41,50.56,31.7
195781.13,2134.38,348.15,3.99,85.38,963.43,39.86,6.32,61.54,6.78
181676.53,2137.17,,4.04,67.64,1080.48,14.19,5.39,43.86,9.44
208209.18,2405.83,369.41,3.13,87.53,922.15,14.62,4.39,51.63,16.48
188195.26,2359.47,340.08,4.37,72.22,923.24,23.55,7.34,55.69,16.59
162778.24,1914.34,258.55,4.59,65.91,1088.99,18.09,4.22,52.63,18.57
208067.4,2389.96,266.04,3.42,70.57,769.24,49.06,2.2,50.99,22.64
193958.07,1785.79,398.76,3.08,75.55,978.35,23.58,1.21,42.17,11.72
171139.12,2279.27,313.38,6.63,85.04,886.74,32.89,2.53,57.16,11.21
170410.14,2543.16,304.63,3.91,81.39,892.24,25.95,6.61,34.46,14.53
185931.51,2364.48,348.22,3.32,75.51,767.82,20.66,4.27,34.86,23.15
189263.7,2031.73,,4.71,85.08,590.87,38.38,3.46,,22.05
183945.85,1900.47,355.0,3.95,59.95,851.73,35.24,4.13,47.89,17.65
186226.17,1541.42,339.86,2.91,77.0,852.36,29.52,6.66,35.1,15.46
213999.15,2093.16,290.0,4.48,77.48,713.68,49.06,6.27,33.53,17.24
201430.86,1665.43,324.44,3.15,77.58,785.49,31.88,5.32,33.19,19.81
183812.71,1762.06,372.14,5.58,62.12,667.72,26.35,3.8,61.27,18.49
198826.21,1642.78,352.1,4.49,66.86,668.99,45.32,4.22,44.35,10.96
159349.52,1861.88,345.9,3.72,73.67,727.86,33.23,4.74,40.86,10.61
187958.54,1991.61,446.87,4.11,83.92,600.73,43.02,3.21,58.03,16.71
216186.13,2082.08,386.55,4.9,,712.48,29.69,4.78,47.01,21.62
175639.08,1819.85,392.62,4.19,69.68,907.06,5.88,3.11,42.38,12.7
163047.32,2320.79,341.7,6.12,64.52,1018.42,17.53,5.73,53.49,20.04
166958.22,1937.54,361.01,5.14,81.53,1111.32,38.66,5.96,,9.06
158207.34,1763.68,328.45,4.49,95.91,739.98,25.29,7.23,49.8,18.36
164304.76,2067.89,388.88,3.06,83.86,980.02,32.03,5.52,42.84,14.09
172589.84,2589.07,344.48,3.85,69.01,850.43,39.07,5.46,37.84,7.55
151888.66,2100.55,361.12,4.48,97.89,764.4,31.44,3.33,36.92,15.27
180312.37,1891.14,358.03,,80.49,860.33,23.12,4.9,45.82,11.68
