pm25,pm10,no2_ppb,co_ppm,so2_ppb,o3_ppb,wind_speed_kmh,humidity_pct,temperature_c,aqi
7.1,27.35,14.61,0.38,2.32,30.16,19.14,32.65,24.15,47.56
11.75,39.29,15.69,0.36,3.81,37.13,13.5,42.18,22.12,32.38
11.01,23.23,21.74,0.12,2.36,34.36,16.56,41.6,25.99,41.47
9.95,27.7,12.44,0.47,2.42,29.56,16.0,45.7,20.89,48.49
15.27,22.69,12.41,0.34,2.01,36.7,21.63,41.97,20.86,36.73
13.72,30.71,15.12,0.38,1.41,28.24,19.2,61.64,22.77,29.18
8.04,26.12,16.82,0.41,2.83,37.86,21.5,38.15,19.05,39.27
12.67,29.37,19.08,0.49,2.91,39.37,18.93,40.44,21.65,37.89
11.31,31.38,3.59,0.46,4.33,28.5,16.0,49.5,21.61,50.17
18.29,27.5,15.95,0.37,4.84,33.48,22.84,46.57,23.91,44.98
19.32,28.74,14.36,0.37,3.74,28.6,21.83,37.18,17.55,61.22
17.29,28.38,11.13,0.53,2.12,38.74,17.49,34.28,26.99,47.1
9.97,25.37,15.69,0.38,1.64,38.09,16.11,41.85,22.57,18.39
17.2,34.71,16.22,0.38,4.06,36.81,11.44,40.25,19.67,38.88
11.57,24.85,20.3,0.57,1.7,29.02,14.28,49.83,18.99,45.92
16.09,14.1,14.09,0.35,1.97,36.37,18.38,42.07,21.14,31.29
14.3,30.19,15.36,0.52,0.67,31.61,13.65,48.5,25.76,46.68
10.22,24.09,14.71,0.47,3.18,44.14,19.48,35.59,17.47,47.48
11.85,28.24,15.1,0.48,1.58,39.99,19.6,33.02,21.93,47.12
9.21,24.16,19.65,0.36,4.35,32.46,12.35,49.21,19.06,42.52
14.03,27.79,10.37,0.41,1.73,30.04,17.42,46.91,16.72,51.31
14.23,24.45,13.93,0.31,1.2,39.5,14.57,31.52,20.39,53.67
15.62,27.82,17.7,0.41,3.28,27.67,17.42,49.33,18.97,47.46
10.75,24.64,18.7,0.41,4.51,35.04,22.13,39.98,23.99,50.74
11.27,18.35,14.95,0.13,4.0,33.99,20.71,42.63,15.56,50.6
12.73,29.37,13.11,0.24,3.08,31.77,15.57,41.02,16.06,30.89
10.69,29.63,13.63,0.35,3.17,38.31,17.3,41.49,20.67,49.3
,21.59,10.62,0.52,4.41,38.08,22.84,57.57,26.29,41.66
10.86,29.35,15.29,0.35,3.13,31.27,19.71,41.85,25.2,43.91
8.05,35.46,9.95,0.39,2.53,30.37,18.72,25.99,20.66,49.53
10.36,25.04,16.87,,2.84,32.55,22.54,54.46,21.9,43.98
12.87,24.7,14.43,0.47,1.38,33.56,18.9,35.4,21.68,25.29
11.75,23.98,16.12,0.44,2.68,35.43,18.23,44.66,19.74,46.69
13.53,29.53,14.87,0.4,4.52,44.83,20.8,36.79,17.91,42.67
14.6,26.14,18.88,0.32,2.59,32.4,17.99,39.88,21.25,48.84
9.68,22.76,21.84,0.39,3.99,34.18,12.35,40.6,19.38,31.37
8.61,26.69,13.22,0.5,2.21,35.68,7.84,33.52,29.46,45.35
12.9,23.5,16.26,0.34,3.83,43.33,14.65,48.26,22.5,41.49
10.24,26.29,19.11,0.48,3.63,33.87,20.17,39.86,21.27,39.51
8.96,23.01,17.07,0.45,1.49,40.86,17.63,42.17,15.36,42.12
15.75,33.81,,0.42,3.89,33.08,18.49,44.39,24.46,34.09
12.53,27.76,15.21,0.47,3.5,33.53,14.48,50.4,17.37,37.11
6.59,22.69,12.21,0.27,2.76,25.55,16.5,43.9,17.98,47.02
10.9,21.68,17.27,0.47,2.2,36.44,24.16,47.54,16.86,48.91
8.29,24.06,13.07,0.46,4.35,38.36,23.39,44.72,23.42,32.83
9.15,,26.79,0.34,3.14,31.77,16.22,42.46,22.19,60.86
8.74,23.61,16.9,0.24,2.99,36.31,15.13,52.63,20.63,59.13
7.36,38.41,,0.33,3.29,31.01,18.84,44.72,24.43,51.35
15.06,22.35,15.04,0.12,3.44,34.85,13.53,48.43,24.47,40.08
12.48,28.68,11.73,0.35,5.2,36.36,15.56,44.48,20.04,27.62
10.86,20.37,12.08,0.48,3.71,29.02,11.64,22.46,18.99,46.42
14.53,23.04,9.34,0.41,2.87,44.55,22.15,39.2,16.6,41.28
12.37,27.6,13.16,0.3,2.9,31.14,18.01,51.87,25.66,34.83
11.74,25.94,10.7,0.3,2.02,28.88,13.82,53.68,20.6,43.69
16.54,20.33,10.25,0.44,3.51,32.04,14.55,32.71,23.48,44.46
13.75,21.78,11.96,0.32,2.88,33.98,14.31,48.24,17.75,48.28
7.35,,14.57,0.22,4.83,26.12,16.25,,23.17,50.02
11.81,29.56,16.14,0.54,3.46,22.9,14.03,43.61,18.12,45.91
12.53,26.68,19.21,0.42,1.21,31.91,17.02,39.91,16.94,41.91
16.59,33.57,14.75,0.18,2.57,35.98,21.0,32.74,20.75,51.52
10.51,37.6,19.87,0.41,2.78,35.31,22.14,46.96,16.31,34.24
11.18,20.69,19.95,0.27,6.26,40.12,15.69,47.91,27.13,24.1
10.09,20.02,11.93,0.4,2.36,35.63,17.65,39.05,18.62,39.06
11.0,27.8,18.06,0.55,2.86,50.18,18.56,47.05,18.26,32.24
10.34,25.34,15.98,0.26,3.48,38.73,16.24,52.98,21.02,32.85
10.23,32.8,,0.21,3.06,31.75,20.25,49.04,21.45,36.35
10.6,10.29,18.78,0.31,2.68,21.77,19.17,70.51,20.61,44.53
9.16,28.44,5.72,0.46,3.83,31.95,11.98,53.99,18.38,37.74
14.27,25.35,13.6,0.42,4.51,21.74,20.18,43.81,22.84,41.6
9.73,21.44,10.04,0.34,2.8,32.38,20.8,51.86,12.66,45.18
8.3,22.82,17.25,0.45,2.57,30.56,20.59,32.51,28.15,46.02
13.27,23.17,10.84,0.6,2.46,37.89,10.95,46.27,18.86,38.54
11.6,20.64,8.33,,3.74,34.88,14.37,51.62,25.83,49.65
10.48,23.96,15.22,0.35,3.7,29.68,22.38,38.8,21.71,44.47
,15.15,7.49,0.35,2.69,34.56,14.68,47.28,19.13,46.49
9.2,21.65,17.53,0.31,2.22,34.31,17.11,58.18,19.77,44.31
14.8,,10.53,0.63,3.47,36.77,14.92,61.0,23.97,34.27
18.06,30.1,9.74,0.4,3.78,41.97,26.72,47.69,19.66,42.5
13.68,27.0,16.35,0.12,1.73,37.4,19.72,46.72,,50.37
10.86,36.78,21.52,0.44,4.3,32.14,18.1,45.89,22.13,51.15
13.23,17.1,10.85,0.44,2.5,37.72,26.82,54.05,24.11,33.79
10.52,26.47,11.91,0.38,2.61,40.39,10.87,47.15,18.86,32.65
11.26,31.74,11.99,0.58,3.96,33.92,14.17,38.86,25.9,42.63
16.04,19.6,13.4,0.31,3.47,35.13,22.0,44.48,15.73,43.09
17.2,26.92,20.12,0.19,2.18,31.93,14.11,53.66,15.98,41.01
3.43,21.25,14.9,0.4,3.93,34.3,21.1,45.2,16.97,53.13
7.18,30.45,12.1,0.51,3.87,35.75,18.65,54.09,23.82,42.07
10.66,34.64,11.27,0.5,2.74,34.91,16.33,49.96,16.56,37.66
13.89,17.95,14.35,0.26,2.7,39.89,11.48,32.6,16.35,27.75
14.33,27.21,14.03,0.39,2.9,34.76,25.4,52.45,18.7,58.81
17.01,23.82,14.65,0.41,3.89,37.53,16.02,30.91,24.62,36.33
16.66,28.92,13.67,0.42,4.55,34.4,,40.07,22.9,51.2
13.97,19.88,16.39,0.48,2.92,33.91,22.28,38.8,22.09,35.52
12.8,29.13,17.2,0.5,3.73,35.83,22.74,47.44,21.54,39.95
7.13,18.73,12.84,0.46,4.12,37.46,20.85,62.94,19.51,42.98
15.83,15.71,21.77,0.46,3.36,,14.3,32.71,23.76,
10.08,26.93,16.12,0.52,2.42,33.35,15.03,39.25,23.73,33.44
7.59,23.53,11.39,0.4,2.19,32.95,11.68,34.32,19.18,
14.03,25.65,24.61,0.53,2.84,34.31,13.83,47.57,17.9,43.05
14.01,20.86,13.78,0.41,3.74,34.96,15.18,41.34,19.62,49.26
,15.0,18.12,0.34,4.1,45.32,14.36,39.97,24.89,38.48
12.14,32.35,17.1,0.33,2.72,37.48,16.66,47.11,20.73,40.37
15.15,28.27,18.87,0.35,1.82,36.67,21.61,46.59,17.68,18.06
7.29,28.72,13.81,0.41,4.76,32.83,21.88,59.81,17.51,41.02
9.85,27.9,5.26,0.3,2.9,34.47,18.37,49.78,22.64,38.58
12.48,33.76,20.4,0.33,3.35,40.59,15.49,42.66,23.06,38.75
14.19,24.32,16.74,0.56,3.73,44.54,12.92,62.57,24.91,37.93
13.56,28.47,19.42,0.45,2.37,29.58,17.74,37.33,17.09,31.75
13.08,25.81,8.79,0.37,,29.55,19.94,53.47,18.33,46.13
16.17,24.16,13.46,0.37,2.6,37.96,20.31,55.9,20.03,40.48
14.76,23.35,19.7,0.43,2.54,32.86,22.18,53.01,22.59,48.93
9.57,22.6,17.06,0.54,2.79,35.65,15.16,37.22,12.57,35.47
11.93,30.3,15.66,0.27,2.51,40.26,10.0,32.88,24.25,43.59
16.24,24.66,14.33,0.42,1.81,44.94,24.69,48.86,18.48,45.48
15.22,17.67,13.49,0.38,2.74,32.92,19.41,38.89,23.31,37.33
15.71,30.11,17.6,0.47,4.66,27.66,21.84,36.47,24.3,34.09
12.95,23.41,21.57,0.41,2.6,37.7,21.64,45.15,21.34,26.3
12.82,20.67,10.1,0.37,2.15,24.56,16.91,42.4,,41.66
13.01,23.57,17.19,0.37,2.24,42.49,18.09,50.31,21.31,39.36
11.22,35.62,10.53,0.46,3.9,33.85,18.22,35.05,18.37,42.22
13.44,19.02,20.86,0.37,3.58,25.86,28.39,39.1,17.37,40.19
12.9,33.57,13.02,0.3,3.13,37.41,17.36,40.52,,45.85
8.57,25.58,21.46,0.27,3.49,42.51,11.8,38.89,24.74,52.45
9.05,8.94,19.03,0.35,3.54,32.3,24.99,40.57,14.95,38.69
10.06,23.34,16.84,0.26,3.46,31.7,20.31,37.83,23.18,35.3
9.72,17.34,11.88,0.41,3.13,32.96,19.5,64.87,19.59,55.04
18.39,21.25,16.22,0.23,2.73,40.26,11.2,45.23,19.08,37.33
15.2,16.7,15.7,0.52,3.04,36.85,18.64,46.26,18.24,42.9
15.51,27.1,16.12,0.57,2.77,41.56,,49.0,24.04,52.57
10.68,21.13,17.66,0.33,3.21,39.1,14.99,54.33,15.55,43.62
12.36,12.15,13.56,0.37,4.64,32.83,19.5,50.44,21.6,47.75
9.99,27.04,12.99,0.24,2.87,34.09,18.47,49.19,20.49,33.4
8.48,25.24,17.51,0.48,2.37,28.36,19.34,40.87,22.79,29.48
7.9,25.22,16.67,0.37,2.89,40.07,23.37,31.57,27.69,
12.13,37.14,11.0,0.3,3.13,38.27,15.63,60.38,21.2,42.74
10.07,22.37,5.11,0.45,2.32,44.3,24.05,30.05,20.24,46.37
5.96,28.1,22.02,0.25,4.25,34.36,13.72,46.83,22.31,38.26
14.2,29.46,15.44,0.29,1.56,40.63,17.6,38.11,19.13,39.53
8.35,28.46,19.21,0.42,1.54,42.97,13.91,43.16,27.69,28.27
12.94,11.91,14.05,0.47,1.53,36.41,17.09,36.51,20.86,38.01
10.8,20.09,9.21,0.5,3.45,34.78,19.54,40.12,32.13,42.9
11.23,28.45,11.6,0.32,,36.91,26.45,,,38.75
6.17,28.58,13.64,0.43,3.98,43.39,11.26,43.0,,47.06
10.81,29.4,17.46,0.37,1.82,36.92,9.98,49.38,27.67,44.0
9.21,32.25,18.1,0.34,3.46,40.83,18.27,44.03,26.02,40.25
12.26,28.44,13.7,0.33,2.3,41.02,16.59,45.06,16.34,24.85
11.01,25.07,18.96,0.48,4.87,41.61,18.25,29.73,19.01,49.1
6.38,28.09,4.92,0.44,4.84,26.8,14.9,42.09,27.89,37.55
11.66,29.4,22.93,0.39,2.34,26.56,18.79,57.36,21.45,34.34
14.61,28.41,19.8,0.44,1.67,27.83,16.87,42.36,14.93,36.71
9.76,29.63,20.55,0.27,3.62,29.8,20.27,45.83,20.39,45.74
8.27,19.61,12.9,0.45,3.39,34.48,16.71,35.42,22.31,46.48
8.77,18.77,17.83,0.4,3.29,27.29,16.06,45.77,26.84,56.45
16.88,21.69,13.99,0.3,2.99,37.42,19.25,,22.89,50.93
13.37,20.55,10.96,0.4,2.09,29.14,13.29,46.4,29.83,37.16
10.06,36.98,17.96,0.21,2.45,33.34,19.81,50.91,17.8,23.99
11.76,24.65,26.71,0.44,3.52,28.3,15.22,34.51,23.74,44.85
9.39,30.06,12.04,0.54,3.92,28.87,22.35,34.4,21.3,38.46
14.3,20.98,18.17,0.43,3.53,32.96,19.19,38.55,25.44,38.3
9.96,34.95,17.5,0.38,4.05,26.3,,51.44,23.7,39.51
14.62,29.8,8.92,,2.32,32.83,,,17.71,39.69
13.74,23.03,11.7,0.38,3.42,36.83,18.11,51.97,21.93,40.75
12.91,33.02,21.26,0.43,3.81,36.01,17.33,44.71,18.78,55.72
10.33,26.69,5.71,0.44,0.97,34.62,21.78,48.45,19.63,53.86
5.95,23.87,15.29,0.32,3.73,24.06,19.82,50.04,19.04,27.6
10.65,23.85,7.88,0.48,2.6,39.7,17.86,42.51,29.36,30.46
9.69,18.72,14.01,0.45,2.32,24.89,13.33,45.79,21.85,53.19
6.81,22.41,16.06,0.35,3.59,33.5,21.06,43.67,22.91,30.1
12.45,24.84,23.61,0.33,2.47,28.17,,43.08,14.47,46.98
12.8,25.57,15.33,0.38,2.89,33.4,17.08,,28.74,50.93
10.28,21.44,15.3,0.42,3.14,33.07,16.56,28.53,24.03,28.27
10.5,25.9,11.11,0.39,4.58,38.68,7.53,47.94,25.12,50.85
9.16,21.26,15.06,0.44,2.24,25.5,16.1,40.71,24.12,37.08
9.01,21.3,11.58,0.43,1.76,29.15,17.82,51.57,23.55,51.32
11.43,24.76,11.37,0.48,0.78,40.03,18.78,56.59,21.49,42.03
17.2,20.89,18.64,0.41,2.18,32.83,,43.49,24.25,42.82
13.41,23.96,14.85,0.57,3.46,44.33,18.65,42.85,26.56,47.79
7.88,26.36,12.13,0.53,1.73,36.89,16.24,51.13,23.39,41.18
13.01,27.93,16.92,0.33,3.53,35.37,16.82,35.31,28.09,50.07
12.28,15.85,11.68,0.45,2.88,43.34,20.47,31.33,23.16,40.82
11.06,17.6,16.04,0.33,3.0,28.97,16.49,34.98,16.11,
16.33,23.89,14.82,0.43,3.51,40.29,21.72,42.14,17.93,43.27
7.23,,8.12,0.43,1.8,33.61,15.72,45.29,25.59,38.31
10.42,28.82,13.4,0.34,5.48,38.96,19.42,32.23,31.96,45.54
14.6,23.29,20.93,0.41,3.82,31.52,17.45,43.32,21.81,41.37
14.69,25.58,15.17,0.24,2.08,43.58,14.55,41.36,24.82,37.72
13.69,26.65,16.98,0.51,2.81,34.22,19.54,42.39,16.79,43.89
8.85,22.56,14.84,0.33,3.37,40.13,18.33,36.13,22.83,44.87
5.64,29.63,11.56,0.38,2.83,29.47,18.79,48.71,20.17,
11.3,25.27,17.09,0.52,3.72,32.93,20.79,54.08,23.39,37.09
13.14,24.76,16.48,0.22,5.03,32.67,18.45,,24.41,45.73
10.25,29.59,17.28,0.35,2.58,37.18,16.41,50.05,17.89,50.42
,22.11,16.44,0.4,2.65,32.24,13.5,39.9,15.59,45.44
9.73,30.15,11.58,0.27,2.79,32.4,23.82,40.49,20.7,35.22
10.07,18.96,16.12,0.16,3.07,35.28,8.74,59.9,22.71,43.02
14.12,21.17,18.21,0.32,3.2,28.11,18.35,45.11,17.98,42.92
4.51,32.91,6.72,0.33,3.02,32.58,19.97,45.26,15.51,50.77
11.43,15.98,14.55,0.46,1.56,38.54,18.29,41.0,17.66,41.24
13.66,31.04,9.0,0.45,2.78,34.57,21.38,44.55,28.8,48.84
13.58,,18.48,0.44,3.38,39.7,17.65,38.48,16.64,45.9
10.6,20.85,17.81,0.39,4.0,34.2,23.58,32.49,,42.9
19.03,25.35,15.25,0.39,4.42,46.68,12.71,44.49,16.54,22.95
12.33,22.64,24.6,0.63,2.22,36.98,15.06,41.74,22.11,38.79
14.77,23.22,12.18,0.37,3.3,31.05,21.92,51.93,21.53,46.48
16.38,20.22,13.7,0.44,4.15,33.55,16.61,51.9,18.78,49.94
14.77,24.73,13.69,0.33,2.17,30.57,19.57,33.48,26.76,27.29
18.38,27.14,15.42,0.52,3.19,31.53,13.91,42.68,14.64,
11.76,23.15,22.36,0.29,3.5,33.09,21.37,49.58,24.55,38.15
13.2,19.88,14.31,0.41,,41.14,19.02,55.44,24.9,48.47
12.17,16.62,18.84,0.6,3.09,38.87,19.24,33.59,15.13,
12.87,20.28,13.57,0.33,2.57,36.25,20.08,29.08,16.59,43.59
11.36,27.0,8.31,0.39,3.1,33.99,18.41,54.03,27.91,35.54
9.71,24.47,9.39,0.32,2.36,28.03,16.67,51.93,25.33,31.54
21.42,24.75,19.38,0.35,0.89,39.75,10.73,36.19,31.31,27.5
14.14,27.02,14.95,0.31,2.16,31.53,22.6,47.95,23.74,48.74
12.26,23.84,17.78,0.3,2.79,32.85,17.97,43.3,18.81,45.53
14.47,32.29,9.08,0.22,2.44,34.94,19.52,51.62,23.83,36.82
14.64,25.59,9.43,0.28,3.35,35.91,13.92,33.42,27.56,64.4
10.87,16.19,17.42,0.3,4.8,41.59,20.74,38.37,18.3,46.92
9.54,30.92,16.56,0.43,2.12,35.88,20.73,64.36,14.52,36.05
17.71,22.54,14.48,0.26,2.44,31.31,14.0,37.66,20.04,44.49
13.07,23.96,20.71,0.42,1.87,34.24,20.35,38.83,18.27,46.38
12.58,22.53,15.49,0.32,4.43,34.96,15.73,32.26,15.02,33.66
13.46,31.49,18.17,0.39,2.36,33.06,12.68,51.76,18.87,47.3
15.68,23.58,12.87,0.35,2.99,34.49,23.0,50.78,19.17,31.42
10.94,18.9,19.23,0.1,2.44,27.94,19.57,44.31,,38.23
6.84,21.82,13.29,0.41,3.51,33.3,18.76,46.72,25.28,52.25
11.23,27.87,16.11,0.58,3.09,33.53,15.44,48.1,23.07,47.36
13.11,28.46,4.11,0.63,2.38,35.34,15.27,58.87,17.62,34.57
8.96,36.77,19.99,0.52,4.09,42.52,20.77,48.76,18.09,30.52
9.72,24.25,12.63,0.38,3.52,34.76,12.56,51.4,24.9,45.51
9.57,25.19,12.39,0.36,3.7,29.65,17.33,45.83,21.21,34.32
10.61,22.11,15.15,0.42,,33.78,19.57,50.42,17.56,48.63
11.89,26.55,15.04,0.31,2.52,34.59,25.68,53.53,22.24,28.79
8.46,20.56,13.51,0.43,1.94,37.4,16.56,44.0,21.61,57.94
12.82,26.24,16.37,0.27,3.13,37.55,14.59,49.17,28.84,40.77
10.56,24.02,12.82,0.33,4.11,39.23,15.91,50.04,18.84,48.09
11.09,19.99,15.07,0.46,2.67,31.47,12.43,46.55,23.13,41.91
5.55,19.07,10.68,0.33,3.72,34.74,20.4,49.48,21.42,55.51
7.63,34.91,11.48,0.48,2.71,35.99,9.68,47.71,25.0,47.72
6.42,31.05,18.74,0.14,3.42,24.08,21.39,42.79,16.69,36.5
12.6,21.84,20.95,0.25,4.53,32.62,16.26,42.1,21.76,50.92
9.39,29.92,16.34,0.43,3.21,38.27,9.32,42.73,22.44,
9.21,26.77,12.42,0.29,2.31,39.0,21.46,53.71,15.8,40.47
16.02,15.79,20.21,0.31,4.05,36.0,21.22,62.01,20.8,48.9
13.0,27.58,15.02,0.53,5.07,35.77,14.13,29.81,22.08,60.71
9.75,30.97,13.85,0.17,3.69,37.08,14.94,42.93,21.11,44.52
14.32,21.37,10.64,0.57,2.45,33.02,16.18,46.28,21.94,41.52
8.39,24.52,22.4,0.44,1.58,39.02,18.72,40.71,24.32,38.21
12.88,26.45,14.75,0.47,3.97,33.19,10.75,55.26,16.23,37.29
14.06,26.52,20.99,0.36,2.93,38.7,22.53,56.44,27.44,32.76
6.15,26.97,20.12,0.23,2.83,29.95,21.52,35.46,26.82,28.47
17.28,27.18,13.24,0.38,4.15,42.71,19.39,52.4,29.67,32.8
9.41,26.49,14.52,0.36,3.61,35.64,,42.1,17.82,57.42
16.24,20.47,14.98,0.29,3.56,28.1,17.21,57.98,23.87,27.58
13.05,24.5,17.02,0.47,2.51,36.35,17.1,45.9,15.02,40.2
10.94,21.46,17.77,0.51,1.91,35.59,17.31,53.9,20.16,34.2
8.42,23.27,8.9,0.37,3.73,42.11,,59.61,20.11,45.94
13.58,19.1,14.8,0.23,2.8,35.5,18.24,47.07,20.08,54.32
14.9,26.13,18.2,0.37,0.97,,15.04,35.63,22.66,33.12
,31.04,16.24,0.33,3.45,37.84,15.99,65.87,23.87,37.0
13.31,28.49,7.22,0.36,4.1,35.69,27.33,48.02,22.08,44.89
12.64,27.12,23.11,0.39,2.83,41.82,21.08,44.09,26.38,48.13
13.62,21.57,13.34,0.51,2.28,39.23,19.27,49.34,17.31,47.87
9.63,21.11,10.64,0.24,3.06,41.61,17.1,48.65,23.88,49.09
12.38,33.37,24.1,0.46,3.59,29.08,23.24,41.28,,39.23
11.87,24.03,14.41,0.3,3.11,33.66,11.42,58.59,14.08,44.94
5.18,30.91,9.03,0.55,3.21,37.53,19.14,32.8,14.76,37.34
17.22,21.32,9.35,0.42,3.73,50.69,12.5,48.12,22.6,46.1
6.96,18.3,15.37,0.63,3.21,30.04,20.99,39.36,24.16,34.24
14.45,23.2,15.12,0.5,3.08,39.34,,56.49,24.78,41.42
,36.01,12.5,0.45,3.18,39.87,10.5,49.79,20.27,49.99
7.14,16.73,19.74,0.28,3.29,39.57,24.01,42.33,22.59,41.53
12.34,27.1,16.29,0.53,2.44,30.17,17.14,43.27,19.2,41.89
11.81,29.56,19.25,0.41,3.11,31.96,11.56,38.35,19.65,32.66
13.31,31.85,15.37,0.2,3.05,38.13,18.86,46.86,23.1,34.32
14.37,25.08,10.88,0.47,3.09,30.95,19.49,52.64,26.16,42.28
9.96,18.41,6.37,0.33,2.28,34.95,19.88,56.35,21.54,37.18
12.4,23.45,10.91,0.54,2.04,41.54,19.79,42.05,17.68,36.69
7.3,22.59,18.13,0.45,4.75,34.52,17.3,47.24,27.31,47.65
15.64,30.93,14.43,0.23,1.77,27.93,20.0,45.92,19.34,39.84
5.56,22.21,17.23,0.53,2.85,31.96,16.58,50.44,19.8,43.04
11.29,23.37,13.97,0.26,3.0,33.52,9.23,27.58,22.11,34.19
11.01,24.58,19.69,0.32,3.71,31.94,15.31,51.14,18.08,37.38
10.46,17.37,17.55,0.57,5.4,27.88,14.67,48.76,22.79,44.73
8.81,24.8,15.73,0.34,3.56,30.21,15.0,42.27,18.66,40.32
9.59,32.59,18.86,0.46,2.93,36.39,20.98,54.95,26.84,
13.94,19.89,18.16,0.61,2.68,37.82,23.82,38.1,21.62,38.62
9.12,24.97,8.49,0.42,3.99,28.46,15.4,53.82,23.14,46.18
17.4,26.26,12.34,0.56,2.42,27.71,17.54,52.92,21.25,41.53
8.85,15.1,11.62,0.33,2.54,44.95,20.15,41.64,20.87,41.47
13.66,29.89,13.66,0.18,3.85,,12.47,41.12,20.58,43.63
11.1,14.12,16.91,0.34,4.14,30.22,22.26,32.85,23.9,33.52
10.48,29.38,13.44,0.48,2.52,34.8,20.46,39.17,23.11,39.07
8.94,17.0,13.11,0.6,1.88,26.05,16.85,48.08,25.86,34.66
12.89,20.83,15.4,0.39,2.83,30.29,14.22,36.4,20.5,33.22
12.13,34.57,19.85,0.13,2.61,34.39,17.89,45.83,18.24,43.76
11.66,24.5,13.88,0.37,3.75,36.64,16.97,48.92,17.08,42.09
9.13,19.54,16.18,0.17,3.84,28.28,15.42,59.0,27.38,44.82
9.96,27.18,9.25,0.43,1.97,38.52,15.16,51.75,18.37,41.13
10.15,24.71,20.89,0.41,4.81,38.91,19.72,35.27,,42.51
12.15,19.21,7.57,0.47,1.86,29.09,23.04,43.35,17.68,52.93
14.46,20.39,19.49,0.42,4.41,32.42,13.75,43.57,24.46,45.05
8.4,28.69,16.26,0.35,2.36,25.57,18.48,39.86,20.7,42.76
4.55,27.1,17.19,0.45,5.35,32.26,18.84,39.78,23.1,49.38
11.56,21.47,17.16,0.36,0.7,23.42,12.04,52.47,20.98,27.88
9.93,29.96,14.31,0.39,4.13,38.39,17.93,53.76,25.77,41.54
16.32,36.19,13.58,0.37,5.15,28.68,12.15,49.35,22.94,43.37
18.2,25.09,19.88,0.48,4.72,32.93,20.39,40.08,23.04,54.15
,,13.32,0.38,1.93,42.14,15.51,52.23,19.17,35.37
15.05,27.85,14.83,0.49,1.81,30.17,14.55,52.16,17.45,49.31
10.74,17.92,12.14,0.41,3.54,29.91,11.87,54.76,23.47,35.45
15.92,18.23,21.4,0.3,2.06,34.27,21.37,42.1,21.07,39.01
12.0,28.78,11.96,0.31,2.3,30.38,20.89,51.73,21.92,23.96
10.42,26.04,16.14,0.37,3.53,33.03,15.68,45.36,22.16,51.46
,21.28,10.47,0.42,3.93,29.33,21.7,68.72,21.94,37.99
8.21,27.48,11.32,0.56,3.91,35.05,20.62,39.29,25.56,29.23
12.34,26.56,18.69,0.26,3.72,27.45,18.12,47.29,17.37,38.18
5.82,22.47,7.76,0.49,2.0,23.27,19.57,57.71,20.58,39.5
16.81,26.7,13.18,0.31,3.68,39.99,21.61,38.84,19.49,51.9
12.53,21.63,15.33,0.34,4.73,34.72,15.93,37.68,19.97,29.2
16.25,18.04,15.72,0.37,5.26,33.0,18.33,25.67,18.26,29.35
12.62,20.45,18.03,0.22,1.79,36.21,21.82,40.85,16.85,45.59
11.6,19.6,16.61,0.52,3.78,39.76,17.87,45.09,21.98,48.89
14.22,,24.54,0.32,2.67,39.84,15.32,58.31,20.9,42.99
14.85,32.66,14.39,0.21,3.55,29.77,19.24,45.5,27.06,57.99
10.99,20.1,21.87,,2.22,26.76,27.65,50.46,21.25,44.95
9.77,22.6,14.66,0.31,2.29,43.96,18.6,46.69,21.22,43.87
14.14,18.78,12.96,0.44,5.34,30.82,11.97,46.74,21.41,29.17
13.18,25.31,7.5,0.31,2.66,29.23,23.06,53.46,,42.58
18.28,26.14,9.11,0.42,2.26,28.38,28.24,54.99,20.91,45.92
15.12,24.61,14.9,0.35,3.01,35.76,12.33,43.6,28.47,45.02
9.29,22.55,11.37,0.39,2.7,34.49,18.15,38.04,23.42,39.27
14.21,31.68,8.77,0.19,3.53,42.63,15.95,46.5,29.64,31.71
10.56,28.04,16.93,0.45,2.03,30.19,15.17,48.51,19.46,46.76
14.54,27.63,9.78,0.4,2.33,35.67,20.32,56.31,16.28,45.92
12.81,22.61,11.81,0.48,3.33,37.89,9.51,34.49,19.16,35.72
12.1,27.02,11.3,0.3,2.04,31.89,18.21,59.32,21.41,52.74
9.86,26.65,12.79,0.3,4.19,38.97,17.61,41.95,22.31,42.16
13.22,27.95,12.89,0.2,3.1,42.49,14.22,47.25,20.47,38.37
9.88,30.38,19.85,0.39,2.3,33.11,17.78,32.15,23.73,43.62
15.63,18.88,11.56,0.38,3.64,34.05,16.75,40.5,13.35,46.4
12.71,23.88,15.64,0.46,3.16,37.92,25.82,44.49,20.41,39.43
17.97,33.7,15.69,0.34,2.49,24.45,14.42,48.8,21.34,49.98
10.24,27.04,13.1,0.37,2.87,37.23,16.13,38.72,17.22,32.63
15.79,20.26,12.38,0.36,2.53,37.66,13.28,46.37,21.55,51.09
10.57,21.22,18.26,0.37,3.13,35.48,,50.45,16.75,51.12
14.96,28.55,15.08,0.33,3.79,40.37,11.81,38.46,22.82,53.92
10.09,23.13,8.21,,3.25,31.94,15.2,43.63,23.2,32.73
12.48,18.31,13.4,0.47,3.16,43.55,20.03,49.55,20.38,38.43
10.81,31.98,14.45,0.44,1.21,29.2,14.88,50.1,21.82,35.48
10.47,23.37,17.53,0.33,3.48,33.04,16.46,54.71,17.75,37.89
10.56,26.3,15.25,0.49,3.44,42.29,15.32,32.54,22.53,51.08
